year_iranian,year_western,area,sex,occupation,value,unit,source,country_iso3
1390,2011-2012,rural,Male,Clerical and Administrative Workers,63264,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Male,Service Workers and Shop and Market Sales Workers,292456,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",1976017,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Male,Crafts and Related Trades Workers,618983,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Male,"Machinery Operators, Assemblers and Drivers",570653,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Male,Laborers,1214833,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Male,Other or Not Declared,51444,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,Total,1156170,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,"Legislators, Senior Officials and Managers",3211,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,Professionals,39801,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,Technicians and Associate Professionals,16008,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,Clerical and Administrative Workers,12433,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,Service Workers and Shop and Market Sales Workers,60384,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",650217,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,Crafts and Related Trades Workers,225975,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,"Machinery Operators, Assemblers and Drivers",5387,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,Laborers,142418,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1390,2011-2012,rural,Female,Other or Not Declared,333,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,Total,20628225,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,"Legislators, Senior Officials and Managers",544092,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,Professionals,1750862,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,Technicians and Associate Professionals,1098117,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,Clerical and Administrative Workers,925621,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,Service Workers and Shop and Market Sales Workers,2584108,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",3303353,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,Crafts and Related Trades Workers,3904721,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,"Machinery Operators, Assemblers and Drivers",2551941,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,Laborers,3493454,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Both,Other or Not Declared,471954,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,Total,17181105,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,"Legislators, Senior Officials and Managers",451091,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,Professionals,982513,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,Technicians and Associate Professionals,874675,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,Clerical and Administrative Workers,607920,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,Service Workers and Shop and Market Sales Workers,2271171,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2553208,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,Crafts and Related Trades Workers,3199227,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,"Machinery Operators, Assemblers and Drivers",2523219,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,Laborers,3250677,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Male,Other or Not Declared,467400,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,Total,3447120,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,"Legislators, Senior Officials and Managers",93001,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,Professionals,768349,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,Technicians and Associate Professionals,223441,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,Clerical and Administrative Workers,317700,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,Service Workers and Shop and Market Sales Workers,312936,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",750144,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,Crafts and Related Trades Workers,705494,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,"Machinery Operators, Assemblers and Drivers",28721,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,Laborers,242776,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,total,Female,Other or Not Declared,4553,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,Total,14302976,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,"Legislators, Senior Officials and Managers",496836,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,Professionals,1631062,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,Technicians and Associate Professionals,1000438,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,Clerical and Administrative Workers,849691,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,Service Workers and Shop and Market Sales Workers,2215862,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",578781,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,Crafts and Related Trades Workers,3040459,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,"Machinery Operators, Assemblers and Drivers",1962667,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,Laborers,2118823,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Both,Other or Not Declared,408354,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,Total,12086716,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,"Legislators, Senior Officials and Managers",408773,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,Professionals,897074,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,Technicians and Associate Professionals,795150,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,Clerical and Administrative Workers,547506,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,Service Workers and Shop and Market Sales Workers,1961359,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",529843,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,Crafts and Related Trades Workers,2588332,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,"Machinery Operators, Assemblers and Drivers",1939454,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,Laborers,2014628,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Male,Other or Not Declared,404594,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,Total,2216259,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,"Legislators, Senior Officials and Managers",88063,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,Professionals,733988,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,Technicians and Associate Professionals,205287,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,Clerical and Administrative Workers,302184,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,Service Workers and Shop and Market Sales Workers,254502,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",48938,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,Crafts and Related Trades Workers,452126,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,"Machinery Operators, Assemblers and Drivers",23213,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,Laborers,104195,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,urban,Female,Other or Not Declared,3759,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,Total,6325249,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,"Legislators, Senior Officials and Managers",47255,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,Professionals,119800,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,Technicians and Associate Professionals,97679,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,Clerical and Administrative Workers,75930,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,Service Workers and Shop and Market Sales Workers,368246,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2724572,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,Crafts and Related Trades Workers,864262,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,"Machinery Operators, Assemblers and Drivers",589273,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,Laborers,1374630,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Both,Other or Not Declared,63599,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,Total,5094389,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,"Legislators, Senior Officials and Managers",42317,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,Professionals,85439,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,Technicians and Associate Professionals,79525,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,Clerical and Administrative Workers,60414,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,Service Workers and Shop and Market Sales Workers,309812,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2023365,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,Crafts and Related Trades Workers,610894,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,"Machinery Operators, Assemblers and Drivers",583765,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,Laborers,1236048,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Male,Other or Not Declared,62805,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,Total,1230860,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,"Legislators, Senior Officials and Managers",4937,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,Professionals,34361,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,Technicians and Associate Professionals,18154,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,Clerical and Administrative Workers,15516,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,Service Workers and Shop and Market Sales Workers,58433,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",701206,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,Crafts and Related Trades Workers,253367,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,"Machinery Operators, Assemblers and Drivers",5507,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,Laborers,138581,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1391,2012-2013,rural,Female,Other or Not Declared,794,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,Total,21346179,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,"Legislators, Senior Officials and Managers",617206,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,Professionals,1940542,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,Technicians and Associate Professionals,1166469,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,Clerical and Administrative Workers,957993,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,Service Workers and Shop and Market Sales Workers,2696013,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",3251308,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,Crafts and Related Trades Workers,4282876,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,"Machinery Operators, Assemblers and Drivers",2607406,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,Laborers,3390405,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Both,Other or Not Declared,435958,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,Total,18200886,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,"Legislators, Senior Officials and Managers",523615,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,Professionals,1138405,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,Technicians and Associate Professionals,960092,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,Clerical and Administrative Workers,714033,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,Service Workers and Shop and Market Sales Workers,2392227,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,"Skilled Workers in Agriculture, Forestry and Fisheries Sector",2631530,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,Crafts and Related Trades Workers,3655706,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,"Machinery Operators, Assemblers and Drivers",2566249,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,Laborers,3188234,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Male,Other or Not Declared,430790,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Female,Total,3145293,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Female,"Legislators, Senior Officials and Managers",93591,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Female,Professionals,802136,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Female,Technicians and Associate Professionals,206376,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
1392,2013-2014,total,Female,Clerical and Administrative Workers,243960,persons,"Statistical Centre of Iran (SCI) / Ministry of Cooperatives Labour and Social Welfare, via Iran Data Portal (Syracuse University)",IRN
