province,age_group,residence,sex,population,source,country_iso3
South Khorasan,90-94 Age Group,Total,Female,359,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,90-94 Age Group,Urban,Both,291,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,90-94 Age Group,Urban,Male,137,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,90-94 Age Group,Urban,Female,154,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,90-94 Age Group,Rural,Both,411,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,90-94 Age Group,Rural,Male,206,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,90-94 Age Group,Rural,Female,205,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,95-99 Age Group,Total,Both,172,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,95-99 Age Group,Total,Male,92,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,95-99 Age Group,Total,Female,80,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,95-99 Age Group,Urban,Both,69,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,95-99 Age Group,Urban,Male,38,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,95-99 Age Group,Urban,Female,31,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,95-99 Age Group,Rural,Both,103,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,95-99 Age Group,Rural,Male,54,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,95-99 Age Group,Rural,Female,49,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,100+ Age Group,Total,Both,79,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,100+ Age Group,Total,Male,42,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,100+ Age Group,Total,Female,37,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,100+ Age Group,Urban,Both,31,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,100+ Age Group,Urban,Male,13,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,100+ Age Group,Urban,Female,18,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,100+ Age Group,Rural,Both,48,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,100+ Age Group,Rural,Male,29,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,100+ Age Group,Rural,Female,19,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,Not Declared,Total,Both,2162,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,Not Declared,Total,Male,344,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,Not Declared,Total,Female,1818,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,Not Declared,Urban,Both,1317,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,Not Declared,Urban,Male,129,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,Not Declared,Urban,Female,1188,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,Not Declared,Rural,Both,845,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,Not Declared,Rural,Male,215,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
South Khorasan,Not Declared,Rural,Female,630,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Total,Both,12183391,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Total,Male,6137993,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Total,Female,6045398,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Urban,Both,11305832,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Urban,Male,5669138,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Urban,Female,5636694,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Rural,Both,877437,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Rural,Male,468754,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Rural,Female,408683,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Unsettled,Both,122,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Unsettled,Male,101,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,All Age Groups,Unsettled,Female,21,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Total,Both,825327,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Total,Male,421891,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Total,Female,403436,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Urban,Both,750862,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Urban,Male,383599,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Urban,Female,367263,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Rural,Both,74463,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Rural,Male,38290,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Rural,Female,36173,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Unsettled,Both,2,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,0-4 Age Group,Unsettled,Male,2,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Total,Both,779165,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Total,Male,397984,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Total,Female,381181,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Urban,Both,706364,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Urban,Male,360928,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Urban,Female,345436,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Rural,Both,72798,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Rural,Male,37053,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Rural,Female,35745,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Unsettled,Both,3,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,5-9 Age Group,Unsettled,Male,3,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,10-14 Age Group,Total,Both,814965,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,10-14 Age Group,Total,Male,416408,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,10-14 Age Group,Total,Female,398557,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,10-14 Age Group,Urban,Both,743502,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,10-14 Age Group,Urban,Male,379629,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,10-14 Age Group,Urban,Female,363873,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,10-14 Age Group,Rural,Both,71463,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,10-14 Age Group,Rural,Male,36779,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,10-14 Age Group,Rural,Female,34684,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,15-19 Age Group,Total,Both,885389,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,15-19 Age Group,Total,Male,447236,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,15-19 Age Group,Total,Female,438153,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,15-19 Age Group,Urban,Both,805412,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,15-19 Age Group,Urban,Male,405495,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,15-19 Age Group,Urban,Female,399917,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,15-19 Age Group,Rural,Both,79977,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,15-19 Age Group,Rural,Male,41741,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,15-19 Age Group,Rural,Female,38236,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Total,Both,1255197,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Total,Male,618720,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Total,Female,636477,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Urban,Both,1158302,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Urban,Male,567480,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Urban,Female,590822,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Rural,Both,96887,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Rural,Male,51237,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Rural,Female,45650,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Unsettled,Both,8,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Unsettled,Male,3,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,20-24 Age Group,Unsettled,Female,5,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Total,Both,1494175,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Total,Male,741741,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Total,Female,752434,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Urban,Both,1391873,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Urban,Male,685900,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Urban,Female,705973,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Rural,Both,102284,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Rural,Male,55823,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Rural,Female,46461,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Unsettled,Both,18,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,25-29 Age Group,Unsettled,Male,18,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Total,Both,1230313,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Total,Male,623184,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Total,Female,607129,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Urban,Both,1147855,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Urban,Male,578398,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Urban,Female,569457,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Rural,Both,82431,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Rural,Male,44767,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Rural,Female,37664,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Unsettled,Both,27,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Unsettled,Male,19,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,30-34 Age Group,Unsettled,Female,8,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Total,Both,959978,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Total,Male,495964,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Total,Female,464014,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Urban,Both,885084,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Urban,Male,451753,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Urban,Female,433331,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Rural,Both,74870,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Rural,Male,44189,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Rural,Female,30681,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Unsettled,Both,24,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Unsettled,Male,22,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,35-39 Age Group,Unsettled,Female,2,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Total,Both,886315,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Total,Male,449937,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Total,Female,436378,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Urban,Both,826418,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Urban,Male,417058,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Urban,Female,409360,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Rural,Both,59886,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Rural,Male,32869,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Rural,Female,27017,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Unsettled,Both,11,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Unsettled,Male,10,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,40-44 Age Group,Unsettled,Female,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Total,Both,768283,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Total,Male,386162,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Total,Female,382121,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Urban,Both,722624,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Urban,Male,361488,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Urban,Female,361136,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Rural,Both,45650,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Rural,Male,24668,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Rural,Female,20982,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Unsettled,Both,9,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Unsettled,Male,6,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,45-49 Age Group,Unsettled,Female,3,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Total,Both,658402,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Total,Male,327863,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Total,Female,330539,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Urban,Both,620726,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Urban,Male,307265,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Urban,Female,313461,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Rural,Both,37667,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Rural,Male,20589,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Rural,Female,17078,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Unsettled,Both,9,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,50-54 Age Group,Unsettled,Male,9,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Total,Both,505266,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Total,Male,253044,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Total,Female,252222,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Urban,Both,480370,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Urban,Male,239779,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Urban,Female,240591,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Rural,Both,24890,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Rural,Male,13259,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Rural,Female,11631,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Unsettled,Both,6,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,55-59 Age Group,Unsettled,Male,6,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Total,Both,354143,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Total,Male,175994,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Total,Female,178149,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Urban,Both,337516,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Urban,Male,167603,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Urban,Female,169913,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Rural,Both,16626,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Rural,Male,8390,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Rural,Female,8236,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Unsettled,Both,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,60-64 Age Group,Unsettled,Male,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,65-69 Age Group,Total,Both,260431,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,65-69 Age Group,Total,Male,126846,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,65-69 Age Group,Total,Female,133585,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,65-69 Age Group,Urban,Both,248554,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,65-69 Age Group,Urban,Male,120927,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,65-69 Age Group,Urban,Female,127627,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,65-69 Age Group,Rural,Both,11877,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,65-69 Age Group,Rural,Male,5919,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,65-69 Age Group,Rural,Female,5958,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Total,Both,196717,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Total,Male,101540,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Total,Female,95177,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Urban,Both,186384,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Urban,Male,96386,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Urban,Female,89998,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Rural,Both,10332,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Rural,Male,5154,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Rural,Female,5178,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Unsettled,Both,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,70-74 Age Group,Unsettled,Female,1,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,75-79 Age Group,Total,Both,145452,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
Tehran,75-79 Age Group,Total,Male,74547,"SCI, 2011 National Population and Housing Census, provincial tables (Iran Data Portal mirror)",IRN
