sector_table,indicator_label_fa_source,year_sh,month_fa,month_western,value
"3-21-PMI – Wood, Paper, and Furniture Industries",Energy Consumption,1403,Dey1403,January2025,70.8
"3-21-PMI – Wood, Paper, and Furniture Industries",Energy Consumption,1403,Bahman1403,February2025,67.9
"3-21-PMI – Wood, Paper, and Furniture Industries",Energy Consumption,1403,Esfand1403,March2025,80.8
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Farvardin1403,April2024,33.3
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Ordibehesht1403,May2024,62.5
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Khordad1403,June2024,27.3
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Tir1403,July2024,33.3
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Mordad1403,August2024,40.9
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Shahrivar1403,September2024,50.0
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Mehr1403,October2024,66.7
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Aban1403,November2024,61.5
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Azar1403,December2024,57.7
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Dey1403,January2025,66.7
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Bahman1403,February2025,57.1
"3-21-PMI – Wood, Paper, and Furniture Industries",Quantity of Purchases,1403,Esfand1403,March2025,69.2
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Farvardin1403,April2024,87.5
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Ordibehesht1403,May2024,79.2
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Khordad1403,June2024,59.1
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Tir1403,July2024,58.3
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Mordad1403,August2024,72.7
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Shahrivar1403,September2024,62.5
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Mehr1403,October2024,70.0
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Aban1403,November2024,73.1
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Azar1403,December2024,57.7
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Dey1403,January2025,70.8
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Bahman1403,February2025,57.1
"3-21-PMI – Wood, Paper, and Furniture Industries",Business expectations,1403,Esfand1403,March2025,42.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Farvardin1403,April2024,33.4
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Ordibehesht1403,May2024,60.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Khordad1403,June2024,53.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Tir1403,July2024,45.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Mordad1403,August2024,42.8
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Shahrivar1403,September2024,44.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Mehr1403,October2024,56.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Aban1403,November2024,51.6
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Azar1403,December2024,42.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Dey1403,January2025,52.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Bahman1403,February2025,52.6
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Total PMI index,1403,Esfand1403,March2025,51.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Farvardin1403,April2024,20.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Ordibehesht1403,May2024,66.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Khordad1403,June2024,50.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Tir1403,July2024,41.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Mordad1403,August2024,37.5
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Shahrivar1403,September2024,44.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Mehr1403,October2024,62.5
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Aban1403,November2024,50.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Azar1403,December2024,42.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Dey1403,January2025,56.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Bahman1403,February2025,55.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output,1403,Esfand1403,March2025,48.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Farvardin1403,April2024,30.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Ordibehesht1403,May2024,64.8
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Khordad1403,June2024,61.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Tir1403,July2024,45.8
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Mordad1403,August2024,46.4
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Shahrivar1403,September2024,48.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Mehr1403,October2024,57.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Aban1403,November2024,55.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Azar1403,December2024,50.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Dey1403,January2025,55.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Bahman1403,February2025,61.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,New Orders,1403,Esfand1403,March2025,58.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Farvardin1403,April2024,38.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Ordibehesht1403,May2024,59.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Khordad1403,June2024,53.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Tir1403,July2024,54.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Mordad1403,August2024,46.4
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Shahrivar1403,September2024,44.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Mehr1403,October2024,53.6
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Aban1403,November2024,48.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Azar1403,December2024,36.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Dey1403,January2025,55.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Bahman1403,February2025,53.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Suppliers ‘Delivery Times,1403,Esfand1403,March2025,60.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Farvardin1403,April2024,40.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Ordibehesht1403,May2024,44.4
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Khordad1403,June2024,44.4
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Tir1403,July2024,43.8
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Mordad1403,August2024,39.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Shahrivar1403,September2024,34.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Mehr1403,October2024,51.8
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Aban1403,November2024,50.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Azar1403,December2024,42.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Dey1403,January2025,41.4
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Bahman1403,February2025,46.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Raw Materials Inventories,1403,Esfand1403,March2025,41.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Farvardin1403,April2024,48.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Ordibehesht1403,May2024,53.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Khordad1403,June2024,48.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Tir1403,July2024,41.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Mordad1403,August2024,42.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Shahrivar1403,September2024,44.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Mehr1403,October2024,50.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Aban1403,November2024,51.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Azar1403,December2024,38.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Dey1403,January2025,44.8
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Bahman1403,February2025,38.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Employment,1403,Esfand1403,March2025,44.6
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Farvardin1403,April2024,81.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Ordibehesht1403,May2024,70.4
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Khordad1403,June2024,63.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Tir1403,July2024,70.8
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Mordad1403,August2024,60.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Shahrivar1403,September2024,64.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Mehr1403,October2024,78.6
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Aban1403,November2024,74.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Azar1403,December2024,82.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Dey1403,January2025,87.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Bahman1403,February2025,91.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Input price,1403,Esfand1403,March2025,91.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Farvardin1403,April2024,46.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Ordibehesht1403,May2024,48.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Khordad1403,June2024,46.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Tir1403,July2024,41.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Mordad1403,August2024,37.5
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Shahrivar1403,September2024,38.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Mehr1403,October2024,44.6
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Aban1403,November2024,41.4
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Azar1403,December2024,40.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Dey1403,January2025,43.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Bahman1403,February2025,48.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Stocks of Finished Goods,1403,Esfand1403,March2025,37.5
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Farvardin1403,April2024,48.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Ordibehesht1403,May2024,48.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Khordad1403,June2024,53.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Tir1403,July2024,47.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Mordad1403,August2024,42.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Shahrivar1403,September2024,46.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Mehr1403,October2024,42.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Aban1403,November2024,50.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Azar1403,December2024,46.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Dey1403,January2025,51.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Bahman1403,February2025,48.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Export of goods,1403,Esfand1403,March2025,48.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Farvardin1403,April2024,56.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Ordibehesht1403,May2024,55.6
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Khordad1403,June2024,51.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Tir1403,July2024,54.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Mordad1403,August2024,50.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Shahrivar1403,September2024,54.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Mehr1403,October2024,57.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Aban1403,November2024,55.2
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Azar1403,December2024,60.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Dey1403,January2025,60.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Bahman1403,February2025,63.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Output Prices,1403,Esfand1403,March2025,67.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Farvardin1403,April2024,28.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Ordibehesht1403,May2024,59.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Khordad1403,June2024,50.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Tir1403,July2024,58.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Mordad1403,August2024,42.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Shahrivar1403,September2024,42.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Mehr1403,October2024,57.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Aban1403,November2024,53.4
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Azar1403,December2024,42.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Dey1403,January2025,51.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Bahman1403,February2025,53.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Energy Consumption,1403,Esfand1403,March2025,44.6
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Farvardin1403,April2024,21.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Ordibehesht1403,May2024,64.8
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Khordad1403,June2024,50.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Tir1403,July2024,39.6
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Mordad1403,August2024,42.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Shahrivar1403,September2024,40.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Mehr1403,October2024,57.1
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Aban1403,November2024,48.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Azar1403,December2024,46.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Dey1403,January2025,48.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Bahman1403,February2025,50.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Quantity of Purchases,1403,Esfand1403,March2025,60.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Farvardin1403,April2024,83.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Ordibehesht1403,May2024,59.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Khordad1403,June2024,63.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Tir1403,July2024,45.8
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Mordad1403,August2024,51.8
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Shahrivar1403,September2024,62.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Mehr1403,October2024,60.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Aban1403,November2024,48.3
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Azar1403,December2024,34.0
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Dey1403,January2025,56.9
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Bahman1403,February2025,46.7
3-22-PMI – Motor Vehicle and Transport Equipment Industries,Business expectations,1403,Esfand1403,March2025,28.6
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Farvardin1403,April2024,26.9
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Ordibehesht1403,May2024,68.2
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Khordad1403,June2024,47.2
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Tir1403,July2024,28.1
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Mordad1403,August2024,44.8
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Shahrivar1403,September2024,48.9
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Mehr1403,October2024,54.8
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Aban1403,November2024,51.0
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Azar1403,December2024,46.9
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Dey1403,January2025,52.3
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Bahman1403,February2025,40.5
3-23-PMI – Wearing Apparel and Leather Industries,Total PMI index,1403,Esfand1403,March2025,42.0
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Farvardin1403,April2024,5.6
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Ordibehesht1403,May2024,72.7
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Khordad1403,June2024,43.8
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Tir1403,July2024,20.8
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Mordad1403,August2024,40.0
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Shahrivar1403,September2024,46.9
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Mehr1403,October2024,60.7
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Aban1403,November2024,57.7
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Azar1403,December2024,54.2
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Dey1403,January2025,37.5
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Bahman1403,February2025,37.5
3-23-PMI – Wearing Apparel and Leather Industries,Output,1403,Esfand1403,March2025,36.7
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Farvardin1403,April2024,16.7
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Ordibehesht1403,May2024,72.7
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Khordad1403,June2024,37.5
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Tir1403,July2024,16.7
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Mordad1403,August2024,45.0
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Shahrivar1403,September2024,50.0
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Mehr1403,October2024,53.6
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Aban1403,November2024,46.2
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Azar1403,December2024,45.8
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Dey1403,January2025,54.2
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Bahman1403,February2025,34.4
3-23-PMI – Wearing Apparel and Leather Industries,New Orders,1403,Esfand1403,March2025,46.7
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Farvardin1403,April2024,55.6
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Ordibehesht1403,May2024,72.7
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Khordad1403,June2024,62.5
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Tir1403,July2024,33.3
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Mordad1403,August2024,55.0
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Shahrivar1403,September2024,50.0
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Mehr1403,October2024,57.1
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Aban1403,November2024,69.2
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Azar1403,December2024,41.7
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Dey1403,January2025,66.7
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Bahman1403,February2025,65.6
3-23-PMI – Wearing Apparel and Leather Industries,Suppliers ‘Delivery Times,1403,Esfand1403,March2025,50.0
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Farvardin1403,April2024,44.4
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Ordibehesht1403,May2024,45.5
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Khordad1403,June2024,43.8
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Tir1403,July2024,37.5
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Mordad1403,August2024,30.0
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Shahrivar1403,September2024,34.4
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Mehr1403,October2024,28.6
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Aban1403,November2024,30.8
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Azar1403,December2024,33.3
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Dey1403,January2025,50.0
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Bahman1403,February2025,34.4
3-23-PMI – Wearing Apparel and Leather Industries,Raw Materials Inventories,1403,Esfand1403,March2025,40.0
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Farvardin1403,April2024,38.9
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Ordibehesht1403,May2024,63.6
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Khordad1403,June2024,56.3
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Tir1403,July2024,45.8
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Mordad1403,August2024,50.0
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Shahrivar1403,September2024,56.3
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Mehr1403,October2024,60.7
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Aban1403,November2024,46.2
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Azar1403,December2024,50.0
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Dey1403,January2025,58.3
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Bahman1403,February2025,37.5
3-23-PMI – Wearing Apparel and Leather Industries,Employment,1403,Esfand1403,March2025,36.7
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Farvardin1403,April2024,77.8
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Ordibehesht1403,May2024,72.7
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Khordad1403,June2024,56.3
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Tir1403,July2024,62.5
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Mordad1403,August2024,60.0
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Shahrivar1403,September2024,65.6
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Mehr1403,October2024,82.1
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Aban1403,November2024,84.6
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Azar1403,December2024,95.8
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Dey1403,January2025,95.8
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Bahman1403,February2025,90.6
3-23-PMI – Wearing Apparel and Leather Industries,Input price,1403,Esfand1403,March2025,90.0
3-23-PMI – Wearing Apparel and Leather Industries,Stocks of Finished Goods,1403,Farvardin1403,April2024,50.0
