changed,rule,chart_id,primary_source,category,old_title,new_title
,keep,wdi__TM.VAL.AGRI.ZS,wdi,Trade (Imports),Agricultural raw materials imports (% of merchandise imports),Agricultural raw materials imports (% of merchandise imports)
,keep,wdi__TM.VAL.FOOD.ZS,wdi,Trade (Imports),Food imports (% of merchandise imports),Food imports (% of merchandise imports)
,keep,wdi__TM.VAL.FUEL.ZS,wdi,Trade (Imports),Fuel imports (% of merchandise imports),Fuel imports (% of merchandise imports)
,keep,wdi__TM.VAL.INSF.ZS,wdi,Trade (Imports),Insurance and financial services (% of commercial service imports),Insurance and financial services (% of commercial service imports)
,keep,wdi__TM.VAL.MANF.ZS,wdi,Trade (Imports),Manufactures imports (% of merchandise imports),Manufactures imports (% of merchandise imports)
,keep,wdi__TM.VAL.MMTL.ZS,wdi,Trade (Imports),Ores and metals imports (% of merchandise imports),Ores and metals imports (% of merchandise imports)
,keep,wdi__TM.VAL.MRCH.AL,wdi,Trade (Imports),Merchandise imports from economies in the Arab World (% of total merchandise imports),Merchandise imports from economies in the Arab World (% of total merchandise imports)
,keep,wdi__TM.VAL.MRCH.HI,wdi,Trade (Imports),Merchandise imports from high-income economies (% of total merchandise imports),Merchandise imports from high-income economies (% of total merchandise imports)
,keep,wdi__TM.VAL.MRCH.OR,wdi,Trade (Imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports),Merchandise imports from low- and middle-income economies outside region (% of total merchandise imports)
,keep,wdi__TM.VAL.MRCH.R1,wdi,Trade (Imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports)
,keep,wdi__TM.VAL.MRCH.R2,wdi,Trade (Imports),Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Europe & Central Asia (% of total merchandise imports)
,keep,wdi__TM.VAL.MRCH.R3,wdi,Trade (Imports),Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Latin America & the Caribbean (% of total merchandise imports)
,keep,wdi__TM.VAL.MRCH.R4,wdi,Trade (Imports),Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Middle East & North Africa (% of total merchandise imports)
,keep,wdi__TM.VAL.MRCH.R5,wdi,Trade (Imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports)
,keep,wdi__TM.VAL.MRCH.R6,wdi,Trade (Imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports),Merchandise imports from low- and middle-income economies in Sub-Saharan Africa (% of total merchandise imports)
,keep,wdi__TM.VAL.MRCH.RS,wdi,Trade (Imports),"Merchandise imports by the reporting economy, residual (% of total merchandise imports)","Merchandise imports by the reporting economy, residual (% of total merchandise imports)"
,keep,wdi__TM.VAL.MRCH.WR,wdi,Trade (Imports),Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),Merchandise imports from low- and middle-income economies within region (% of total merchandise imports)
,keep,wdi__TM.VAL.OTHR.ZS,wdi,Trade (Imports),"Computer, communications and other services (% of commercial service imports)","Computer, communications and other services (% of commercial service imports)"
,keep,wdi__TM.VAL.TRAN.ZS,wdi,Trade (Imports),Transport services (% of commercial service imports),Transport services (% of commercial service imports)
,keep,wdi__TM.VAL.TRVL.ZS,wdi,Trade (Imports),Travel services (% of commercial service imports),Travel services (% of commercial service imports)
,keep,wdi__TX.VAL.AGRI.ZS,wdi,Trade (Exports),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials exports (% of merchandise exports)
,keep,wdi__TX.VAL.FOOD.ZS,wdi,Trade (Exports),Food exports (% of merchandise exports),Food exports (% of merchandise exports)
,keep,wdi__TX.VAL.FUEL.ZS,wdi,Trade (Exports),Fuel exports (% of merchandise exports),Fuel exports (% of merchandise exports)
,keep,wdi__TX.VAL.ICTG.ZS,wdi,Trade (Exports),ICT goods exports (% of total goods exports),ICT goods exports (% of total goods exports)
,keep,wdi__TX.VAL.INSF.ZS,wdi,Trade (Exports),Insurance and financial services (% of commercial service exports),Insurance and financial services (% of commercial service exports)
,keep,wdi__TX.VAL.MANF.ZS,wdi,Trade (Exports),Manufactures exports (% of merchandise exports),Manufactures exports (% of merchandise exports)
,keep,wdi__TX.VAL.MMTL.ZS,wdi,Trade (Exports),Ores and metals exports (% of merchandise exports),Ores and metals exports (% of merchandise exports)
,keep,wdi__TX.VAL.MRCH.AL,wdi,Trade (Exports),Merchandise exports to economies in the Arab World (% of total merchandise exports),Merchandise exports to economies in the Arab World (% of total merchandise exports)
,keep,wdi__TX.VAL.MRCH.HI,wdi,Trade (Exports),Merchandise exports to high-income economies (% of total merchandise exports),Merchandise exports to high-income economies (% of total merchandise exports)
,keep,wdi__TX.VAL.MRCH.OR,wdi,Trade (Exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports),Merchandise exports to low- and middle-income economies outside region (% of total merchandise exports)
,keep,wdi__TX.VAL.MRCH.R1,wdi,Trade (Exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports),Merchandise exports to low- and middle-income economies in East Asia & Pacific (% of total merchandise exports)
,keep,wdi__TX.VAL.MRCH.R2,wdi,Trade (Exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Europe & Central Asia (% of total merchandise exports)
,keep,wdi__TX.VAL.MRCH.R3,wdi,Trade (Exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Latin America & the Caribbean (% of total merchandise exports)
,keep,wdi__TX.VAL.MRCH.R4,wdi,Trade (Exports),Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Middle East & North Africa (% of total merchandise exports)
,keep,wdi__TX.VAL.MRCH.R5,wdi,Trade (Exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports),Merchandise exports to low- and middle-income economies in South Asia (% of total merchandise exports)
,keep,wdi__TX.VAL.MRCH.R6,wdi,Trade (Exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports),Merchandise exports to low- and middle-income economies in Sub-Saharan Africa (% of total merchandise exports)
,keep,wdi__TX.VAL.MRCH.RS,wdi,Trade (Exports),"Merchandise exports by the reporting economy, residual (% of total merchandise exports)","Merchandise exports by the reporting economy, residual (% of total merchandise exports)"
,keep,wdi__TX.VAL.MRCH.WR,wdi,Trade (Exports),Merchandise exports to low- and middle-income economies within region (% of total merchandise exports),Merchandise exports to low- and middle-income economies within region (% of total merchandise exports)
,keep,wdi__TX.VAL.OTHR.ZS,wdi,Trade (Exports),"Computer, communications and other services (% of commercial service exports)","Computer, communications and other services (% of commercial service exports)"
,keep,wdi__TX.VAL.TECH.MF,wdi,Trade (Exports),High-technology exports (% of manufactured exports),High-technology exports (% of manufactured exports)
,keep,wdi__TX.VAL.TRAN.ZS,wdi,Trade (Exports),Transport services (% of commercial service exports),Transport services (% of commercial service exports)
,keep,wdi__TX.VAL.TRVL.ZS,wdi,Trade (Exports),Travel services (% of commercial service exports),Travel services (% of commercial service exports)
,keep,wdi__VC.BTL,wdi,Conflict & Violence,Battle-related deaths (number of people),Battle-related deaths (number of people)
,keep,wdi__VC.IDP,wdi,Conflict & Violence,"Internally displaced persons, new displacement associated with disasters (number of cases)","Internally displaced persons, new displacement associated with disasters (number of cases)"
,keep,wdi__VC.IHR.PSRC.FE,wdi,Conflict & Violence,"Intentional homicides, female (per 100,000 female)","Intentional homicides, female (per 100,000 female)"
,keep,wdi__VC.IHR.PSRC.MA,wdi,Conflict & Violence,"Intentional homicides, male (per 100,000 male)","Intentional homicides, male (per 100,000 male)"
,keep,wdi__per_allsp.adq_pop_tot,wdi,Social Protection,Adequacy of social protection and labor programs (% of total welfare of beneficiary households),Adequacy of social protection and labor programs (% of total welfare of beneficiary households)
,keep,wdi__per_allsp.ben_q1_tot,wdi,Social Protection,Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits),Benefit incidence of social protection and labor programs to poorest quintile (% of total SPL benefits)
,keep,wdi__per_allsp.cov_pop_tot,wdi,Social Protection,Coverage of social protection and labor programs (% of population),Coverage of social protection and labor programs (% of population)
,keep,wdi__per_sa_allsa.adq_pop_tot,wdi,Social Protection,Adequacy of social safety net programs (% of total welfare of beneficiary households),Adequacy of social safety net programs (% of total welfare of beneficiary households)
,keep,wdi__per_sa_allsa.ben_q1_tot,wdi,Social Protection,Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits),Benefit incidence of social safety net programs to poorest quintile (% of total safety net benefits)
,keep,wdi__per_sa_allsa.cov_pop_tot,wdi,Social Protection,Coverage of social safety net programs (% of population),Coverage of social safety net programs (% of population)
,keep,wdi__per_sa_allsa.cov_q1_tot,wdi,Social Protection,Coverage of social safety net programs in poorest quintile (% of population),Coverage of social safety net programs in poorest quintile (% of population)
,keep,wdi__per_sa_allsa.cov_q2_tot,wdi,Social Protection,Coverage of social safety net programs in 2nd quintile (% of population),Coverage of social safety net programs in 2nd quintile (% of population)
,keep,wdi__per_sa_allsa.cov_q3_tot,wdi,Social Protection,Coverage of social safety net programs in 3rd quintile (% of population),Coverage of social safety net programs in 3rd quintile (% of population)
,keep,wdi__per_sa_allsa.cov_q4_tot,wdi,Social Protection,Coverage of social safety net programs in 4th quintile (% of population),Coverage of social safety net programs in 4th quintile (% of population)
,keep,wdi__per_sa_allsa.cov_q5_tot,wdi,Social Protection,Coverage of social safety net programs in richest quintile (% of population),Coverage of social safety net programs in richest quintile (% of population)
,keep,weo__export_volume_growth,imf-weo,Trade,Export Volume Growth,Export Volume Growth
,keep,weo__gdp_fiscal_year,imf-weo,Macro / National Accounts,"GDP, Fiscal-Year Basis","GDP, Fiscal-Year Basis"
,keep,weo__gdp_pcap_ppp_constant,imf-weo,Macro / National Accounts,"GDP per Capita, Constant-Price PPP","GDP per Capita, Constant-Price PPP"
,keep,weo__import_volume_growth,imf-weo,Trade,Import Volume Growth,Import Volume Growth
,keep,weo__net_govt_debt,imf-weo,Government Finance,Government Net Debt (assets netted),Government Net Debt (assets netted)
,keep,weo__ppp_share_world_gdp,imf-weo,Macro / National Accounts,Iran's Share of World GDP (PPP),Iran's Share of World GDP (PPP)
,keep,weo__primary_balance,imf-weo,Government Finance,Government Primary Balance (excl. interest),Government Primary Balance (excl. interest)
,keep,white_revolution__corps_stats_bundle_1963_1978,iran-white-revolution-corps:wikipedia-white-revolution-corps-stats,Social Programs & Rural Development,White Revolution Corps Statistics Bundle (1963-1978),White Revolution Corps Statistics Bundle (1963-1978)
,keep,white_revolution__extension_corps_stats_1964_1965,iran-white-revolution-corps:gfras-extension-development-corps,Social Programs & Rural Development,"Extension & Development Corps (Sepah-e Tarvij), Service Structure & Fertilizer Adoption","Extension & Development Corps (Sepah-e Tarvij), Service Structure & Fertilizer Adoption"
,keep,white_revolution__literacy_corps_program_totals_1963_1979,iran-white-revolution-corps:iranica-literacy-corps,Education,"Literacy Corps (Sepah-e Danesh), Cumulative Program Totals (1963-1979)","Literacy Corps (Sepah-e Danesh), Cumulative Program Totals (1963-1979)"
,keep,wid__avg_national_income,wid-world,Inequality & Wealth,Average National Income per Adult,Average National Income per Adult
,keep,wid__income_share_top1,wid-world,Inequality & Wealth,"Pre-Tax Income Share, Top 1%","Pre-Tax Income Share, Top 1%"
,keep,wid__income_share_top10,wid-world,Inequality & Wealth,"Pre-Tax Income Share, Top 10%","Pre-Tax Income Share, Top 10%"
,keep,wid__wealth_share_top1,wid-world,Inequality & Wealth,"Net Wealth Share, Top 1%","Net Wealth Share, Top 1%"
,keep,wid__wealth_share_top10,wid-world,Inequality & Wealth,"Net Wealth Share, Top 10%","Net Wealth Share, Top 10%"
,keep(collision),"faostat__Hen eggs in shell, fresh__production__laying",faostat-qcl,Agriculture Production,"Hen eggs in shell, fresh, laying (1000 An)","Hen eggs in shell, fresh, laying (1000 An)"
,keep(collision),"faostat__Hen eggs in shell, fresh__production__production_1000_no",faostat-qcl,Agriculture Production,"Hen eggs in shell, fresh, production (1000 count)","Hen eggs in shell, fresh, production (1000 count)"
,keep(collision),"faostat__Hen eggs in shell, fresh__production__production_t",faostat-qcl,Agriculture Production,"Hen eggs in shell, fresh, production (t)","Hen eggs in shell, fresh, production (t)"
,keep(collision),"faostat__Hen eggs in shell, fresh__production__yield",faostat-qcl,Agriculture Production,"Hen eggs in shell, fresh, yield (No/An)","Hen eggs in shell, fresh, yield (No/An)"
,keep(collision),"faostat__Hen eggs in shell, fresh__production__yield_carcass_weight",faostat-qcl,Agriculture Production,"Hen eggs in shell, fresh, yield/carcass weight (g/An)","Hen eggs in shell, fresh, yield/carcass weight (g/An)"
,keep(collision),wdi__EN.GHG.ALL.MT.CE,wdi,Environment,Total greenhouse gas emissions excluding LULUCF (Mt CO2e),Total greenhouse gas emissions excluding LULUCF (Mt CO2e)
,keep(collision),wdi__EN.GHG.CH4.MT.CE,wdi,Environment,Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e),Methane (CH4) emissions (total) excluding LULUCF (Mt CO2e)
,keep(collision),wdi__EN.GHG.CH4.ZG,wdi,Environment,Methane (CH4) emissions (total) excluding LULUCF (% change from 1990),Methane (CH4) emissions (total) excluding LULUCF (% change from 1990)
,keep(collision),wdi__EN.GHG.CO2.MT.CE,wdi,Environment,Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e),Carbon dioxide (CO2) emissions (total) excluding LULUCF (Mt CO2e)
,keep(collision),wdi__EN.GHG.CO2.ZG,wdi,Environment,Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990),Carbon dioxide (CO2) emissions (total) excluding LULUCF (% change from 1990)
,keep(collision),wdi__EN.GHG.N2O.MT.CE,wdi,Environment,Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e),Nitrous oxide (N2O) emissions (total) excluding LULUCF (Mt CO2e)
,keep(collision),wdi__EN.GHG.N2O.ZG,wdi,Environment,Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990),Nitrous oxide (N2O) emissions (total) excluding LULUCF (% change from 1990)
,keep(collision),wdi__EN.GHG.TOT.ZG,wdi,Environment,Total greenhouse gas emissions excluding LULUCF (% change from 1990),Total greenhouse gas emissions excluding LULUCF (% change from 1990)
,keep(collision),wdi__IT.CEL.SETS,wdi,Infrastructure & Technology,Mobile cellular subscriptions (per 100 people),Mobile cellular subscriptions (per 100 people)
,keep(collision),wdi__IT.MLT.MAIN,wdi,Infrastructure & Technology,Fixed telephone subscriptions (per 100 people),Fixed telephone subscriptions (per 100 people)
,keep(collision),wdi__IT.NET.SECR,wdi,Infrastructure & Technology,Secure Internet servers (per 1 million people),Secure Internet servers (per 1 million people)
,keep(collision),wdi__NY.ADJ.NNTY,wdi,Macro / National Accounts,Adjusted net national income (current US$),Adjusted net national income (current US$)
,keep(collision),wdi__NY.ADJ.NNTY.KD,wdi,Macro / National Accounts,Adjusted net national income (annual % growth),Adjusted net national income (annual % growth)
,keep(collision),wdi__NY.ADJ.NNTY.PC,wdi,Macro / National Accounts,Adjusted net national income per capita (current US$),Adjusted net national income per capita (current US$)
,keep(collision),wdi__NY.ADJ.NNTY.PC.KD,wdi,Macro / National Accounts,Adjusted net national income per capita (annual % growth),Adjusted net national income per capita (annual % growth)
,keep(collision),wdi__SE.PRM.ENRR,wdi,Education,"School enrollment, primary, by sex (% gross)","School enrollment, primary, by sex (% gross)"
,keep(collision),wdi__SE.PRM.NENR,wdi,Education,"School enrollment, primary, by sex (% net)","School enrollment, primary, by sex (% net)"
,keep(collision),wdi__SE.SEC.ENRR,wdi,Education,"School enrollment, secondary, by sex (% gross)","School enrollment, secondary, by sex (% gross)"
,keep(collision),wdi__SE.SEC.NENR,wdi,Education,"School enrollment, secondary, by sex (% net)","School enrollment, secondary, by sex (% net)"
Y,override,fx__official_vs_parallel_gap_irn,wdi (PA.NUS.FCRF) + IMF IFS historical (1937-1949) for official; Bahmani-Oskooee (2005) monthly series (1979-2003) + secondary-compiled annual anchors (2004-2010) + TGJU daily data (2011-2026) for parallel,Exchange Rates,Official vs. Parallel (Black-Market) USD Exchange Rate & the Gap,U.S. Dollar Exchange Rate
Y,strip-unit,proposed__external_debt_net_flows_by_creditor_type,wdi,External Debt,"External debt net flows, by creditor type (current US$)","External debt net flows, by creditor type"
Y,strip-unit,proposed__net_official_flows_un_agencies,wdi,Aid & Development Finance,"Net official flows from UN agencies, by agency (current US$)","Net official flows from UN agencies, by agency"
Y,strip-unit,wdi__AG.LND.AGRI,wdi,Agriculture & Rural Development,Agricultural land (sq. km),Agricultural land
Y,strip-unit,wdi__AG.LND.EL5M.RU,wdi,Agriculture & Rural Development,Rural land area where elevation is below 5 meters (sq. km),Rural land area where elevation is below 5 meters
Y,strip-unit,wdi__AG.LND.EL5M.UR,wdi,Agriculture & Rural Development,Urban land area where elevation is below 5 meters (sq. km),Urban land area where elevation is below 5 meters
Y,strip-unit,wdi__AG.LND.FRST,wdi,Agriculture & Rural Development,Forest area (sq. km),Forest area
Y,strip-unit,wdi__AG.LND.TOTL,wdi,Agriculture & Rural Development,Land area (sq. km),Land area
Y,strip-unit,wdi__AG.LND.TOTL.RU,wdi,Agriculture & Rural Development,Rural land area (sq. km),Rural land area
Y,strip-unit,wdi__AG.LND.TOTL.UR,wdi,Agriculture & Rural Development,Urban land area (sq. km),Urban land area
Y,strip-unit,wdi__AG.PRD.CREL,wdi,Agriculture & Rural Development,Cereal production (metric tons),Cereal production
Y,strip-unit,wdi__AG.SRF.TOTL,wdi,Agriculture & Rural Development,Surface area (sq. km),Surface area
Y,strip-unit,wdi__AG.YLD.CREL,wdi,Agriculture & Rural Development,Cereal yield (kg per hectare),Cereal yield
Y,strip-unit,wdi__BM.GSR.FCTY,wdi,Balance of Payments (Payments),"Primary income payments (BoP, current US$)",Primary income payments
Y,strip-unit,wdi__BM.GSR.GNFS,wdi,Balance of Payments (Payments),"Imports of goods and services (BoP, current US$)",Imports of goods and services
Y,strip-unit,wdi__BM.GSR.MRCH,wdi,Balance of Payments (Payments),"Goods imports (BoP, current US$)",Goods imports
Y,strip-unit,wdi__BM.GSR.NFSV,wdi,Balance of Payments (Payments),"Service imports (BoP, current US$)",Service imports
Y,strip-unit,wdi__BM.GSR.TOTL,wdi,Balance of Payments (Payments),"Imports of goods, services and primary income (BoP, current US$)","Imports of goods, services and primary income"
Y,strip-unit,wdi__BM.KLT.DINV.CD,wdi,Balance of Payments (Payments),"Foreign direct investment, net outflows (BoP, current US$)","Foreign direct investment, net outflows"
Y,strip-unit,wdi__BM.TRF.PRVT,wdi,Balance of Payments (Payments),"Secondary income, other sectors, payments (BoP, current US$)","Secondary income, other sectors, payments"
Y,strip-unit,wdi__BN.CAB.XOKA,wdi,Balance of Payments (Net),"Current account balance (BoP, current US$)",Current account balance
Y,strip-unit,wdi__BN.FIN.TOTL,wdi,Balance of Payments (Net),"Net financial account (BoP, current US$)",Net financial account
Y,strip-unit,wdi__BN.GSR.FCTY,wdi,Balance of Payments (Net),"Net primary income (BoP, current US$)",Net primary income
Y,strip-unit,wdi__BN.GSR.GNFS,wdi,Balance of Payments (Net),"Net trade in goods and services (BoP, current US$)",Net trade in goods and services
Y,strip-unit,wdi__BN.GSR.MRCH,wdi,Balance of Payments (Net),"Net trade in goods (BoP, current US$)",Net trade in goods
Y,strip-unit,wdi__BN.KAC.EOMS,wdi,Balance of Payments (Net),"Net errors and omissions (BoP, current US$)",Net errors and omissions
Y,strip-unit,wdi__BN.KLT.DINV,wdi,Balance of Payments (Net),"Foreign direct investment, net (BoP, current US$)","Foreign direct investment, net"
Y,strip-unit,wdi__BN.RES.INCL,wdi,Balance of Payments (Net),"Reserves and related items (BoP, current US$)",Reserves and related items
Y,strip-unit,wdi__BN.TRF.CURR,wdi,Balance of Payments (Net),"Net secondary income (BoP, current US$)",Net secondary income
Y,strip-unit,wdi__BX.GRT.EXTA.CD,wdi,Balance of Payments (Receipts),"Grants, excluding technical cooperation (BoP, current US$)","Grants, excluding technical cooperation"
Y,strip-unit,wdi__BX.GRT.TECH.CD,wdi,Balance of Payments (Receipts),"Technical cooperation grants (BoP, current US$)",Technical cooperation grants
Y,strip-unit,wdi__BX.GSR.FCTY,wdi,Balance of Payments (Receipts),"Primary income receipts (BoP, current US$)",Primary income receipts
Y,strip-unit,wdi__BX.GSR.GNFS,wdi,Balance of Payments (Receipts),"Exports of goods and services (BoP, current US$)",Exports of goods and services
Y,strip-unit,wdi__BX.GSR.MRCH,wdi,Balance of Payments (Receipts),"Goods exports (BoP, current US$)",Goods exports
Y,strip-unit,wdi__BX.GSR.NFSV,wdi,Balance of Payments (Receipts),"Service exports (BoP, current US$)",Service exports
Y,strip-unit,wdi__BX.GSR.TOTL,wdi,Balance of Payments (Receipts),"Exports of goods, services and primary income (BoP, current US$)","Exports of goods, services and primary income"
Y,strip-unit,wdi__BX.KLT.DINV.CD,wdi,Balance of Payments (Receipts),"Foreign direct investment, net inflows (BoP, current US$)","Foreign direct investment, net inflows"
Y,strip-unit,wdi__BX.TRF.CURR,wdi,Balance of Payments (Receipts),"Secondary income receipts (BoP, current US$)",Secondary income receipts
Y,strip-unit,wdi__BX.TRF.PWKR.CD,wdi,Balance of Payments (Receipts),"Personal remittances, received (current US$)","Personal remittances, received"
Y,strip-unit,wdi__CM.MKT,wdi,Capital Markets,"Stocks traded, turnover ratio of domestic shares (%)","Stocks traded, turnover ratio of domestic shares"
Y,strip-unit,wdi__CM.MKT.LCAP,wdi,Capital Markets,Market capitalization of listed domestic companies (current US$),Market capitalization of listed domestic companies
Y,strip-unit,wdi__CM.MKT.TRAD,wdi,Capital Markets,"Stocks traded, total value (current US$)","Stocks traded, total value"
Y,strip-unit,wdi__DC.DAC.TOTL,wdi,Aid & Development Finance,"Net bilateral aid flows from DAC donors, Total (current US$)","Net bilateral aid flows from DAC donors, Total"
Y,strip-unit,wdi__DT.DOD.DECT,wdi,External Debt,"External debt stocks, total (DOD, current US$)","External debt stocks, total"
Y,strip-unit,wdi__DT.DOD.DIMF,wdi,External Debt,"Use of IMF credit (DOD, current US$)",Use of IMF credit
Y,strip-unit,wdi__DT.DOD.DLXF,wdi,External Debt,"External debt stocks, long-term (DOD, current US$)","External debt stocks, long-term"
Y,strip-unit,wdi__DT.DOD.DPNG,wdi,External Debt,"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)","External debt stocks, private nonguaranteed (PNG)"
Y,strip-unit,wdi__DT.DOD.DPPG,wdi,External Debt,"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)","External debt stocks, public and publicly guaranteed (PPG)"
Y,strip-unit,wdi__DT.DOD.MIBR,wdi,External Debt,"PPG, IBRD (DOD, current US$)","PPG, IBRD"
Y,strip-unit,wdi__DT.DOD.MWBG,wdi,External Debt,"IBRD loans and IDA credits (DOD, current US$)",IBRD loans and IDA credits
Y,strip-unit,wdi__DT.DOD.PVLX,wdi,External Debt,Present value of external debt (current US$),Present value of external debt
Y,strip-unit,wdi__DT.ODA.ALLD,wdi,External Debt,Net official development assistance and official aid received (current US$),Net official development assistance and official aid received
Y,strip-unit,wdi__DT.ODA.ODAT,wdi,External Debt,Net official development assistance received (current US$),Net official development assistance received
Y,strip-unit,wdi__DT.ODA.ODAT.PC,wdi,External Debt,Net ODA received per capita (current US$),Net ODA received per capita
Y,strip-unit,wdi__DT.TDS.DECT,wdi,External Debt,"Debt service on external debt, total (TDS, current US$)","Debt service on external debt, total"
Y,strip-unit,wdi__DT.TDS.DIMF,wdi,External Debt,"IMF repurchases and charges (TDS, current US$)",IMF repurchases and charges
Y,strip-unit,wdi__DT.TDS.DPPG,wdi,External Debt,"Debt service on external debt, public and publicly guaranteed (PPG) (TDS, current US$)","Debt service on external debt, public and publicly guaranteed (PPG)"
Y,strip-unit,wdi__DT.TDS.MLAT,wdi,External Debt,"Multilateral debt service (TDS, current US$)",Multilateral debt service
Y,strip-unit,wdi__EG.ELC.RNWX,wdi,Energy,"Electricity production from renewable sources, excluding hydroelectric (kWh)","Electricity production from renewable sources, excluding hydroelectric"
Y,strip-unit,wdi__EN.GHG.ALL.LU.MT.CE,wdi,Environment,Total greenhouse gas emissions including LULUCF (Mt CO2e),Total greenhouse gas emissions including LULUCF
Y,strip-unit,wdi__EN.GHG.CH4.AG.MT.CE,wdi,Environment,Methane (CH4) emissions from Agriculture (Mt CO2e),Methane (CH4) emissions from Agriculture
Y,strip-unit,wdi__EN.GHG.CH4.BU.MT.CE,wdi,Environment,Methane (CH4) emissions from Building (Energy) (Mt CO2e),Methane (CH4) emissions from Building (Energy)
Y,strip-unit,wdi__EN.GHG.CH4.FE.MT.CE,wdi,Environment,Methane (CH4) emissions from Fugitive Emissions (Energy) (Mt CO2e),Methane (CH4) emissions from Fugitive Emissions (Energy)
Y,strip-unit,wdi__EN.GHG.CH4.IC.MT.CE,wdi,Environment,Methane (CH4) emissions from Industrial Combustion (Energy) (Mt CO2e),Methane (CH4) emissions from Industrial Combustion (Energy)
Y,strip-unit,wdi__EN.GHG.CH4.IP.MT.CE,wdi,Environment,Methane (CH4) emissions from Industrial Processes (Mt CO2e),Methane (CH4) emissions from Industrial Processes
Y,strip-unit,wdi__EN.GHG.CH4.PI.MT.CE,wdi,Environment,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),Methane (CH4) emissions from Power Industry (Energy)
Y,strip-unit,wdi__EN.GHG.CH4.TR.MT.CE,wdi,Environment,Methane (CH4) emissions from Transport (Energy) (Mt CO2e),Methane (CH4) emissions from Transport (Energy)
Y,strip-unit,wdi__EN.GHG.CH4.WA.MT.CE,wdi,Environment,Methane (CH4) emissions from Waste (Mt CO2e),Methane (CH4) emissions from Waste
Y,strip-unit,wdi__EN.GHG.CO2.AG.MT.CE,wdi,Environment,Carbon dioxide (CO2) emissions from Agriculture (Mt CO2e),Carbon dioxide (CO2) emissions from Agriculture
Y,strip-unit,wdi__EN.GHG.CO2.BU.MT.CE,wdi,Environment,Carbon dioxide (CO2) emissions from Building (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Building (Energy)
Y,strip-unit,wdi__EN.GHG.CO2.FE.MT.CE,wdi,Environment,Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Fugitive Emissions (Energy)
Y,strip-unit,wdi__EN.GHG.CO2.IC.MT.CE,wdi,Environment,Carbon dioxide (CO2) emissions from Industrial Combustion (Energy) (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Combustion (Energy)
Y,strip-unit,wdi__EN.GHG.CO2.IP.MT.CE,wdi,Environment,Carbon dioxide (CO2) emissions from Industrial Processes (Mt CO2e),Carbon dioxide (CO2) emissions from Industrial Processes
Y,strip-unit,wdi__EN.GHG.CO2.LU.DF.MT.CE,wdi,Environment,Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Deforestation
Y,strip-unit,wdi__EN.GHG.CO2.LU.FL.MT.CE,wdi,Environment,Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Forest Land
Y,strip-unit,wdi__EN.GHG.CO2.LU.MT.CE,wdi,Environment,Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires (Mt CO2e),Carbon dioxide (CO2) net fluxes from LULUCF - Total excluding non-tropical fires
