chart_id,title,category,primary_source,verdict,flags,n_variants,n_countries,iran_points,iran_nonzero,iran_span,iran_distinct,iran_ymin,iran_ymax,best_variant
wdi__SH.DTH.OCVD,"Cause of death, by other COVID-19 pandemic-related outcomes (% of total)",Health,wdi,THIN,SPARSE|SHORT|FLAT,1,11,6,2,2,2,2020,2021,"Cause of death, by other COVID-19 pandemic-related outcomes (% of total)"
wdi__SH.DYN,"Mortality rate, under-5",Health,wdi,OK,,6,11,230,54,54,54,1971,2024,"Mortality rate, under-5 (per 1,000 live births)"
wdi__SH.DYN.AIDS.FE,Women's share of population ages 15+ living with HIV,Health,wdi,OK,,1,11,35,35,35,35,1990,2024,Women's share of population ages 15+ living with HIV (%)
wdi__SH.DYN.MORT,"Mortality rate, under-5, by sex",Health,wdi,OK,,2,11,108,54,54,54,1971,2024,"Mortality rate, under-5, female (per 1,000 live births)"
wdi__SH.DYN.NCOM,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70",Health,wdi,OK,,1,11,22,22,22,16,2000,2021,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70 (%)"
wdi__SH.DYN.NCOM.MA,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male",Health,wdi,OK,,1,11,22,22,22,18,2000,2021,"Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male (%)"
wdi__SH.H2O.BASW,People using at least basic drinking water services (% of population),Health,wdi,OK,,1,11,25,25,25,25,2000,2024,People using at least basic drinking water services (% of population)
wdi__SH.H2O.BASW.RU,"People using at least basic drinking water services, rural (% of rural population)",Health,wdi,OK,,1,8,25,25,25,25,2000,2024,"People using at least basic drinking water services, rural (% of rural population)"
wdi__SH.H2O.BASW.UR,"People using at least basic drinking water services, urban (% of urban population)",Health,wdi,OK,,1,8,25,25,25,25,2000,2024,"People using at least basic drinking water services, urban (% of urban population)"
wdi__SH.H2O.SMDW,People using safely managed drinking water services (% of population),Health,wdi,OK,,1,7,25,25,25,25,2000,2024,People using safely managed drinking water services (% of population)
wdi__SH.H2O.SMDW.RU,"People using safely managed drinking water services, rural (% of rural population)",Health,wdi,OK,,1,3,25,25,25,25,2000,2024,"People using safely managed drinking water services, rural (% of rural population)"
wdi__SH.H2O.SMDW.UR,"People using safely managed drinking water services, urban (% of urban population)",Health,wdi,OK,,1,4,25,25,25,25,2000,2024,"People using safely managed drinking water services, urban (% of urban population)"
wdi__SH.IMM,"Immunization, HepB3 (% of one-year-old children)",Health,wdi,OK,,3,11,121,45,45,15,1980,2024,"Immunization, measles (% of children ages 12-23 months)"
wdi__SH.MED.BEDS,Hospital beds,Health,wdi,OK,,1,11,27,27,60,24,1960,2019,"Hospital beds (per 1,000 people)"
wdi__SH.MED.CMHW,Community health workers,Health,wdi,THIN,SPARSE|SHORT|FLAT,1,3,1,1,1,1,2004,2004,"Community health workers (per 1,000 people)"
wdi__SH.MED.NUMW,Nurses and midwives,Health,wdi,OK,,1,11,9,9,20,9,2004,2023,"Nurses and midwives (per 1,000 people)"
wdi__SH.MED.PHYS,Physicians,Health,wdi,OK,,1,11,18,18,64,17,1960,2023,"Physicians (per 1,000 people)"
wdi__SH.MED.SAOP,Specialist surgical workforce,Health,wdi,THIN,SPARSE|SHORT|FLAT,1,10,1,1,1,1,2014,2014,"Specialist surgical workforce (per 100,000 population)"
wdi__SH.MLR.INCD,Incidence of malaria,Health,wdi,OK,,1,7,25,21,25,21,2000,2024,"Incidence of malaria (per 1,000 population at risk)"
wdi__SH.MMR,Number of maternal deaths,Health,wdi,OK,,2,11,78,39,39,39,1985,2023,Lifetime risk of maternal death (1 in: rate varies by country)
wdi__SH.MMR.RISK,Lifetime risk of maternal death,Health,wdi,OK,,1,11,39,39,39,39,1985,2023,Lifetime risk of maternal death (%)
wdi__SH.PRG,Prevalence of anemia among pregnant women,Health,wdi,OK,,1,11,24,24,24,22,2000,2023,Prevalence of anemia among pregnant women (%)
wdi__SH.PRV,Prevalence of current tobacco use (% of adults),Health,wdi,OK,,1,10,9,9,25,9,2000,2024,Prevalence of current tobacco use (% of adults)
wdi__SH.PRV.SMOK,"Prevalence of current tobacco use, by sex (% of adults)",Health,wdi,OK,,2,10,18,9,25,9,2000,2024,"Prevalence of current tobacco use, males (% of male adults)"
wdi__SH.SGR.CRSK,Risk of catastrophic expenditure for surgical care (% of people at risk),Health,wdi,OK,,1,9,20,20,20,20,2003,2022,Risk of catastrophic expenditure for surgical care (% of people at risk)
wdi__SH.SGR.IRSK,Risk of impoverishing expenditure for surgical care (% of people at risk),Health,wdi,OK,,1,9,20,20,20,19,2003,2022,Risk of impoverishing expenditure for surgical care (% of people at risk)
wdi__SH.SGR.PROC,Number of surgical procedures,Health,wdi,THIN,SPARSE|SHORT|FLAT,1,8,1,1,1,1,2010,2010,"Number of surgical procedures (per 100,000 population)"
wdi__SH.STA,Diarrhea treatment (% of children under 5 who received ORS packet),Health,wdi,OK,,2,11,45,39,39,37,1985,2023,"Maternal mortality ratio (modeled estimate, per 100,000 live births)"
wdi__SH.STA.AIRP,"Mortality rate attributed to household and ambient air pollution, age-standardized",Health,wdi,THIN,SPARSE|SHORT|FLAT,1,11,1,1,1,1,2019,2019,"Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)"
wdi__SH.STA.AIRP.FE,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)",Health,wdi,THIN,SPARSE|SHORT|FLAT,1,11,1,1,1,1,2019,2019,"Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)"
wdi__SH.STA.AIRP.MA,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)",Health,wdi,THIN,SPARSE|SHORT|FLAT,1,11,1,1,1,1,2019,2019,"Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)"
wdi__SH.STA.ANVC,Pregnant women receiving prenatal care,Health,wdi,THIN,SPARSE,1,7,3,3,14,3,1997,2010,Pregnant women receiving prenatal care (%)
wdi__SH.STA.ARIC,ARI treatment (% of children under 5 taken to a health provider),Health,wdi,THIN,SPARSE|FLAT,1,5,2,2,11,2,2000,2010,ARI treatment (% of children under 5 taken to a health provider)
wdi__SH.STA.BASS,People using at least basic sanitation services (% of population),Health,wdi,OK,,1,11,25,25,25,25,2000,2024,People using at least basic sanitation services (% of population)
wdi__SH.STA.BASS.RU,"People using at least basic sanitation services, rural (% of rural population)",Health,wdi,OK,,1,9,25,25,25,21,2000,2024,"People using at least basic sanitation services, rural (% of rural population)"
wdi__SH.STA.BASS.UR,"People using at least basic sanitation services, urban (% of urban population)",Health,wdi,OK,,1,9,25,25,25,19,2000,2024,"People using at least basic sanitation services, urban (% of urban population)"
wdi__SH.STA.BFED,Exclusive breastfeeding (% of children under 6 months),Health,wdi,THIN,SPARSE,1,7,3,3,12,3,2000,2011,Exclusive breastfeeding (% of children under 6 months)
wdi__SH.STA.BRTC,Births attended by skilled health staff (% of total),Health,wdi,OK,,1,11,9,9,18,8,1997,2014,Births attended by skilled health staff (% of total)
wdi__SH.STA.DIAB,Diabetes prevalence (% of population ages 20 to 79),Health,wdi,THIN,SPARSE|FLAT,1,11,2,2,14,2,2011,2024,Diabetes prevalence (% of population ages 20 to 79)
wdi__SH.STA.MALN,"Prevalence of underweight, weight for age (% of children under 5)",Health,wdi,THIN,SPARSE,1,8,5,5,23,5,1995,2017,"Prevalence of underweight, weight for age (% of children under 5)"
wdi__SH.STA.MALN.FE,"Prevalence of underweight, weight for age, female (% of children under 5)",Health,wdi,THIN,SPARSE|FLAT,1,7,2,2,8,2,2010,2017,"Prevalence of underweight, weight for age, female (% of children under 5)"
wdi__SH.STA.MALN.MA,"Prevalence of underweight, weight for age, male (% of children under 5)",Health,wdi,THIN,SPARSE|FLAT,1,7,2,2,8,1,2010,2017,"Prevalence of underweight, weight for age, male (% of children under 5)"
wdi__SH.STA.MMRT,"Maternal mortality ratio (national estimate, per 100,000 live births)",Health,wdi,OK,,1,8,12,12,12,12,2002,2013,"Maternal mortality ratio (national estimate, per 100,000 live births)"
wdi__SH.STA.ODFC,People practicing open defecation (% of population),Health,wdi,OK,,1,11,17,17,17,17,2000,2016,People practicing open defecation (% of population)
wdi__SH.STA.ODFC.RU,"People practicing open defecation, rural (% of rural population)",Health,wdi,THIN,FLAT,1,9,17,17,17,1,2000,2016,"People practicing open defecation, rural (% of rural population)"
wdi__SH.STA.ODFC.UR,"People practicing open defecation, urban (% of urban population)",Health,wdi,THIN,FLAT,1,9,25,18,18,1,2000,2017,"People practicing open defecation, urban (% of urban population)"
wdi__SH.STA.ORCF,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding),Health,wdi,THIN,SPARSE|SHORT|FLAT,1,5,1,1,1,1,2010,2010,Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)
wdi__SH.STA.OWGH.FE,"Prevalence of overweight, weight for height, female (% of children under 5)",Health,wdi,THIN,SPARSE|SHORT|FLAT,1,8,1,1,1,1,2017,2017,"Prevalence of overweight, weight for height, female (% of children under 5)"
wdi__SH.STA.OWGH.MA,"Prevalence of overweight, weight for height, male (% of children under 5)",Health,wdi,THIN,SPARSE|SHORT|FLAT,1,8,1,1,1,1,2017,2017,"Prevalence of overweight, weight for height, male (% of children under 5)"
wdi__SH.STA.OWGH.ME,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)",Health,wdi,OK,,1,9,25,25,25,21,2000,2024,"Prevalence of overweight, weight for height (modeled estimate, % of children under 5)"
wdi__SH.STA.OWGH.ME.FE,"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)",Health,wdi,OK,,1,9,25,25,25,21,2000,2024,"Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)"
wdi__SH.STA.POIS,Mortality rate attributed to unintentional poisoning,Health,wdi,OK,,1,11,22,22,22,18,2000,2021,"Mortality rate attributed to unintentional poisoning (per 100,000 population)"
wdi__SH.STA.POIS.P5,"Mortality rate attributed to unintentional poisoning, by sex",Health,wdi,OK,,2,11,44,22,22,21,2000,2021,"Mortality rate attributed to unintentional poisoning, male (per 100,000 male population)"
wdi__SH.STA.SMSS.UR,"People using safely managed sanitation services, urban (% of urban population)",Health,wdi,OK,,1,8,25,25,25,25,2000,2024,"People using safely managed sanitation services, urban (% of urban population)"
wdi__SH.STA.STNT.ME,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",Health,wdi,OK,,1,8,25,25,25,21,2000,2024,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)"
wdi__SH.STA.STNT.ME.FE,"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)",Health,wdi,OK,,1,8,25,25,25,21,2000,2024,"Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)"
wdi__SH.STA.STNT.ME.MA,"Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)",Health,wdi,OK,,1,8,25,25,25,20,2000,2024,"Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)"
wdi__SH.STA.SUIC,Suicide mortality rate,Health,wdi,OK,,1,11,22,22,22,21,2000,2021,"Suicide mortality rate (per 100,000 population)"
wdi__SH.STA.SUIC.FE,"Suicide mortality rate, female (per 100,000 female population)",Health,wdi,OK,,1,11,22,22,22,20,2000,2021,"Suicide mortality rate, female (per 100,000 female population)"
wdi__SH.STA.SUIC.MA,"Suicide mortality rate, male (per 100,000 male population)",Health,wdi,OK,,1,11,22,22,22,21,2000,2021,"Suicide mortality rate, male (per 100,000 male population)"
wdi__SH.STA.TRAF,Mortality caused by road traffic injury,Health,wdi,OK,,1,11,20,20,20,19,2000,2019,"Mortality caused by road traffic injury (per 100,000 population)"
wdi__SH.STA.WASH,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene",Health,wdi,THIN,SPARSE|SHORT|FLAT,1,11,1,1,1,1,2019,2019,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)"
wdi__SH.STA.WAST,"Prevalence of wasting, weight for height (% of children under 5)",Health,wdi,THIN,SPARSE,1,9,5,5,23,5,1995,2017,"Prevalence of wasting, weight for height (% of children under 5)"
wdi__SH.STA.WAST.FE,"Prevalence of wasting, weight for height, female (% of children under 5)",Health,wdi,THIN,SPARSE|FLAT,1,8,2,2,8,2,2010,2017,"Prevalence of wasting, weight for height, female (% of children under 5)"
wdi__SH.STA.WAST.MA,"Prevalence of wasting, weight for height, male (% of children under 5)",Health,wdi,THIN,SPARSE|FLAT,1,8,2,2,8,2,2010,2017,"Prevalence of wasting, weight for height, male (% of children under 5)"
wdi__SH.SVR.WAST,"Prevalence of severe wasting, weight for height (% of children under 5)",Health,wdi,THIN,SPARSE|FLAT,1,8,2,2,8,2,2010,2017,"Prevalence of severe wasting, weight for height (% of children under 5)"
wdi__SH.SVR.WAST.FE,"Prevalence of severe wasting, weight for height, female (% of children under 5)",Health,wdi,THIN,SPARSE|FLAT,1,8,2,2,8,2,2010,2017,"Prevalence of severe wasting, weight for height, female (% of children under 5)"
wdi__SH.SVR.WAST.MA,"Prevalence of severe wasting, weight for height, male (% of children under 5)",Health,wdi,THIN,SPARSE|FLAT,1,8,2,2,8,2,2010,2017,"Prevalence of severe wasting, weight for height, male (% of children under 5)"
wdi__SH.TBS,Incidence of tuberculosis,Health,wdi,OK,,1,11,25,25,25,21,2000,2024,"Incidence of tuberculosis (per 100,000 people)"
wdi__SH.TBS.CURE,Tuberculosis treatment success rate (% of new cases),Health,wdi,OK,,1,11,24,24,24,7,2000,2023,Tuberculosis treatment success rate (% of new cases)
wdi__SH.TBS.DTEC,"Tuberculosis case detection rate (%, all forms)",Health,wdi,OK,,1,11,25,25,25,19,2000,2024,"Tuberculosis case detection rate (%, all forms)"
wdi__SH.VAC.TTNS,Newborns protected against tetanus,Health,wdi,OK,,1,4,45,45,45,23,1980,2024,Newborns protected against tetanus (%)
wdi__SH.XPD.CHEX.GD,Current health expenditure (% of GDP),Health,wdi,OK,,1,11,24,24,24,24,2000,2023,Current health expenditure (% of GDP)
wdi__SH.XPD.CHEX.PC,Current health expenditure per capita,Health,wdi,OK,,2,11,48,24,24,24,2000,2023,Current health expenditure per capita (current US$)
wdi__SH.XPD.CHEX.PP,"Current health expenditure per capita, PPP",Health,wdi,OK,,2,11,48,24,24,24,2000,2023,"Current health expenditure per capita, PPP (current international $)"
wdi__SH.XPD.EHEX.CH,External health expenditure (% of current health expenditure),Health,wdi,OK,,1,9,24,24,24,24,2000,2023,External health expenditure (% of current health expenditure)
wdi__SH.XPD.EHEX.PC,External health expenditure per capita,Health,wdi,OK,,2,9,48,24,24,24,2000,2023,External health expenditure per capita (current US$)
wdi__SH.XPD.EHEX.PP,"External health expenditure per capita, PPP",Health,wdi,OK,,2,9,48,24,24,24,2000,2023,"External health expenditure per capita, PPP (current international $)"
wdi__SH.XPD.GHED.CH,Domestic general government health expenditure (% of current health expenditure),Health,wdi,OK,,1,11,24,24,24,24,2000,2023,Domestic general government health expenditure (% of current health expenditure)
wdi__SH.XPD.GHED.GD,Domestic general government health expenditure (% of GDP),Health,wdi,OK,,1,11,24,24,24,24,2000,2023,Domestic general government health expenditure (% of GDP)
wdi__SH.XPD.GHED.GE,Domestic general government health expenditure (% of general government expenditure),Health,wdi,OK,,1,11,24,24,24,24,2000,2023,Domestic general government health expenditure (% of general government expenditure)
wdi__SH.XPD.GHED.PC,Domestic general government health expenditure per capita,Health,wdi,OK,,2,11,48,24,24,24,2000,2023,Domestic general government health expenditure per capita (current US$)
wdi__SH.XPD.GHED.PP,"Domestic general government health expenditure per capita, PPP",Health,wdi,OK,,2,11,48,24,24,24,2000,2023,"Domestic general government health expenditure per capita, PPP (current international $)"
wdi__SH.XPD.OOPC.CH,Out-of-pocket expenditure (% of current health expenditure),Health,wdi,OK,,1,11,24,24,24,24,2000,2023,Out-of-pocket expenditure (% of current health expenditure)
wdi__SH.XPD.OOPC.PC,Out-of-pocket expenditure per capita,Health,wdi,OK,,2,11,48,24,24,24,2000,2023,Out-of-pocket expenditure per capita (current US$)
wdi__SH.XPD.OOPC.PP,"Out-of-pocket expenditure per capita, PPP",Health,wdi,OK,,2,11,48,24,24,24,2000,2023,"Out-of-pocket expenditure per capita, PPP (current international $)"
wdi__SH.XPD.PVTD.CH,Domestic private health expenditure (% of current health expenditure),Health,wdi,OK,,1,11,24,24,24,24,2000,2023,Domestic private health expenditure (% of current health expenditure)
wdi__SH.XPD.PVTD.PC,Domestic private health expenditure per capita,Health,wdi,OK,,2,11,48,24,24,24,2000,2023,Domestic private health expenditure per capita (current US$)
wdi__SH.XPD.PVTD.PP,"Domestic private health expenditure per capita, PPP",Health,wdi,OK,,2,11,48,24,24,24,2000,2023,"Domestic private health expenditure per capita, PPP (current international $)"
wdi__SH_UHC,UHC service coverage index,Health,wdi,OK,,2,11,35,24,24,12,2000,2023,UHC service coverage index
wdi__SH_UHC_FH40,Proportion of population facing large (but non-impoverishing) out-of-pocket health expenditure,Health,wdi,OK,,4,9,44,11,18,11,2005,2022,"Proportion of population further impoverished due to out-of-pocket health expenditure, based on the societal poverty line (%)"
wdi__SH_UHC_SCI,UHC service coverage sub-index on infectious diseases,Health,wdi,OK,,4,11,96,24,24,13,2000,2023,UHC service coverage sub-index on infectious diseases
wdi__SI.DST,Proportion of people living below 50 percent of median income,Poverty & Inequality,wdi,OK,,1,10,20,20,38,17,1986,2023,Proportion of people living below 50 percent of median income (%)
wdi__SI.DST.02ND,Income share held by second 20%,Poverty & Inequality,wdi,OK,,1,10,20,20,38,14,1986,2023,Income share held by second 20%
wdi__SI.DST.03RD,Income share held by third 20%,Poverty & Inequality,wdi,OK,,1,10,20,20,38,13,1986,2023,Income share held by third 20%
wdi__SI.DST.04TH,Income share held by fourth 20%,Poverty & Inequality,wdi,OK,,1,10,20,20,38,11,1986,2023,Income share held by fourth 20%
wdi__SI.DST.05TH,Income share held by highest 20%,Poverty & Inequality,wdi,OK,,1,10,20,20,38,18,1986,2023,Income share held by highest 20%
wdi__SI.DST.10TH,Income share held by highest 10%,Poverty & Inequality,wdi,OK,,1,10,20,20,38,16,1986,2023,Income share held by highest 10%
wdi__SI.DST.FRST,Income share held by lowest 10%,Poverty & Inequality,wdi,OK,,2,10,40,20,38,13,1986,2023,Income share held by lowest 20%
wdi__SI.POV,Gini index,Poverty & Inequality,wdi,OK,MANY_VARIANTS,7,10,133,20,38,20,1986,2023,Poverty headcount ratio at $4.20 a day (2021 PPP) (% of population)
wdi__SI.POV.LMIC,Poverty gap at $4.20 a day (2021 PPP),Poverty & Inequality,wdi,OK,,1,10,20,20,38,16,1986,2023,Poverty gap at $4.20 a day (2021 PPP) (%)
wdi__SI.POV.UMIC,Poverty gap at $8.30 a day (2021 PPP),Poverty & Inequality,wdi,OK,,1,10,20,20,38,19,1986,2023,Poverty gap at $8.30 a day (2021 PPP) (%)
wdi__SI.SPR,Prosperity gap (average shortfall from a prosperity standard of $28/day),Poverty & Inequality,wdi,OK,,3,10,24,20,38,11,1986,2023,Prosperity gap (average shortfall from a prosperity standard of $28/day)
wdi__SI.SPR.PC40,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population",Poverty & Inequality,wdi,THIN,SPARSE|SHORT|FLAT,1,9,1,1,1,1,2023,2023,"Annualized average growth rate in per capita real survey mean consumption or income, bottom 40% of population (%)"
wdi__SI.SPR.PCAP,"Annualized average growth rate in per capita real survey mean consumption or income, total population",Poverty & Inequality,wdi,THIN,SPARSE|SHORT|FLAT,1,9,1,1,1,1,2023,2023,"Annualized average growth rate in per capita real survey mean consumption or income, total population (%)"
wdi__SL.AGR.EMPL,Employment in agriculture (% of total employment) (modeled ILO estimate),Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,Employment in agriculture (% of total employment) (modeled ILO estimate)
wdi__SL.AGR.EMPL.FE,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment in agriculture, female (% of female employment) (modeled ILO estimate)"
wdi__SL.AGR.EMPL.MA,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment in agriculture, male (% of male employment) (modeled ILO estimate)"
wdi__SL.EMP.1524.SP,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)"
wdi__SL.EMP.1524.SP.FE,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)"
wdi__SL.EMP.1524.SP.FE.NE,"Employment to population ratio, ages 15-24, female (%) (national estimate)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Employment to population ratio, ages 15-24, female (%) (national estimate)"
wdi__SL.EMP.1524.SP.MA,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)"
wdi__SL.EMP.1524.SP.MA.NE,"Employment to population ratio, ages 15-24, male (%) (national estimate)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Employment to population ratio, ages 15-24, male (%) (national estimate)"
wdi__SL.EMP.1524.SP.NE,"Employment to population ratio, ages 15-24, total (%) (national estimate)",Labor & Employment,wdi,OK,,1,11,20,20,20,20,2005,2024,"Employment to population ratio, ages 15-24, total (%) (national estimate)"
wdi__SL.EMP.MPYR,"Employers, total (% of total employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employers, total (% of total employment) (modeled ILO estimate)"
wdi__SL.EMP.MPYR.FE,"Employers, female (% of female employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employers, female (% of female employment) (modeled ILO estimate)"
wdi__SL.EMP.MPYR.MA,"Employers, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employers, male (% of male employment) (modeled ILO estimate)"
wdi__SL.EMP.SELF,"Self-employed, total (% of total employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Self-employed, total (% of total employment) (modeled ILO estimate)"
wdi__SL.EMP.SELF.FE,"Self-employed, female (% of female employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Self-employed, female (% of female employment) (modeled ILO estimate)"
wdi__SL.EMP.SELF.MA,"Self-employed, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Self-employed, male (% of male employment) (modeled ILO estimate)"
wdi__SL.EMP.SMGT.FE,Female share of employment in senior and middle management,Labor & Employment,wdi,OK,,1,8,17,17,19,17,2006,2024,Female share of employment in senior and middle management (%)
wdi__SL.EMP.TOTL.SP,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)"
wdi__SL.EMP.TOTL.SP.FE,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment to population ratio, 15+, female (%) (modeled ILO estimate)"
wdi__SL.EMP.TOTL.SP.MA,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment to population ratio, 15+, male (%) (modeled ILO estimate)"
wdi__SL.EMP.TOTL.SP.MA.NE,"Employment to population ratio, 15+, male (%) (national estimate)",Labor & Employment,wdi,OK,,1,11,23,23,39,23,1986,2024,"Employment to population ratio, 15+, male (%) (national estimate)"
wdi__SL.EMP.TOTL.SP.NE,"Employment to population ratio, 15+, total (%) (national estimate)",Labor & Employment,wdi,OK,,1,11,23,23,39,23,1986,2024,"Employment to population ratio, 15+, total (%) (national estimate)"
wdi__SL.EMP.VULN,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Vulnerable employment, total (% of total employment) (modeled ILO estimate)"
wdi__SL.EMP.VULN.FE,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Vulnerable employment, female (% of female employment) (modeled ILO estimate)"
wdi__SL.EMP.VULN.MA,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Vulnerable employment, male (% of male employment) (modeled ILO estimate)"
wdi__SL.EMP.WORK,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Wage and salaried workers, total (% of total employment) (modeled ILO estimate)"
wdi__SL.EMP.WORK.FE,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Wage and salaried workers, female (% of female employment) (modeled ILO estimate)"
wdi__SL.EMP.WORK.MA,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Wage and salaried workers, male (% of male employment) (modeled ILO estimate)"
wdi__SL.FAM.WORK,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Contributing family workers, total (% of total employment) (modeled ILO estimate)"
wdi__SL.FAM.WORK.FE,"Contributing family workers, female (% of female employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Contributing family workers, female (% of female employment) (modeled ILO estimate)"
wdi__SL.FAM.WORK.MA,"Contributing family workers, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Contributing family workers, male (% of male employment) (modeled ILO estimate)"
wdi__SL.GDP.PCAP.EM,GDP per person employed (constant 2021 PPP $),Labor & Employment,wdi,OK,,1,10,34,34,34,34,1991,2024,GDP per person employed (constant 2021 PPP $)
wdi__SL.IND.EMPL,Employment in industry (% of total employment) (modeled ILO estimate),Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,Employment in industry (% of total employment) (modeled ILO estimate)
wdi__SL.IND.EMPL.FE,"Employment in industry, female (% of female employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment in industry, female (% of female employment) (modeled ILO estimate)"
wdi__SL.IND.EMPL.MA,"Employment in industry, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment in industry, male (% of male employment) (modeled ILO estimate)"
wdi__SL.SRV.EMPL,Employment in services (% of total employment) (modeled ILO estimate),Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,Employment in services (% of total employment) (modeled ILO estimate)
wdi__SL.SRV.EMPL.FE,"Employment in services, female (% of female employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment in services, female (% of female employment) (modeled ILO estimate)"
wdi__SL.SRV.EMPL.MA,"Employment in services, male (% of male employment) (modeled ILO estimate)",Labor & Employment,wdi,OK,,1,11,35,35,35,35,1991,2025,"Employment in services, male (% of male employment) (modeled ILO estimate)"
