chart_id,old_title_fa,new_title_fa,note
wdi__GC.NFN.TOTL,سرمایه‌گذاری خالص در دارایی‌های غیرمالی (ریال جاری),خالص سرمایه‌گذاری در دارایی‌های غیرمالی,strip-unit: subject-only translation
wdi__GC.NLD.TOTL,وام‌دهی خالص (+) / استقراض خالص (-) (ریال جاری),خالص وام‌دهی یا وام‌گیری,strip-unit: subject-only translation
wdi__GC.REV.GOTR,کمک‌های بلاعوض و سایر درآمدها (ریال جاری),کمک‌های بلاعوض و سایر درآمدها,strip-unit: subject-only translation
wdi__GC.REV.SOCL,کمک‌های تأمین اجتماعی (ریال جاری),حق بیمه‌های اجتماعی,strip-unit: subject-only translation
wdi__GC.REV.XGRT,درآمد، به استثنای کمک‌های بلاعوض (ریال جاری),درآمد، به استثنای کمک‌های بلاعوض,strip-unit: subject-only translation
wdi__GC.TAX.EXPT,مالیات بر صادرات (ریال جاری),مالیات بر صادرات,strip-unit: subject-only translation
wdi__GC.TAX.GSRV,مالیات بر کالا و خدمات (ریال جاری),مالیات بر کالا و خدمات,strip-unit: subject-only translation
wdi__GC.TAX.IMPT,عوارض گمرکی و سایر عوارض واردات (ریال جاری),عوارض گمرکی و سایر عوارض واردات,strip-unit: subject-only translation
wdi__GC.TAX.INTT,مالیات بر تجارت بین‌المللی (ریال جاری),مالیات بر تجارت بین‌المللی,strip-unit: subject-only translation
wdi__GC.TAX.OTHR,سایر مالیات‌ها (ریال جاری),سایر مالیات‌ها,strip-unit: subject-only translation
wdi__GC.TAX.TOTL,درآمد مالیاتی (ریال جاری),درآمد مالیاتی,strip-unit: subject-only translation
wdi__GC.TAX.YPKG,مالیات بر درآمد، سود و عواید سرمایه (ریال جاری),مالیات بر درآمد، سود و عواید سرمایه,strip-unit: subject-only translation
wdi__GC.XPN.COMP,جبران خدمات کارکنان (ریال جاری),جبران خدمات کارکنان,strip-unit: subject-only translation
wdi__GC.XPN.GSRV,هزینه کالا و خدمات (ریال جاری),مخارج کالا و خدمات,strip-unit: subject-only translation
wdi__GC.XPN.INTP,پرداخت بهره (ریال جاری),پرداخت بهره,strip-unit: subject-only translation
wdi__GC.XPN.OTHR,سایر هزینه‌ها (ریال جاری),سایر مخارج,strip-unit: subject-only translation
wdi__GC.XPN.TOTL,هزینه (ریال جاری),مخارج دولت,strip-unit: subject-only translation
wdi__GC.XPN.TRFT,یارانه‌ها و سایر انتقالات (ریال جاری),یارانه‌ها و سایر انتقالات,strip-unit: subject-only translation
wdi__GD_WBL_OVL,شاخص چارچوب حقوقی زنان، تجارت و قانون (WBL) (مقیاس 0 تا 100),شاخص چارچوب حقوقی زنان، تجارت و قانون,strip-unit: subject-only translation
wdi__GOV_WGI_CC,امتیاز حکمرانی: کنترل فساد (0 تا 100),کنترل فساد (شاخص حکمرانی),strip-unit: subject-only translation
wdi__GOV_WGI_GE,امتیاز حکمرانی (کارآمدی دولت، 0 تا 100),اثربخشی دولت (شاخص حکمرانی),strip-unit: subject-only translation
wdi__GOV_WGI_PV,امتیاز حکمرانی: ثبات سیاسی (0 تا 100),ثبات سیاسی (شاخص حکمرانی),strip-unit: subject-only translation
wdi__GOV_WGI_RL,امتیاز حکمرانی (حاکمیت قانون، 0 تا 100),حاکمیت قانون (شاخص حکمرانی),strip-unit: subject-only translation
wdi__GOV_WGI_RQ,امتیاز حکمرانی: کیفیت مقررات (0 تا 100),کیفیت مقررات‌گذاری (شاخص حکمرانی),strip-unit: subject-only translation
wdi__GOV_WGI_VA,امتیاز حکمرانی: صدای مردم و پاسخگویی (0 تا 100),صدای مردم و پاسخگویی (شاخص حکمرانی),strip-unit: subject-only translation
wdi__IC.BUS,کسب‌وکارهای تازه ثبت‌شده (تعداد),کسب‌وکارهای جدید ثبت‌شده,strip-unit: subject-only translation
wdi__IE.PPI.ENGY,سرمایه‌گذاری در بخش انرژی با مشارکت خصوصی (دلار جاری آمریکا),سرمایه‌گذاری در انرژی با مشارکت بخش خصوصی,strip-unit: subject-only translation
wdi__IE.PPI.ICTI,سرمایه‌گذاری در بخش فناوری اطلاعات و ارتباطات با مشارکت خصوصی (دلار جاری آمریکا),سرمایه‌گذاری در فناوری اطلاعات و ارتباطات با مشارکت بخش خصوصی,strip-unit: subject-only translation
wdi__IE.PPI.TRAN,سرمایه‌گذاری در بخش حمل‌ونقل با مشارکت خصوصی (دلار جاری آمریکا),سرمایه‌گذاری در حمل‌ونقل با مشارکت بخش خصوصی,strip-unit: subject-only translation
wdi__IE.PPN.ENGY,سرمایه‌گذاری مشارکت عمومی-خصوصی در بخش انرژی (دلار جاری آمریکا),سرمایه‌گذاری مشارکت عمومی و خصوصی در انرژی,strip-unit: subject-only translation
wdi__IE.PPN.TRAN,سرمایه‌گذاری مشارکت عمومی-خصوصی در بخش حمل‌ونقل (دلار جاری آمریکا),سرمایه‌گذاری مشارکت عمومی و خصوصی در حمل‌ونقل,strip-unit: subject-only translation
wdi__IT.NET.BBND,اشتراک‌های اینترنت پرسرعت ثابت (به ازای هر 100 نفر),اشتراک‌های اینترنت پرسرعت ثابت,strip-unit: subject-only translation
wdi__LP.LPI.CUST,شاخص عملکرد لجستیک: کارایی فرآیند ترخیص گمرکی (1=پایین تا 5=بالا),شاخص عملکرد لجستیک، کارایی فرآیند ترخیص گمرکی,strip-unit: subject-only translation
wdi__LP.LPI.INFR,شاخص عملکرد لجستیک: کیفیت زیرساخت‌های تجاری و حمل‌ونقل (1=پایین تا 5=بالا),شاخص عملکرد لجستیک، کیفیت زیرساخت‌های تجارت و حمل‌ونقل,strip-unit: subject-only translation
wdi__LP.LPI.ITRN,شاخص عملکرد لجستیک: سهولت ترتیب حمل‌ونقل با قیمت رقابتی (1=پایین تا 5=بالا),شاخص عملکرد لجستیک، سهولت ترتیب حمل‌ونقل با قیمت رقابتی,strip-unit: subject-only translation
wdi__LP.LPI.LOGS,شاخص عملکرد لجستیک: صلاحیت و کیفیت خدمات لجستیکی (1=پایین تا 5=بالا),شاخص عملکرد لجستیک، شایستگی و کیفیت خدمات لجستیکی,strip-unit: subject-only translation
wdi__LP.LPI.OVRL,شاخص عملکرد لجستیک: کلی (1=پایین تا 5=بالا),شاخص عملکرد لجستیک، کلی,strip-unit: subject-only translation
wdi__LP.LPI.TIME,شاخص عملکرد لجستیک: فراوانی رسیدن محموله‌ها به گیرنده در زمان مقرر یا مورد انتظار (1=پایین تا 5=بالا),شاخص عملکرد لجستیک، تناوب رسیدن به‌موقع محموله‌ها به گیرنده,strip-unit: subject-only translation
wdi__LP.LPI.TRAC,شاخص عملکرد لجستیک: قابلیت ردیابی و پیگیری محموله‌ها (1=پایین تا 5=بالا),شاخص عملکرد لجستیک، توانایی ردیابی و پیگیری محموله‌ها,strip-unit: subject-only translation
wdi__MS.MIL.XPND,مخارج نظامی (ریال جاری),مخارج نظامی,strip-unit: subject-only translation
wdi__NE.CON.GOVT.KD,رشد مخارج نهایی مصرف دولت عمومی (درصد سالانه),مخارج مصرف نهایی دولت,strip-unit: subject-only translation
wdi__NE.CON.PCAP.PP,سرانه مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها، برابری قدرت خرید (دلار بین‌المللی جاری),سرانه مخارج مصرف نهایی خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوار (به برابری قدرت خرید),strip-unit: subject-only translation
wdi__NE.CON.PRVT.CN,مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها: سری پیوسته (ریال جاری),مخارج مصرف نهایی خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوار (سری پیوسته),strip-unit: subject-only translation
wdi__NE.CON.PRVT.KD,رشد مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها (درصد سالانه),مخارج مصرف نهایی خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوار,strip-unit: subject-only translation
wdi__NE.CON.PRVT.PC,سرانه مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها (دلار ثابت آمریکا، پایه 2015),سرانه مخارج مصرف نهایی خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوار,strip-unit: subject-only translation
wdi__NE.CON.PRVT.PC.KD,رشد مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها سرانه (درصد سالانه),رشد سرانه مخارج مصرف نهایی خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوار,strip-unit: subject-only translation
wdi__NE.CON.PRVT.PP,مخارج نهایی مصرف خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوارها، برابری قدرت خرید (دلار بین‌المللی جاری),مخارج مصرف نهایی خانوارها و نهادهای غیرانتفاعی خدمت‌رسان به خانوار (به برابری قدرت خرید),strip-unit: subject-only translation
wdi__NE.CON.TOTL.KD,مخارج نهایی مصرف (رشد سالانه، درصد),مخارج مصرف نهایی,strip-unit: subject-only translation
wdi__NE.EXP.GNFS.KD,رشد صادرات کالا و خدمات (درصد سالانه),صادرات کالا و خدمات,strip-unit: subject-only translation
wdi__NE.GDI.FTOT.KD,تشکیل ناخالص سرمایه ثابت (رشد سالانه، درصد),تشکیل سرمایه ثابت ناخالص,strip-unit: subject-only translation
wdi__NE.GDI.STKB,تغییرات موجودی انبار (ریال جاری),تغییرات موجودی انبار,strip-unit: subject-only translation
wdi__NE.GDI.TOTL.KD,تشکیل ناخالص سرمایه (رشد سالانه، درصد),تشکیل سرمایه ناخالص,strip-unit: subject-only translation
wdi__NE.IMP.GNFS.KD,واردات کالا و خدمات (رشد سالانه، درصد),واردات کالا و خدمات,strip-unit: subject-only translation
wdi__NV.AGR.EMPL,ارزش افزوده کشاورزی، جنگل‌داری و ماهیگیری به ازای هر شاغل (دلار ثابت آمریکا، پایه 2015),ارزش افزوده کشاورزی، جنگل‌داری و شیلات به ازای هر کارگر,strip-unit: subject-only translation
wdi__NV.AGR.TOTL.KD,ارزش افزوده کشاورزی، جنگل‌داری و ماهیگیری (رشد سالانه، درصد),ارزش افزوده کشاورزی، جنگل‌داری و شیلات,strip-unit: subject-only translation
wdi__NV.FSM.TOTL,خدمات واسطه‌گری مالی اندازه‌گیری‌شده به‌طور غیرمستقیم (FISIM) (ریال جاری),خدمات واسطه‌گری مالی اندازه‌گیری‌شده به‌طور غیرمستقیم (FISIM),strip-unit: subject-only translation
wdi__NV.IND.EMPL,ارزش افزوده صنعت (شامل ساخت‌وساز) به ازای هر شاغل (دلار ثابت آمریکا، پایه 2015),ارزش افزوده صنعت (شامل ساختمان) به ازای هر کارگر,strip-unit: subject-only translation
wdi__NV.IND.MANF.KD,ارزش افزوده صنایع تولیدی (رشد سالانه، درصد),ارزش افزوده صنایع تولیدی,strip-unit: subject-only translation
wdi__NV.IND.TOTL.KD,ارزش افزوده صنعت (شامل ساخت‌وساز) (رشد سالانه، درصد),ارزش افزوده صنعت، شامل ساختمان,strip-unit: subject-only translation
wdi__NV.MNF.TECH.ZS,ارزش افزوده صنایع تولیدی با فناوری متوسط و بالا (درصد از ارزش افزوده صنایع تولیدی),ارزش افزوده صنایع تولیدی با فناوری متوسط و بالا,strip-unit: subject-only translation
wdi__NV.SRV.EMPL,ارزش افزوده خدمات به ازای هر شاغل (دلار ثابت آمریکا، پایه 2015),ارزش افزوده خدمات به ازای هر کارگر,strip-unit: subject-only translation
wdi__NV.SRV.TOTL.KD,ارزش افزوده خدمات (رشد سالانه، درصد),ارزش افزوده خدمات,strip-unit: subject-only translation
wdi__NY.ADJ.AEDU,پس‌انداز تعدیل‌شده: مخارج آموزشی (دلار جاری آمریکا),پس‌انداز تعدیل‌شده، مخارج آموزش,strip-unit: subject-only translation
wdi__NY.ADJ.DCO2,پس‌انداز تعدیل‌شده: خسارت دی‌اکسید کربن (دلار جاری آمریکا),پس‌انداز تعدیل‌شده، خسارت دی‌اکسید کربن,strip-unit: subject-only translation
wdi__NY.ADJ.DFOR,پس‌انداز تعدیل‌شده: کاهش خالص جنگل (دلار جاری آمریکا),پس‌انداز تعدیل‌شده، استهلاک خالص جنگل,strip-unit: subject-only translation
wdi__NY.ADJ.DKAP,پس‌انداز تعدیل‌شده: استهلاک سرمایه ثابت (دلار جاری آمریکا),پس‌انداز تعدیل‌شده، استهلاک سرمایه ثابت,strip-unit: subject-only translation
wdi__NY.ADJ.DMIN,پس‌انداز تعدیل‌شده: کاهش ذخایر معدنی (دلار جاری آمریکا),پس‌انداز تعدیل‌شده، استهلاک منابع معدنی,strip-unit: subject-only translation
wdi__NY.ADJ.DNGY,پس‌انداز تعدیل‌شده: کاهش ذخایر انرژی (دلار جاری آمریکا),پس‌انداز تعدیل‌شده، استهلاک انرژی,strip-unit: subject-only translation
wdi__NY.ADJ.DPEM,پس‌انداز تعدیل‌شده: خسارت انتشار ذرات معلق (دلار جاری آمریکا),پس‌انداز تعدیل‌شده، خسارت ذرات معلق,strip-unit: subject-only translation
wdi__NY.ADJ.NNAT,پس‌انداز تعدیل‌شده: پس‌انداز خالص ملی (دلار جاری آمریکا),پس‌انداز تعدیل‌شده، پس‌انداز خالص ملی,strip-unit: subject-only translation
wdi__NY.ADJ.SVNG,پس‌انداز خالص تعدیل‌شده، شامل خسارت انتشار ذرات معلق (دلار جاری آمریکا),پس‌انداز خالص تعدیل‌شده (شامل خسارت ذرات معلق),strip-unit: subject-only translation
wdi__NY.ADJ.SVNX,پس‌انداز خالص تعدیل‌شده، به استثنای خسارت انتشار ذرات معلق (دلار جاری آمریکا),پس‌انداز خالص تعدیل‌شده (به استثنای خسارت ذرات معلق),strip-unit: subject-only translation
wdi__NY.EXP.CAPM,صادرات به عنوان ظرفیت واردات (ریال ثابت),ظرفیت واردات ناشی از صادرات,strip-unit: subject-only translation
wdi__NY.GDP.DEFL.KD,تورم، تعدیل‌کننده تولید ناخالص داخلی (درصد سالانه),تورم بر اساس تعدیل‌کننده تولید ناخالص داخلی,strip-unit: subject-only translation
wdi__NY.GDP.DEFL.KD.ZG,تورم، تعدیل‌کننده تولید ناخالص داخلی: سری پیوسته (درصد سالانه),تورم بر اساس تعدیل‌کننده تولید ناخالص داخلی (سری پیوسته),strip-unit: subject-only translation
wdi__NY.GDP.DISC,مغایرت در برآورد هزینه‌ای تولید ناخالص داخلی (ریال جاری),مغایرت در برآورد هزینه‌ای تولید ناخالص داخلی,strip-unit: subject-only translation
wdi__NY.GDP.FCST,ارزش افزوده ناخالص به قیمت پایه (GVA) (ریال جاری),ارزش افزوده ناخالص به قیمت پایه,strip-unit: subject-only translation
wdi__NY.GDP.MKTP,تولید ناخالص داخلی (دلار جاری آمریکا),تولید ناخالص داخلی,strip-unit: subject-only translation
wdi__NY.GDP.MKTP.CN,تولید ناخالص داخلی: سری پیوسته (ریال جاری),تولید ناخالص داخلی (سری پیوسته),strip-unit: subject-only translation
wdi__NY.GDP.MKTP.KD,رشد تولید ناخالص داخلی (درصد سالانه),رشد تولید ناخالص داخلی,strip-unit: subject-only translation
wdi__NY.GDP.MKTP.PP,تولید ناخالص داخلی، برابری قدرت خرید (دلار بین‌المللی جاری),تولید ناخالص داخلی (به برابری قدرت خرید),strip-unit: subject-only translation
wdi__NY.GDP.PCAP,تولید ناخالص داخلی سرانه (دلار جاری آمریکا),سرانه تولید ناخالص داخلی,strip-unit: subject-only translation
wdi__NY.GDP.PCAP.KD,رشد تولید ناخالص داخلی سرانه (درصد سالانه),رشد سرانه تولید ناخالص داخلی,strip-unit: subject-only translation
wdi__NY.GDP.PCAP.PP,تولید ناخالص داخلی سرانه، برابری قدرت خرید (دلار بین‌المللی جاری),سرانه تولید ناخالص داخلی (به برابری قدرت خرید),strip-unit: subject-only translation
wdi__NY.GDY.TOTL,درآمد ناخالص داخلی (ریال ثابت),درآمد ناخالص داخلی,strip-unit: subject-only translation
wdi__NY.GNP.ATLS,تولید ناخالص ملی، روش اطلس (دلار جاری آمریکا),درآمد ناخالص ملی (روش اطلس),strip-unit: subject-only translation
wdi__NY.GNP.MKTP,تولید ناخالص ملی (دلار جاری آمریکا),درآمد ناخالص ملی,strip-unit: subject-only translation
wdi__NY.GNP.MKTP.CN,تولید ناخالص ملی: سری پیوسته (ریال جاری),درآمد ناخالص ملی (سری پیوسته),strip-unit: subject-only translation
wdi__NY.GNP.MKTP.KD,رشد تولید ناخالص ملی (درصد سالانه),رشد درآمد ناخالص ملی,strip-unit: subject-only translation
wdi__NY.GNP.MKTP.PP,تولید ناخالص ملی، برابری قدرت خرید (دلار بین‌المللی جاری),درآمد ناخالص ملی (به برابری قدرت خرید),strip-unit: subject-only translation
wdi__NY.GNP.PCAP,تولید ناخالص ملی سرانه (ریال جاری),سرانه درآمد ناخالص ملی,strip-unit: subject-only translation
wdi__NY.GNP.PCAP.KD,رشد تولید ناخالص ملی سرانه (درصد سالانه),رشد سرانه درآمد ناخالص ملی,strip-unit: subject-only translation
wdi__NY.GNP.PCAP.PP,تولید ناخالص ملی سرانه، برابری قدرت خرید (دلار بین‌المللی جاری),سرانه درآمد ناخالص ملی (به برابری قدرت خرید),strip-unit: subject-only translation
wdi__NY.GSR.NFCY,درآمد اولیه خالص (درآمد خالص از خارج) (ریال جاری),درآمد اولیه خالص (درآمد خالص از خارج),strip-unit: subject-only translation
wdi__NY.TAX.NIND,مالیات منهای یارانه بر محصولات (ریال جاری),مالیات منهای یارانه بر محصولات,strip-unit: subject-only translation
wdi__NY.TRF.NCTR,درآمد ثانویه خالص (انتقالات جاری خالص از خارج) (ریال جاری),درآمد ثانویه خالص (انتقالات جاری خالص از خارج),strip-unit: subject-only translation
wdi__NY.TTF.GNFS,تعدیل مبادله تجاری (ریال ثابت),تعدیل شرایط مبادله تجاری,strip-unit: subject-only translation
wdi__PA.NUS,ضریب تبدیل جایگزین DEC (ریال به ازای هر دلار آمریکا),ضریب تبدیل جایگزین DEC,strip-unit: subject-only translation
wdi__SE.ADT.1524.LT.FM,نرخ باسوادی جوانان (سنین 15 تا 24 سال)، شاخص برابری جنسیتی (GPI),شاخص برابری جنسیتی نرخ باسوادی جوانان، 15 تا 24 سال,strip-unit: subject-only translation
wdi__SE.COM,آموزش اجباری، مدت (سال),مدت آموزش اجباری,strip-unit: subject-only translation
wdi__SE.ENR.PRIM.FM,ثبت‌نام مدرسه، ابتدایی (ناخالص)، شاخص برابری جنسیتی (GPI),شاخص برابری جنسیتی ثبت‌نام ناخالص در آموزش ابتدایی,strip-unit: subject-only translation
wdi__SE.ENR.PRSC.FM,ثبت‌نام مدرسه، ابتدایی و متوسطه (ناخالص)، شاخص برابری جنسیتی (GPI),شاخص برابری جنسیتی ثبت‌نام ناخالص در آموزش ابتدایی و متوسطه,strip-unit: subject-only translation
wdi__SE.ENR.SECO.FM,ثبت‌نام مدرسه، متوسطه (ناخالص)، شاخص برابری جنسیتی (GPI),شاخص برابری جنسیتی ثبت‌نام ناخالص در آموزش متوسطه,strip-unit: subject-only translation
wdi__SE.ENR.TERT.FM,ثبت‌نام مدرسه، عالی (ناخالص)، شاخص برابری جنسیتی (GPI),شاخص برابری جنسیتی ثبت‌نام ناخالص در آموزش عالی,strip-unit: subject-only translation
wdi__SE.LPV,فقر یادگیری: سهم کودکان در پایان سن ابتدایی با سطح سواد خواندن پایین‌تر از حد نصاب، تعدیل‌شده با کودکان بازمانده از تحصیل (درصد),فقر یادگیری، سهم کودکان پایان دوره ابتدایی زیر حداقل مهارت خواندن، تعدیل‌شده با کودکان بازمانده از تحصیل,strip-unit: subject-only translation
wdi__SE.LPV.PRIM,کودکان بازمانده از تحصیل در سن ابتدایی (درصد),کودکان بازمانده از تحصیل در سن آموزش ابتدایی,strip-unit: subject-only translation
wdi__SE.LPV.PRIM.SD,کودکان در سن ابتدایی بازمانده از تحصیل، به تفکیک جنسیت (درصد),کودکان بازمانده از تحصیل در سن آموزش ابتدایی، به تفکیک جنسیت,strip-unit: subject-only translation
wdi__SE.PRE,آموزش پیش‌دبستانی، مدت (سال),مدت آموزش پیش‌دبستانی,strip-unit: subject-only translation
wdi__SE.PRE.ENRR,ثبت‌نام در دوره پیش‌دبستانی، به تفکیک جنسیت (درصد ناخالص),ثبت‌نام در آموزش پیش‌دبستانی، به تفکیک جنسیت,strip-unit: subject-only translation
wdi__SE.SEC.PROG,پیشرفت به مدرسه متوسطه (درصد),گذر به آموزش متوسطه,strip-unit: subject-only translation
wdi__SE.SEC.PROG.FE,پیشرفت به مدرسه متوسطه، زنان (درصد),گذر به آموزش متوسطه، دختران,strip-unit: subject-only translation
wdi__SE.SEC.PROG.MA,پیشرفت به مدرسه متوسطه، مردان (درصد),گذر به آموزش متوسطه، پسران,strip-unit: subject-only translation
wdi__SE.TER,ثبت‌نام مدرسه‌ای، آموزش عالی (درصد ناخالص),ثبت‌نام در آموزش عالی,strip-unit: subject-only translation
wdi__SE.TER.ENRR,ثبت‌نام در آموزش عالی، به تفکیک جنسیت (درصد ناخالص),ثبت‌نام در آموزش عالی، به تفکیک جنسیت,strip-unit: subject-only translation
wdi__SG.GEN.PARL,سهم کرسی‌های زنان در پارلمان‌های ملی (درصد),سهم کرسی‌های زنان در پارلمان ملی,strip-unit: subject-only translation
wdi__SH.DYN,نرخ مرگ‌ومیر کودکان زیر 5 سال (به ازای هر 1000 تولد زنده),نرخ مرگ‌ومیر زیر 5 سال,strip-unit: subject-only translation
wdi__SH.DYN.AIDS.FE,سهم زنان از جمعیت 15 سال به بالای مبتلا به اچ‌آی‌وی (درصد),سهم زنان از جمعیت 15 سال به بالا مبتلا به اچ‌آی‌وی,strip-unit: subject-only translation
wdi__SH.DYN.MORT,"نرخ مرگ‌ومیر زیر 5 سال، به تفکیک جنسیت (به ازای هر 1,000 تولد زنده)",نرخ مرگ‌ومیر زیر 5 سال، به تفکیک جنسیت,strip-unit: subject-only translation
wdi__SH.DYN.NCOM,مرگ‌ومیر ناشی از بیماری‌های قلبی‌عروقی، سرطان، دیابت یا بیماری‌های مزمن تنفسی در سنین دقیق 30 تا 70 سال (درصد),مرگ‌ومیر ناشی از بیماری‌های قلبی‌عروقی، سرطان، دیابت یا بیماری تنفسی مزمن در سنین 30 تا 70 سال,strip-unit: subject-only translation
wdi__SH.DYN.NCOM.MA,مرگ‌ومیر ناشی از بیماری‌های قلبی‌عروقی، سرطان، دیابت یا بیماری‌های مزمن تنفسی در سنین دقیق 30 تا 70 سال، مردان (درصد),مرگ‌ومیر ناشی از بیماری‌های قلبی‌عروقی، سرطان، دیابت یا بیماری تنفسی مزمن در سنین 30 تا 70 سال، مردان,strip-unit: subject-only translation
wdi__SH.MED.BEDS,تخت‌های بیمارستانی (به ازای هر 1000 نفر),تخت بیمارستانی,strip-unit: subject-only translation
wdi__SH.MED.CMHW,کارکنان بهداشت جامعه‌محور (به ازای هر 1000 نفر),کارکنان بهداشت جامعه,strip-unit: subject-only translation
wdi__SH.MED.NUMW,پرستاران و ماماها (به ازای هر 1000 نفر),پرستاران و ماماها,strip-unit: subject-only translation
wdi__SH.MED.PHYS,پزشکان (به ازای هر 1000 نفر),پزشکان,strip-unit: subject-only translation
wdi__SH.MED.SAOP,نیروی کار جراحی متخصص (به ازای هر 100000 نفر جمعیت),نیروی کار متخصص جراحی,strip-unit: subject-only translation
wdi__SH.MLR.INCD,بروز مالاریا (به ازای هر 1000 نفر جمعیت در معرض خطر),بروز مالاریا,strip-unit: subject-only translation
wdi__SH.MMR.RISK,خطر مادام‌العمر مرگ مادر (درصد),خطر مادام‌العمر مرگ مادران,strip-unit: subject-only translation
wdi__SH.PRG,شیوع کم‌خونی در میان زنان باردار (درصد),شیوع کم‌خونی در زنان باردار,strip-unit: subject-only translation
wdi__SH.SGR.PROC,تعداد اعمال جراحی (به ازای هر 100000 نفر جمعیت),تعداد اعمال جراحی,strip-unit: subject-only translation
wdi__SH.STA.AIRP,نرخ مرگ‌ومیر ناشی از آلودگی هوای خانگی و محیطی، استانداردشده بر اساس سن (به ازای هر 100000 نفر جمعیت),مرگ‌ومیر ناشی از آلودگی هوای خانگی و محیطی، استانداردشده بر اساس سن,strip-unit: subject-only translation
wdi__SH.STA.ANVC,زنان باردار دریافت‌کننده مراقبت‌های پیش از زایمان (درصد),زنان باردار دریافت‌کننده مراقبت‌های پیش از زایمان,strip-unit: subject-only translation
wdi__SH.STA.POIS,نرخ مرگ‌ومیر ناشی از مسمومیت غیرعمدی (به ازای هر 100000 نفر جمعیت),مرگ‌ومیر ناشی از مسمومیت غیرعمد,strip-unit: subject-only translation
wdi__SH.STA.POIS.P5,"نرخ مرگ‌ومیر ناشی از مسمومیت غیرعمدی، به تفکیک جنسیت (به ازای هر 100,000 نفر جمعیت)",مرگ‌ومیر ناشی از مسمومیت غیرعمد، به تفکیک جنسیت,strip-unit: subject-only translation
wdi__SH.STA.SUIC,نرخ مرگ‌ومیر ناشی از خودکشی (به ازای هر 100000 نفر جمعیت),نرخ مرگ‌ومیر ناشی از خودکشی,strip-unit: subject-only translation
wdi__SH.STA.TRAF,مرگ‌ومیر ناشی از سوانح جاده‌ای (به ازای هر 100000 نفر جمعیت),مرگ‌ومیر ناشی از سوانح رانندگی,strip-unit: subject-only translation
wdi__SH.STA.WASH,نرخ مرگ‌ومیر ناشی از آب ناسالم، بهداشت نامناسب و فقدان بهداشت فردی (به ازای هر 100000 نفر جمعیت),مرگ‌ومیر ناشی از آب ناسالم، بهداشت نامناسب و فقدان بهداشت فردی,strip-unit: subject-only translation
wdi__SH.TBS,بروز سل (به ازای هر 100000 نفر),بروز سل,strip-unit: subject-only translation
wdi__SH.VAC.TTNS,نوزادان محافظت‌شده در برابر کزاز (درصد),نوزادان محافظت‌شده در برابر کزاز,strip-unit: subject-only translation
wdi__SH.XPD.CHEX.PC,سرانه هزینه جاری سلامت (دلار جاری آمریکا),سرانه مخارج جاری سلامت,strip-unit: subject-only translation
wdi__SH.XPD.CHEX.PP,هزینه جاری سلامت سرانه، برابری قدرت خرید (دلار بین‌المللی جاری),سرانه مخارج جاری سلامت (به برابری قدرت خرید),strip-unit: subject-only translation
wdi__SH.XPD.EHEX.PC,سرانه هزینه سلامت خارجی (دلار جاری آمریکا),سرانه مخارج سلامت تأمین‌شده از خارج,strip-unit: subject-only translation
wdi__SH.XPD.EHEX.PP,سرانه هزینه سلامت خارجی، برابری قدرت خرید (دلار بین‌المللی جاری),سرانه مخارج سلامت تأمین‌شده از خارج (به برابری قدرت خرید),strip-unit: subject-only translation
wdi__SH.XPD.GHED.PC,هزینه سلامت عمومی دولت داخلی سرانه (دلار جاری آمریکا),سرانه مخارج سلامت دولت عمومی داخلی,strip-unit: subject-only translation
wdi__SH.XPD.GHED.PP,سرانه هزینه سلامت عمومی دولت داخلی، برابری قدرت خرید (دلار بین‌المللی جاری),سرانه مخارج سلامت دولت عمومی داخلی (به برابری قدرت خرید),strip-unit: subject-only translation
wdi__SH.XPD.OOPC.PC,هزینه پرداخت از جیب سرانه (دلار جاری آمریکا),سرانه مخارج مستقیم از جیب,strip-unit: subject-only translation
wdi__SH.XPD.OOPC.PP,سرانه هزینه پرداخت از جیب، برابری قدرت خرید (دلار بین‌المللی جاری),سرانه مخارج مستقیم از جیب (به برابری قدرت خرید),strip-unit: subject-only translation
wdi__SH.XPD.PVTD.PC,هزینه سلامت خصوصی داخلی سرانه (دلار جاری آمریکا),سرانه مخارج خصوصی سلامت داخلی,strip-unit: subject-only translation
wdi__SH.XPD.PVTD.PP,هزینه سلامت خصوصی داخلی سرانه، برابری قدرت خرید (دلار بین‌المللی جاری),سرانه مخارج خصوصی سلامت داخلی (به برابری قدرت خرید),strip-unit: subject-only translation
