date,country,event_type,title,title_fa,description,description_fa,economic_domains,source_url,source_name
2019-04-22,IRN,sanction-imposed,US ends oil waivers -- push to zero exports,آمریکا معافیت‌های نفتی را لغو می‌کند؛ فشار برای صفر کردن صادرات,"The Trump administration announces it will not renew sanctions waivers for the countries (China, India, Japan, South Korea, Turkey and others) still importing Iranian crude after 2 May 2019, aiming to cut Iran's oil exports to zero; exports fall from over 2.5 million bbl/day pre-sanctions to under 1 million bbl/day.",دولت ترامپ اعلام کرد معافیت‌های تحریمی برای کشورهایی (چین، هند، ژاپن، کره جنوبی، ترکیه و دیگران) که همچنان نفت خام ایران را پس از 12 اردیبهشت 1398 وارد می‌کردند، تمدید نخواهد شد و هدف کاهش صادرات نفت ایران به صفر بود؛ صادرات از بیش از 2.5 میلیون بشکه در روز پیش از تحریم به کمتر از یک میلیون بشکه در روز کاهش یافت.,oil;fx,https://www.aljazeera.com/news/2019/4/23/us-will-not-reissue-waivers-for-iran-oil-imports,Al Jazeera
2019-06-25,IRN,institutional-change,FATF blacklists Iran,قرارگیری ایران در فهرست سیاه گروه ویژه اقدام مالی,"Financial Action Task Force places Iran on its blacklist over anti-money-laundering/counter-terror-financing standards, adding friction to remaining international banking channels.",گروه ویژه اقدام مالی (اف‌ای‌تی‌اف) ایران را به دلیل نپذیرفتن استانداردهای مبارزه با پول‌شویی و تأمین مالی تروریسم در فهرست سیاه خود قرار داد که اصطکاک بیشتری بر کانال‌های بانکی بین‌المللی باقی‌مانده تحمیل کرد.,banking,https://www.fatf-gafi.org/en/countries/black-and-grey-lists.html,Financial Action Task Force
2019-11-15,IRN,policy-enacted,Gasoline price hike triggers nationwide protests,افزایش قیمت بنزین اعتراضات سراسری را برمی‌انگیزد,Government raises subsidized fuel prices and imposes rationing overnight; protests spread to 190+ cities ('Bloody Aban'); Amnesty International verified 304 deaths in the state crackdown; a 4-day nationwide internet shutdown followed.,دولت قیمت سوخت یارانه‌ای را افزایش داد و یک‌شبه سهمیه‌بندی اعمال کرد؛ اعتراضات به بیش از 190 شهر گسترش یافت (آبان خونین)؛ سازمان عفو بین‌الملل 304 کشته در سرکوب دولتی را تأیید کرد و پس از آن قطعی چهار روزه اینترنت سراسری رخ داد.,fiscal;food,https://www.npr.org/2019/11/19/780713507/higher-gasoline-prices-in-iran-fuel-demonstrations,NPR
2020-04-28,IRN,policy-repealed,Justice Shares trading restriction lifted,رفع محدودیت معامله سهام عدالت,"Supreme Leader Khamenei approves a Rouhani-government request to let roughly 49 million Iranian holders of Justice Shares (first distributed from 2006) trade their shares directly on the Tehran Stock Exchange and Iran Fara Bourse, ending the decade-plus non-trading restriction and helping fuel a retail-investor stock market boom through mid-2020.",رهبر معظم انقلاب آیت‌الله خامنه‌ای درخواست دولت روحانی را تأیید کرد و به حدود 49 میلیون دارنده ایرانی سهام عدالت (که از سال 2006 توزیع شده بود) اجازه داد سهام خود را مستقیماً در بورس اوراق بهادار تهران و فرابورس ایران معامله کنند و به بیش از یک دهه محدودیت عدم معامله پایان داد که به رونق سرمایه‌گذاران خرد در بازار سهام تا میانه سال 2020 دامن زد.,fiscal,https://www.presstv.ir/Detail/2020/04/28/624133/Iran-Justice-Shares-vesting-Leader-Ayatollah-Khamenei,PressTV (state-media-attributed; cross-checked against Wikipedia -- Privatization in Iran for the 49-million-holder figure and market-boom context)
2020-08-09,IRN,economic-event,Tehran Stock Exchange bubble peaks then bursts,اوج‌گیری و ترکیدن حباب بورس تهران,"Encouraged by the government to invest amid rial depreciation and sanctions, retail investors pour over $900m into the Tehran Stock Exchange; the main index peaks above 2 million points on 9 August 2020 before crashing roughly 40% over the following months, wiping out many small investors' savings and triggering public anger at perceived market manipulation.",سرمایه‌گذاران خرد که دولت آنان را برای مقابله با کاهش ارزش ریال و تحریم‌ها به سرمایه‌گذاری در بورس تشویق کرده بود، بیش از ۹۰۰ میلیون دلار وارد بورس تهران کردند؛ شاخص اصلی در ۹ اوت ۲۰۲۰ از مرز دو میلیون واحد گذشت و سپس طی ماه‌های بعد نزدیک به ۴۰ درصد سقوط کرد، پس‌اندازهای بسیاری از سرمایه‌گذاران خرد را از بین برد و خشم عمومی نسبت به دستکاری ادعایی بازار را برانگیخت.,fiscal;fx,https://en.radiofarda.com/a/iran-s-stock-market-begins-to-fall-after-an-astronomical-rise-in-four-months/30787776.html,Radio Farda (RFE/RL Persian Service)
2020-08-14,IRN,political-event,UNSC rejects US bid to extend Iran arms embargo,شورای امنیت درخواست آمریکا برای تمدید تحریم تسلیحاتی ایران را رد می‌کند,"A US-sponsored resolution to indefinitely extend the UN conventional-arms embargo on Iran (due to expire under Resolution 2231's sunset clause) fails, with only the Dominican Republic joining the US in favor, Russia and China opposed, and the remaining 11 members abstaining; the vote sets up the Trump administration's contested unilateral 'snapback' claim weeks later.",قطعنامه پیشنهادی آمریکا برای تمدید نامحدود تحریم تسلیحاتی متعارف سازمان ملل علیه ایران (که بر اساس بند غروب قطعنامه 2231 در شرف انقضا بود) شکست خورد؛ تنها جمهوری دومینیکن به آمریکا پیوست، روسیه و چین مخالفت کردند و 11 عضو دیگر رأی ممتنع دادند؛ این رأی زمینه‌ساز ادعای بحث‌برانگیز و یک‌جانبه دولت ترامپ درباره «بازگشت تحریم‌ها» هفته‌ها بعد شد.,trade,https://www.armscontrol.org/blog/2020-08/p4-1-iran-nuclear-deal-alert,Arms Control Association
2020-10-01,IRN,economic-event,"Rial breaches 300,000/dollar on free market","عبور ریال از 300,000 در برابر دلار در بازار آزاد","Amid 'maximum pressure' sanctions, curtailed oil exports and pandemic-driven economic strain, Iran's open-market rial weakens past 300,000 rials/dollar for the first time -- roughly a 90% depreciation from pre-2018-sanctions levels -- deepening import-cost inflation.","در بحبوحه تحریم‌های «فشار حداکثری»، کاهش صادرات نفت و فشار اقتصادی ناشی از همه‌گیری، ریال بازار آزاد ایران برای نخستین‌بار از مرز 300,000 ریال در برابر دلار عبور کرد، کاهش ارزشی تقریباً 90 درصدی نسبت به سطوح پیش از تحریم‌های 2018 که تورم ناشی از هزینه واردات را تشدید کرد.",fx;inflation,https://www.bloomberg.com/news/articles/2020-10-01/iran-s-rial-weakens-to-new-record-low-over-u-s-sanctions-fears,Bloomberg
2020-10-18,IRN,sanction-lifted,UN arms embargo on Iran expires,انقضای تحریم تسلیحاتی سازمان ملل علیه ایران,"The 13-year UN conventional-arms embargo lapses on schedule under JCPOA/Resolution 2231's sunset clause despite the Trump administration's rejected unilateral 'snapback' claim of September 2020; the E3 (France, Germany, UK) and other Security Council members maintain the US -- having withdrawn from the JCPOA in 2018 -- has no standing to trigger snapback, and the embargo lapses as originally scheduled.",تحریم تسلیحاتی متعارف سیزده‌ساله سازمان ملل بر اساس بند غروب برجام و قطعنامه 2231 طبق برنامه منقضی شد، با وجود ادعای رد‌شده یک‌جانبه دولت ترامپ درباره «بازگشت تحریم‌ها» در شهریور 1399؛ سه کشور اروپایی (فرانسه، آلمان، بریتانیا) و دیگر اعضای شورای امنیت اصرار داشتند آمریکا، که در سال 2018 از برجام خارج شده بود، جایگاهی برای فعال‌سازی مکانیسم ماشه ندارد و تحریم طبق برنامه اصلی منقضی شد.,trade,https://www.aljazeera.com/news/2020/10/18/arms-embargo-on-iran-expires-despite-us-opposition,Al Jazeera
2021-03-27,IRN,policy-enacted,Iran-China 25-Year Cooperation Program signed,امضای برنامه ۲۵ ساله همکاری ایران و چین,"Foreign ministers Zarif and Wang Yi sign a strategic partnership framework committing China to invest in Iranian energy, transport, banking and telecoms infrastructure over 25 years -- reportedly up to $400bn, though independent analysts dispute the figure -- in exchange for steady, discounted Iranian oil supply, part of Tehran's 'Look East' hedge against Western sanctions.",محمدجواد ظریف و وانگ یی، وزیران خارجه دو کشور، سندی راهبردی امضا کردند که به موجب آن چین متعهد می‌شود طی ۲۵ سال در زیرساخت‌های انرژی، حمل‌ونقل، بانکی و مخابراتی ایران، به گفته برخی گزارش‌ها تا ۴۰۰ میلیارد دلار (رقمی که تحلیل‌گران مستقل در صحت آن تردید دارند)، سرمایه‌گذاری کند، در ازای دریافت پایدار و باتخفیف نفت ایران؛ این توافق بخشی از راهبرد «نگاه به شرق» تهران در برابر تحریم‌های غربی است.,trade;oil;fx,https://www.axios.com/2021/03/27/iran-china-25-year-cooperation-agreement,Axios
2021-12-01,IRN,policy-enacted,Raisi budget cuts National Development Fund savings rate,بودجه دولت رئیسی نرخ پس‌انداز صندوق توسعه ملی را کاهش می‌دهد,The Raisi government's first budget bill halves the share of oil revenue mandated for the National Development Fund's savings account -- from the 40% required by the fund's charter to 20% -- redirecting the freed funds to current government spending.,نخستین لایحه بودجه دولت رئیسی سهم الزامی درآمد نفتی برای صندوق توسعه ملی را از 40 درصد مقرر در اساسنامه صندوق به 20 درصد نصف کرد و منابع آزادشده را به هزینه‌های جاری دولت هدایت کرد.,fiscal;oil,https://www.iranintl.com/en/20211219736951,Iran International -- Iran Plans To Take More Money From National Reserves
2022-05-01,IRN,policy-enacted,"Preferential ""4,200 toman"" import-currency rate eliminated",حذف ارز ترجیحی 4200 تومانی,"Parliament approves ending the subsidized foreign-currency allocation for essential imports (flour, medicine), removing the ~$10-14bn/yr subsidy and roughly doubling bread prices for many bakeries.",مجلس حذف تخصیص ارز یارانه‌ای برای واردات کالاهای اساسی (آرد، دارو) را تصویب کرد و با آن یارانه‌ای به ارزش تقریبی 10 تا 14 میلیارد دلار در سال حذف شد و قیمت نان برای بسیاری از نانوایی‌ها تقریباً دو برابر شد.,fx;food;fiscal,https://www.bourseandbazaar.org/articles/2022/5/13/is-irans-bread-subsidy-reform-a-half-baked-idea,Bourse & Bazaar Foundation
2022-09-16,IRN,political-event,Mahsa Amini protests,اعتراضات مهسا امینی,"Death of Mahsa Amini in morality-police custody triggers months of nationwide unrest, disrupting business activity and accelerating rial depreciation.",مرگ مهسا امینی در بازداشت گشت ارشاد ماه‌ها ناآرامی سراسری را برانگیخت که فعالیت کسب‌وکارها را مختل و کاهش ارزش ریال را تسریع کرد.,fx,https://www.britannica.com/event/Mahsa-Amini-protests,Encyclopaedia Britannica
2023-03-10,IRN,political-event,Iran-Saudi Arabia relations restored,از سرگیری روابط ایران و عربستان سعودی,"A Beijing-brokered agreement between Iran and Saudi Arabia re-establishes diplomatic relations and reopens embassies after a seven-year rupture, easing regional tensions with implications for regional trade and investment.",توافقی با میانجی‌گری پکن میان ایران و عربستان سعودی روابط دیپلماتیک را از سر گرفت و سفارتخانه‌ها را پس از هفت سال قطع رابطه بازگشایی کرد که تنش‌های منطقه‌ای را با پیامدهایی برای تجارت و سرمایه‌گذاری منطقه‌ای کاهش داد.,trade;fx,https://www.aljazeera.com/news/2023/3/10/iran-and-saudi-agree-to-restore-relations,Al Jazeera
2023-08-10,IRN,sanction-lifted,$6bn Iranian funds unfrozen via South Korea-Qatar transfer,آزادسازی 6 میلیارد دلار از منابع ایران از طریق انتقال کره جنوبی-قطر,"As part of a prisoner-swap deal, the US issues a sanctions waiver letting roughly $6bn (5.573bn euros) in Iranian oil-revenue funds long frozen in South Korean banks move via Switzerland to restricted accounts at Qatar's Al-Ahli and Dukhan banks, usable only for humanitarian goods (food, medicine, agricultural/medical equipment) under Qatari and US oversight; five detained Americans are released in the accompanying swap on 18 September 2023.",در چارچوب توافق تبادل زندانی، آمریکا معافیت تحریمی صادر کرد که به حدود 6 میلیارد دلار (5.573 میلیارد یورو) از منابع درآمد نفتی ایران که مدت‌ها در بانک‌های کره جنوبی مسدود بود، اجازه داد از طریق سوئیس به حساب‌های محدودشده در بانک‌های الاهلی و دخان قطر منتقل شود، قابل استفاده تنها برای کالاهای بشردوستانه (غذا، دارو، تجهیزات کشاورزی و پزشکی) تحت نظارت قطر و آمریکا؛ 5 آمریکایی بازداشت‌شده در تبادل همراه در 27 شهریور 1402 آزاد شدند.,fx;banking,https://www.washingtoninstitute.org/policy-analysis/iran-hostage-deal-clarifying-6-billion-transfer,The Washington Institute for Near East Policy
2023-10-13,IRN,sanction-imposed,$6bn Qatar-held Iranian funds refrozen,انجماد دوباره 6 میلیارد دلار منابع ایران نزد قطر,"Amid bipartisan pressure following Hamas's 7 October attack on Israel, the Biden administration reaches an agreement with Qatar to block any Iranian request to access the $6bn in oil-revenue funds transferred from South Korea the previous month, effectively refreezing money that had never actually been disbursed to Iran.",در بحبوحه فشار دوحزبی پس از حمله هفتم اکتبر حماس به اسرائیل، دولت بایدن با قطر به توافقی رسید تا هرگونه درخواست ایران برای دسترسی به 6 میلیارد دلار منابع نفتی منتقل‌شده از کره جنوبی در ماه پیش را مسدود کند و عملاً وجوهی را که هرگز واقعاً به ایران پرداخت نشده بود، دوباره منجمد کرد.,fx;banking,https://www.npr.org/2023/10/13/1205665755/u-s-and-qatar-agree-to-prevent-disbursal-of-recently-unfrozen-iranian-funds,NPR
2024-01-01,IRN,institutional-change,Iran formally joins BRICS,پیوستن رسمی ایران به بریکس,"Iran's membership in the BRICS economic bloc (alongside Egypt, Ethiopia, and the UAE) takes effect 1 January 2024 after being invited in August 2023; Tehran frames membership as a hedge against Western economic isolation.",عضویت ایران در بلوک اقتصادی بریکس (در کنار مصر، اتیوپی و امارات متحده عربی) پس از دعوت در مرداد 1402، از 1 ژانویه 2024 رسمیت یافت؛ تهران این عضویت را حفاظتی در برابر انزوای اقتصادی غرب توصیف می‌کند.,trade;fx,https://www.tehrantimes.com/news/493180/Iran-joins-BRICS-group-formally-in-2024,Tehran Times (state-media-attributed; accession date cross-checked against Atlantic Council and Stimson Center coverage)
2024-05-19,IRN,political-event,President Raisi dies in helicopter crash,درگذشت رئیس‌جمهور رئیسی در سانحه بالگرد,President Ebrahim Raisi's death triggers a snap presidential election; markets and the rial reacted to the political uncertainty.,مرگ ابراهیم رئیسی، رئیس‌جمهور وقت، انتخابات زودهنگام ریاست‌جمهوری را رقم زد؛ بازارها و ریال به این بی‌ثباتی سیاسی واکنش نشان دادند.,fx,https://www.britannica.com/biography/Ebrahim-Raisi,Encyclopaedia Britannica
2024-07-28,IRN,political-event,Pezeshkian elected president,انتخاب پزشکیان به ریاست‌جمهوری,Reformist-aligned Masoud Pezeshkian wins the presidential runoff on a platform including negotiating sanctions relief.,مسعود پزشکیان با گرایش اصلاح‌طلبانه و برنامه‌ای شامل مذاکره برای رفع تحریم‌ها، دور دوم انتخابات ریاست‌جمهوری را برد.,fx;oil,https://www.britannica.com/biography/Masoud-Pezeshkian,Encyclopaedia Britannica
2025-06-13,IRN,catastrophe,Israel-Iran Twelve-Day War,جنگ دوازده‌روزه ایران و اسرائیل,"Israel launches Operation Rising Lion, striking Iranian nuclear and military sites from 13 to 24 June 2025; Iran's oil exports fall to roughly 102,000 bbl/day mid-war, a refinery near Tehran and part of the South Pars gas field are damaged, and the rial depreciates sharply through the following weeks.","اسرائیل عملیات «شیر خیزان» را آغاز کرد و از 23 خرداد تا 3 تیر 1404 اهداف هسته‌ای و نظامی ایران را هدف قرار داد؛ صادرات نفت ایران در میانه جنگ به حدود 102,000 بشکه در روز کاهش یافت، پالایشگاهی نزدیک تهران و بخشی از میدان گازی پارس جنوبی آسیب دید و ریال در هفته‌های پس از آن به‌شدت کاهش ارزش یافت.",oil;fx,https://www.aljazeera.com/news/2026/3/16/the-tell-tale-signs-how-bad-has-the-iran-war-hit-the-global-economy,Al Jazeera
2025-09-27,IRN,sanction-imposed,UN snapback sanctions reimposed,بازگشت تحریم‌های سازمان ملل (مکانیسم ماشه),"After the E3 (France, Germany, UK) trigger the JCPOA's snapback mechanism on 28 August 2025 citing Iranian non-compliance, the 30-day countdown lapses and UN Security Council sanctions under Resolutions 1696-1929 (arms embargo and proliferation-related financial and trade restrictions) are reinstated on 27-28 September 2025.",پس از فعال‌سازی مکانیسم بازگشت تحریم‌های برجام توسط سه کشور اروپایی (فرانسه، آلمان، بریتانیا) در 6 شهریور 1404 به دلیل نقض تعهدات از سوی ایران، مهلت 30 روزه سپری شد و تحریم‌های شورای امنیت سازمان ملل بر اساس قطعنامه‌های 1696 تا 1929 (تحریم تسلیحاتی و محدودیت‌های مالی و تجاری مرتبط با اشاعه) در 5 تا 6 مهر 1404 بازگردانده شد.,fx;trade;banking,https://www.state.gov/releases/office-of-the-spokesperson/2025/09/completion-of-un-sanctions-snapback-on-iran/,U.S. Department of State
2025-10-05,IRN,policy-enacted,Currency redenomination law passed,تصویب قانون حذف صفر از پول ملی,"Parliament approves a law removing four zeros from the rial (10,000 old rials = 1 new rial) and introducing a subunit called the qeran; the Central Bank has two years to set implementation procedures, followed by a three-year dual-circulation transition, amid roughly 40% inflation and a rial that has lost over 90% of its value since 2018 sanctions reimposition.","مجلس قانونی برای حذف چهار صفر از ریال (10,000 ریال قدیم برابر با 1 ریال جدید) و معرفی واحد فرعی موسوم به «قِران» تصویب کرد؛ بانک مرکزی دو سال فرصت دارد شیوه‌های اجرا را تعیین کند و پس از آن دوره گذار سه‌ساله همزمانی دو پول آغاز می‌شود، در شرایطی که تورم حدود 40 درصد است و ریال از زمان بازگشت تحریم‌ها در سال 2018 بیش از 90 درصد از ارزش خود را از دست داده است.",fx;inflation,https://www.iranintl.com/en/202510050305,Iran International
