ردیف,ماه,سال,نام گمرک,نام کشور,شماره تعرفه,عنوان تعرفه,وزن - کیلو گرم,ارزش - ریال,ارزش - دلار
408,11,1401,منطقه ویژه اقتصادی سرخس,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,20000,22896978000,74600
409,9,1401,منطقه ویژه اقتصادی سرخس,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,30000,22579830000,78000
410,2,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,33025,21463727545,85865
411,11,1401,تمرچین پیرانشهر,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25904,20733121500,67550
412,4,1401,شهرکرد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,30000,20406828000,78000
413,11,1401,مشهد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,18000,20260449300,66010
414,1,1401,مشهد,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,32000,19987869200,83167
415,10,1401,شهرکرد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
416,10,1401,اصفهان,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
417,10,1401,اراک,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
418,10,1401,همدان,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
419,10,1401,منطقه ویژه اقتصادی شیراز,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
420,11,1401,غرب تهران,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
421,11,1401,اراک,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
422,11,1401,منطقه ویژه اقتصادی نوشهر,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
423,11,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
424,11,1401,قم,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
425,12,1401,اراک,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19950450000,65000
426,10,1401,منطقه ویژه اقتصادی شیراز,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,19722105000,65000
427,11,1401,اصفهان,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,24000,19152432000,62400
428,11,1401,مشهد,ازبکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,24000,19152432000,62400
429,8,1401,همدان,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,18816525000,65000
430,9,1401,منطقه ویژه اقتصادی نوشهر,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,18816525000,65000
431,9,1401,ارومیه,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,18816525000,65000
432,1,1401,شهرکرد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,30000,18746130000,78000
433,9,1401,باشماق,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,24217,18227133540,62964
434,9,1401,تبریز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,23000,18089799000,59800
435,10,1401,منطقه ویژه اقتصادی شیراز,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22500,17931712500,58500
436,8,1401,اصفهان,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17896255000,65000
437,8,1401,اراک,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17813770000,65000
438,8,1401,غرب تهران,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17758195000,65000
439,8,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17758195000,65000
440,10,1401,منطقه ویژه اقتصادی نوشهر,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22500,17749894500,58500
441,8,1401,قزوین,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17737395000,65000
442,7,1401,تبریز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17701255000,65000
443,10,1401,پلدشت,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22500,17696542500,58324
444,7,1401,قزوین,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17601220000,65000
445,7,1401,قم,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17601220000,65000
446,7,1401,اصفهان,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17570605000,64927
447,10,1401,منطقه ویژه اقتصادی نوشهر,قطر,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22000,17556396000,57200
448,11,1401,غرب تهران,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22000,17556396000,57200
449,11,1401,مشهد,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22000,17556396000,57200
450,4,1401,مشهد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,26500,17556381700,68557
451,10,1401,اصفهان,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22000,17533230000,57200
452,6,1401,شهرکرد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17525040000,65000
453,9,1401,اصفهان,لبنان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22250,17499914250,57850
454,5,1401,شهرکرد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17337060000,65000
455,5,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17337060000,65000
456,5,1401,قم,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17337060000,65000
457,6,1401,شهرکرد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17317235000,65000
458,6,1401,اصفهان,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17169620000,64610
459,5,1401,مشهد,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,17086628000,65000
460,7,1401,اصفهان,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,24000,16993204800,62400
461,9,1401,منطقه ویژه اقتصادی ایرانیان(زرندیه),امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22500,16934872500,58500
462,4,1401,منطقه ویژه اقتصادی نوشهر,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16766490000,65000
463,4,1401,منطقه ویژه اقتصادی شیراز,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16766490000,65000
464,6,1401,اصفهان,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,24000,16624545600,62400
465,2,1401,پرویز خان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16306680000,65000
466,4,1401,اراک,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16276390000,64040
467,2,1401,اصفهان,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16255135000,65000
468,2,1401,قم,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16226145000,65000
469,2,1401,یزد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,24950,16222624730,64870
470,8,1401,منطقه ویژه اقتصادی نوشهر,قطر,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,21500,16182211500,55900
471,8,1401,منطقه ویژه اقتصادی ایرانیان(زرندیه),عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22500,16106629500,58500
472,2,1401,شهرکرد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16051100000,65000
473,2,1401,اراک,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16051100000,65000
474,1,1401,منطقه ویژه اقتصادی شیراز,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16036605000,65000
475,2,1401,اینچه برون,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16036605000,64941
476,2,1401,اینچه برون,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16036605000,64941
477,2,1401,منطقه ویژه اقتصادی شیراز,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,16036605000,64941
478,8,1401,منطقه ویژه اقتصادی نوشهر,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,21250,15994046250,55250
479,12,1401,غرب تهران,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,20000,15960360000,52000
480,4,1401,اراک,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,15958150000,62458
481,3,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,15874495000,64659
482,10,1401,اصفهان,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,20000,15777684000,52000
483,7,1401,اصفهان,لبنان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22250,15754116950,57850
484,1,1401,همدان,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,15621775000,65000
485,1,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,15621775000,65000
486,6,1401,منطقه ویژه اقتصادی نوشهر,قطر,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22500,15585511500,58500
487,7,1401,غرب تهران,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22000,15577104400,57200
488,4,1401,منطقه ویژه اقتصادی نوشهر,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22500,15305121000,58500
489,6,1401,منطقه ویژه اقتصادی نوشهر,عمان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22000,15239166800,57200
490,10,1401,خرم آباد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,15170850000,50000
491,3,1401,تبریز,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,23500,14910721800,61100
492,1,1401,غرب تهران,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,24000,14900870400,62400
493,5,1401,منطقه ویژه اقتصادی نوشهر,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,21250,14594177000,55250
494,6,1401,اصفهان,لبنان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,21000,14510277600,54464
495,9,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,20000,14499472000,52000
496,4,1401,منطقه ویژه اقتصادی نوشهر,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,21250,14454836500,55250
497,2,1401,غرب تهران,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22000,14349878400,57200
498,3,1401,غرب تهران,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22000,14279007600,58511
499,3,1401,غرب تهران,گرجستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,22000,14279007600,56918
500,9,1401,خرم آباد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,13941800000,50000
501,4,1401,مشهد,قزاقستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,20500,13914764500,53186
502,3,1401,منطقه ویژه اقتصادی نوشهر,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,21250,13493320750,55292
503,3,1401,مشهد,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,20750,13245264500,53950
504,2,1401,اصفهان,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,20000,12840880000,51347
505,2,1401,منطقه ویژه اقتصادی شیراز,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,20000,12840880000,51827
506,4,1401,شلمچه,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,24250,12688861000,48500
507,6,1401,غرب تهران,ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,18000,12437380800,46800
508,3,1401,خرم آباد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,12275500000,50000
509,3,1401,خرم آباد,پاکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,12201900000,50000
510,5,1401,غرب تهران,لبنان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,14040,11740809600,44019
511,5,1401,منطقه ویژه اقتصادی نوشهر,ترکیه,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,17000,11675341600,44200
512,3,1401,اصفهان,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,17000,11088542400,44200
513,8,1401,اراک,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,15000,10737753000,39000
514,1,1401,غرب تهران,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,17000,10622807000,44200
515,8,1401,مشهد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,14238,10106158062,37018
516,12,1401,قزوین,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,10000,10032776000,26000
517,5,1401,مشهد,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,15000,9509328000,36000
518,2,1401,قزوین,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,9002844000,36000
519,1,1401,قزوین,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,25000,8652060000,36000
520,8,1401,مشهد,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,11300,8026704140,29288
521,1,1401,شهرکرد,لبنان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,14040,7450435200,31000
522,4,1401,مشهد,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,11000,7377255600,28198
523,7,1401,مشهد,ترکمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,10000,7040488000,26000
524,2,1401,اراک,ازبکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,10000,6420440000,25913
525,2,1401,مشهد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,10000,6420440000,26000
526,3,1401,تبریز,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,10000,6383260000,26000
527,12,1401,قزوین,جمهوری آذربایجان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,5000,5016388000,13000
528,3,1401,منطقه ویژه اقتصادی نوشهر,قرقیزستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,5175,3286020465,13465
529,2,1401,مشهد,ازبکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,5000,3245229000,13000
530,3,1401,مشهد,افغانستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,5000,3174899000,12932
531,6,1401,پرویز خان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,4020,2777545836,10452
532,10,1401,منطقه ویژه اقتصادی سرخس,تاجیکستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,3000,2366652600,7711
533,12,1401,همدان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,1000,1003277600,2600
534,11,1401,همدان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,1000,798018000,2600
535,11,1401,فرودگاه امام خمینی (ره),امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,500,572424450,1865
536,9,1401,همدان,عراق,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,500,376330500,1300
537,12,1401,فرودگاه امام خمینی (ره),امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,250,199504500,650
538,7,1401,منطقه ویژه اقتصادی ایرانیان(زرندیه),کویت,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,250,176012200,650
539,11,1401,فرودگاه امام خمینی (ره),لبنان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,100,92079000,300
540,2,1401,منطقه ویژه اقتصادی نوشهر,امارات متحده عربی,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,125,80255500,325
541,4,1401,فرودگاه امام خمینی (ره),ارمنستان,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,79,40156964,158
542,8,1401,منطقه ویژه اقتصادی ایرانیان(زرندیه),کویت,4021020,شیر خشک صنعتی از گاو که میزان مواد چرب آن بیشتر از 1/5 درصد وزنی نباشد غیر از مذکور در جای دیگر,50,35627540,130
