law_id,law_title_fa,law_title_en,law_summary_en,law_summary_fa,note
4a4ccdb522da,قانون اصلاح موادي از قانون مالياتهاي مستقيم مصوب سوم اسفند ماه 1366 مجلس شوراي اسلامي,Act Amending Certain Provisions of the 1988 Direct Taxation Act,"Passed in 1992, this law amends numerous articles of Iran's Direct Taxation Act, revising exemptions for charitable and religious income and taxing the commercial business income of otherwise tax-exempt charitable and professional institutions.",این قانون که در سال ۱۳۷۱ تصویب شد، مواد متعددی از قانون مالیات‌های مستقیم مصوب ۱۳۶۶ را اصلاح می‌کند، معافیت‌های درآمد خیریه و مذهبی را بازنگری می‌کند و درآمد حاصل از فعالیت‌های اقتصادی مؤسسات خیریه و مجامع حرفه‌ای معاف از مالیات را مشمول مالیات می‌کند.,
8cad78dc2982,لايحه قانوني اداره امور بانكها,Act on the Administration of Banks,"Passed in 1979 to implement the bank nationalization law, this act restructures the governance of all Iranian banks under a shared assembly of government ministers, a supreme banking council, and individual boards and managing directors for each bank, replacing the pre-nationalization corporate governance structure.",این لایحه قانونی که در سال ۱۳۵۸ برای اجرای قانون ملی شدن بانک‌ها تصویب شد، اداره کلیه بانک‌های کشور را زیر نظر مجمع عمومی مشترک وزرا، شورای عالی بانک‌ها و هیئت‌مدیره و مدیرعامل هر بانک بازسازماندهی می‌کند و جایگزین ساختار حاکمیت شرکتی پیش از ملی شدن می‌شود.,
8c9844ccb399,آیین‌نامه اجرایی نحوه طبقه‌بندی بنگاه‌ها، تایید صورتهای مالی و بازاریابی بنگاه‌های مشمول واگذاری با اصلاحات و الحاقات بعدی,"Executive Bylaw on Classifying Enterprises, Certifying Financial Statements, and Marketing Companies Subject to Privatization","Issued in 2009, this bylaw requires state agencies to classify their privatizable enterprises using a scoring system based on employee count, technology level and financial performance, and to submit audited financial statements and asset lists to the Ministry of Economic Affairs and Finance to prepare them for sale.",این آیین‌نامه که در سال ۱۳۸۸ صادر شد، دستگاه‌های دولتی را موظف می‌کند بنگاه‌های مشمول واگذاری خود را با سیستم امتیازدهی بر اساس تعداد کارکنان، سطح فناوری و وضعیت مالی طبقه‌بندی و صورت‌های مالی حسابرسی‌شده و فهرست دارایی‌ها را برای آماده‌سازی فروش به وزارت امور اقتصادی و دارایی ارائه کنند.,
0246a28e5515,قانون بودجه سال 1349 كل كشور,National Budget Act for 1970-71 (1349),"Passed in 1970, this is the annual state budget law setting total government revenue and expenditure at about 406,662 million rials for that fiscal year, including the government's general and dedicated (earmarked) revenue accounts.",این قانون که در سال ۱۳۴۸ تصویب شد، بودجه کل کشور برای سال ۱۳۴۹ را با درآمد و هزینه پیش‌بینی‌شده حدود چهارصد و شش میلیارد و ششصد و شصت و دو میلیون ریال تعیین می‌کند، شامل حساب‌های درآمد عمومی و اختصاصی دولت.,
1230cd960f78,قانون موافقتنامه تجارت ترجيحي بين كشورهاي عضو  دي  -هشت,Act Ratifying the D-8 Preferential Trade Agreement,"Passed in 2007, this law ratifies Iran's membership in the D-8 Preferential Trade Agreement, a pact among eight major Muslim-majority developing countries, Bangladesh, Egypt, Iran, Indonesia, Malaysia, Nigeria, Pakistan and Turkey, to gradually reduce tariffs and non-tariff barriers to expand trade among members.",این قانون که در سال ۱۳۸۶ تصویب شد، عضویت ایران در موافقتنامه تجارت ترجیحی دی‌هشت را تصویب می‌کند، پیمانی میان هشت کشور بزرگ در حال توسعه با اکثریت مسلمان، بنگلادش، مصر، ایران، اندونزی، مالزی، نیجریه، پاکستان و ترکیه، برای کاهش تدریجی تعرفه‌ها و موانع غیرتعرفه‌ای به منظور گسترش تجارت میان اعضا.,
cdb4a87593ab,قانون تاسيس شركت سهامي شيلات جنوب ايران,Act on the Establishment of the Southern Iran Fisheries Company,"Passed in 1971, this law establishes the Southern Iran Fisheries Company, a state joint-stock company with initial capital of 500 million rials, to develop fishing in the Persian Gulf, Sea of Oman and southern coastal rivers, support local fishing cooperatives, and improve the region's economy; it was dissolved in 2005 with its functions absorbed into the Iran Fisheries Organization.",این قانون که در سال ۱۳۵۰ تصویب شد، شرکت سهامی شیلات جنوب ایران را با سرمایه اولیه پانصد میلیون ریال برای بهره‌برداری از منابع دریایی خلیج‌فارس، دریای عمان و رودخانه‌های ساحلی جنوب و کمک به شرکت‌های تعاونی صید تأسیس می‌کند؛ این شرکت در سال ۱۳۸۴ منحل و وظایف آن به سازمان شیلات ایران منتقل شد.,
af1bd3d63708,قانون  صندوق  ضمانت  صادرات  ايران,Export Guarantee Fund of Iran Act,"Passed in 1973, this law establishes the Export Guarantee Fund of Iran as a state joint-stock company with initial capital of 200 million rials to insure exporters against commercial and political risks that private insurers typically won't cover, and to guarantee export credit.",این قانون که در سال ۱۳۵۲ تصویب شد، صندوق ضمانت صادرات ایران را به‌صورت شرکت سهامی با سرمایه اولیه دویست میلیون ریال تأسیس می‌کند تا صادرکنندگان را در برابر خطراتی که شرکت‌های بیمه تجاری معمولا پوشش نمی‌دهند بیمه کند و اعتبارات صادراتی را تضمین نماید.,
54bc3643cc68,قانون الغاي قرارداد نفت با كنسرسيوم مصوب ...  بين دولت شاهنشاهي ايران و شركتهاي خارجي,Act on the Termination of the 1954 Consortium Oil Agreement and Authorization of a New Oil Sale and Purchase Contract with Foreign Companies,"Passed in 1973, this law cancels the 1954 Consortium oil agreement between Iran and a group of Western oil majors, and authorizes a new sale and purchase contract giving Iran and the National Iranian Oil Company greater direct control over the country's oil production and exports.",این قانون که در سال ۱۳۵۲ تصویب شد، قرارداد کنسرسیوم نفت مصوب ۱۳۳۳ میان ایران و گروهی از شرکت‌های بزرگ نفتی غربی را لغو می‌کند و اجرای قرارداد جدید فروش و خرید نفت را که کنترل مستقیم بیشتری بر تولید و صادرات نفت به ایران و شرکت ملی نفت ایران می‌داد، مجاز می‌شمارد.,
53a5e8e30866,قانون بودجه سال 1385 كل كشور,National Budget Act for 2006-07 (1385),"Passed in 2006, this is the annual state budget law setting total government resources and expenditures at roughly 1,915,105 billion rials for that fiscal year.",این قانون که در سال ۱۳۸۴ تصویب شد، بودجه کل کشور برای سال ۱۳۸۵ را با منابع و مصارف حدود یک میلیون و نهصد و پانزده هزار میلیارد ریال تعیین می‌کند.,
eb3e4a0e58f9,دستورالعمل حقوق ورودي گوشي  تلفن همراه خ ... امه شماره1901562  1403 مورخ 28  12  1402,"Directive on Import Duties for Foreign Mobile Phones, Replacing Circular No. 1901562 of 2024","Issued in 2025 under that year's budget law, this directive sets import customs duty at 15 percent for foreign mobile phones priced between 600 and 1,000 euros, and 30 percent on the portion of the price above 1,000 euros, based on the euro exchange rate, and raises the VAT rate by one percentage point to 10 percent.",این دستورالعمل که در سال ۱۴۰۴ ذیل قانون بودجه همان سال صادر شد، حقوق گمرکی واردات گوشی همراه خارجی با قیمت بین ششصد تا هزار یورو را پانزده درصد و نسبت به مازاد بر هزار یورو را سی درصد، بر مبنای نرخ یورو، تعیین می‌کند و نرخ مالیات بر ارزش افزوده را یک واحد درصد به ده درصد افزایش می‌دهد.,
ee854602ac89,قانون حمل و نقل و عبور كالاهاي خارجي از قلمرو جمهوري اسلامي ايران,Act on the Transport and Transit of Foreign Goods Through the Territory of the Islamic Republic of Iran,"Passed in 1996, this law regulates the transit of foreign goods through Iranian territory to third countries, exempting transit shipments from import licensing requirements except for goods banned on security or religious grounds, and designates customs-controlled transit zones at ports, rail stations and airports to facilitate transit trade.",این قانون که در سال ۱۳۷۴ تصویب شد، ترانزیت کالاهای خارجی از قلمرو ایران به کشور ثالث را تنظیم می‌کند، کالاهای ترانزیتی را از نیاز به مجوز واردات معاف می‌کند مگر به دلایل امنیتی یا شرعی، و مناطق گمرکی ترانزیتی در پایانه‌های باربری، ایستگاه‌های راه‌آهن و فرودگاه‌ها را برای تسهیل تجارت ترانزیتی تعیین می‌کند.,
6b6b4c57946c,بودجه سال 1352 كل كشور,National Budget Act for 1973-74 (1352),"Passed in 1972, this is the annual state budget law setting total government revenue and expenditure at about 824,418 million rials for that fiscal year.",این قانون که در سال ۱۳۵۱ تصویب شد، بودجه کل کشور برای سال ۱۳۵۲ را با درآمد و هزینه پیش‌بینی‌شده حدود هشتصد و بیست و چهار هزار و چهارصد و هجده میلیون ریال تعیین می‌کند.,
866b8e1f11b2,قانون بودجه سال 1387 كل كشور,National Budget Act for 2008-09 (1387),"Passed in 2007, this is the annual state budget law setting total government resources and expenditures at roughly 2,938,845 billion rials for that fiscal year.",این قانون که در سال ۱۳۸۶ تصویب شد، بودجه کل کشور برای سال ۱۳۸۷ را با منابع و مصارف حدود دو میلیون و نهصد و سی و هشت هزار میلیارد ریال تعیین می‌کند.,
857f5c3efe3f,آيين  نامه اجرايي شيوه  هاي قيمت  گذاري  ... فرهنگي جمهوري اسلامي ايران ـ مصوب 1383 ـ,"Executive Bylaw on Share Pricing Methods, Discounts, and Buyer Payment Terms Under the Third Development Plan Act","Issued in 2005, this bylaw classifies state company shares for privatization sale into gradually offered exchange-listed shares, actively traded exchange shares, block-traded exchange shares, and auction-sold shares, and sets how each category is priced.",این آیین‌نامه که در سال ۱۳۸۴ صادر شد، سهام شرکت‌های دولتی مشمول واگذاری را به سهام تدریجی، سهام دارای بازار فعال در بورس، سهام بلوکی بورسی و سهام مزایده‌ای طبقه‌بندی می‌کند و روش قیمت‌گذاری هر دسته را تعیین می‌کند.,
76bad6fd14a4,آيين نامه اجرايي ماده  17  قانون اصلاح الگوي مصرف انرژي,Executive Bylaw of Article 17 of the Energy Consumption Pattern Reform Act,"Issued in 2015, this bylaw sets the framework for energy service company (ESCO) contracts in Iran, under which a licensed energy services company implements efficiency measures for a client and is paid from the resulting verified energy savings, overseen by an accredited energy efficiency consulting firm.",این آیین‌نامه که در سال ۱۳۹۴ صادر شد، چارچوب قراردادهای خدمات انرژی ایران را تعیین می‌کند که طبق آن یک شرکت خدمات انرژی دارای صلاحیت اقدامات صرفه‌جویی را برای کارفرما اجرا و از محل صرفه‌جویی تأییدشده هزینه دریافت می‌کند، با نظارت شرکت مشاور بهینه‌سازی انرژی دارای تأییدیه.,
8caf0604f9aa,آيين نامه اجرايي قيمت گذاري سهام متعلق ب ... فيفها و چگونگي پرداخت قيمت توسط خريداران,"Executive Bylaw on Pricing Shares of the Government and State Companies, Discounts, and Buyer Payment Terms","Issued in 2008, this bylaw sets the pricing methodology for privatizing government and state company shares, distinguishing between shares sold gradually or in blocks through the stock exchange and shares sold by auction or negotiation outside the exchange.",این آیین‌نامه که در سال ۱۳۸۷ صادر شد، روش قیمت‌گذاری سهام دولتی و شرکت‌های دولتی مشمول واگذاری را تعیین می‌کند و میان سهام عرضه‌شده تدریجی یا بلوکی از طریق بورس و سهام عرضه‌شده از طریق مزایده یا مذاکره خارج از بورس تمایز قائل می‌شود.,
0f641d07ebd0,آيين نامه چگونگي قراردادهاي بيع متقابل غير نفتي,Bylaw on Non-Oil Buy-Back Contracts,"Issued in 2001 under the Third Development Plan Act, this bylaw sets the framework for non-oil buy-back contracts, in which a foreign investor finances capital goods, raw materials or services for an Iranian production project and is repaid through the export proceeds of the project's output, channeled through licensed Iranian banks acting as agents.",این آیین‌نامه که در سال ۱۳۷۹ ذیل قانون برنامه سوم توسعه صادر شد، چارچوب قراردادهای بیع متقابل غیرنفتی را تعیین می‌کند که طبق آن سرمایه‌گذار خارجی تأمین مالی کالاهای سرمایه‌ای، مواد اولیه یا خدمات یک طرح تولیدی ایرانی را برعهده می‌گیرد و از محل عواید صادراتی محصول طرح، از طریق بانک‌های عامل، بازپرداخت می‌شود.,
17fe8945fdcf,قانون حفاظت و بهره برداري از منابع آبزي جمهوري اسلامي ايران,Act on the Conservation and Utilization of Aquatic Resources of the Islamic Republic of Iran,"Passed in 1995, this law declares Iran's aquatic resources national wealth managed by the state fisheries company (Iran Fisheries), which is tasked with research, licensing fishing activity, managing fishing ports, and regulating aquaculture and the import and export of aquatic products.",این قانون که در سال ۱۳۷۴ تصویب شد، منابع آبزی ایران را ثروت ملی اعلام می‌کند که توسط شرکت سهامی شیلات ایران مدیریت می‌شود، نهادی موظف به تحقیقات، صدور پروانه صید، مدیریت بنادر صیادی و تنظیم آبزی‌پروری و صادرات و واردات آبزیان.,
03e2f5f7e36a,قانون اجازه تحصيل چهل و دو ميليون دلار و ... ن المللي ترميم و توسعه جهت ساختمان سد دز,Act Authorizing a $42 Million Loan from the International Bank for Reconstruction and Development for Construction of the Dez Dam,"Passed in 1960, this law authorizes the government to borrow 42 million dollars from the World Bank to fund construction of the Dez Dam, and establishes the Khuzestan Water and Power Authority to build, operate and manage the dam and related agricultural development in the region.",این قانون که در سال ۱۳۳۹ تصویب شد، به دولت اجازه می‌دهد چهل و دو میلیون دلار وام از بانک بین‌المللی ترمیم و توسعه برای ساخت سد دز دریافت کند و سازمان آب و برق خوزستان را برای ساخت، بهره‌برداری و مدیریت سد و عمران کشاورزی منطقه تأسیس می‌کند.,
8413eded7884,آيين نامه نحوه تأسيس و اداره مؤسسات اعتباري غيردولتي,Bylaw on the Establishment and Administration of Non-Governmental Credit Institutions,"Issued in 2015, this bylaw sets the licensing process for privately owned banks and non-bank credit institutions in Iran, defining a four-stage approval sequence, in-principle approval, initial permit, establishment permit and operating permit, all issued by the Central Bank.",این آیین‌نامه که در سال ۱۳۹۳ صادر شد، فرآیند اخذ مجوز بانک‌ها و مؤسسات اعتباری غیربانکی خصوصی ایران را تعیین می‌کند و مراحل چهارگانه موافقت اصولی، اجازه‌نامه اولیه، اجازه‌نامه تأسیس و اجازه‌نامه فعالیت، همگی صادره از بانک مرکزی، را تعریف می‌کند.,
c6906b6d08e6,آيين نامه اجرايي قانون توسعه حمل ونقل عمومي و مديريت مصرف سوخت,Executive Bylaw of the Public Transportation Development and Fuel Consumption Management Act,"Issued in 2008, this bylaw implements the 2007 public transportation law, assigning municipalities responsibility for urban transport management and creating an annual ranking and award for the best-performing municipalities and transport companies.",این آیین‌نامه که در سال ۱۳۸۷ صادر شد، قانون توسعه حمل و نقل عمومی و مدیریت مصرف سوخت مصوب ۱۳۸۶ را اجرایی می‌کند، مسئولیت مدیریت حمل‌ونقل شهری را بر عهده شهرداری‌ها می‌گذارد و رتبه‌بندی و جایزه سالانه برای شهرداری‌ها و شرکت‌های برتر ایجاد می‌کند.,
8100fb4e5e94,آيين نامه اجرايي ماده  24  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,Executive Bylaw of Article 24 of the Act on Removing Obstacles to Competitive Production and Improving the Financial System,"Issued in 2015, this bylaw lets government agencies sell surplus capital assets and unfinished public investment projects through public auction, with proceeds used partly to recapitalize state-owned banks.",این آیین‌نامه که در سال ۱۳۹۴ صادر شد، به دستگاه‌های دولتی اجازه می‌دهد اموال مازاد و طرح‌های تملک دارایی‌های سرمایه‌ای نیمه‌تمام خود را از طریق مزایده عمومی بفروشند و بخشی از منابع حاصل صرف افزایش سرمایه بانک‌های دولتی شود.,
0a0e2b23ffbd,آيين نامه اجرايي ماده  37  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,Executive Bylaw of Article 37 of the Act on Removing Obstacles to Competitive Production and Improving the Financial System,"Issued in 2015, this bylaw generally bans export duties on Iranian goods and services, but allows narrow exceptions for subsidized goods, raw materials, and low-value-added products, aimed at encouraging exporters to move up the value chain, subject to conditions that the duty not oversupply the domestic market or shut down production.",این آیین‌نامه که در سال ۱۳۹۴ صادر شد، وضع هرگونه عوارض بر صادرات را عموما ممنوع می‌کند اما استثنائاتی محدود برای کالاهای یارانه‌ای، مواد خام و کالاهای با ارزش افزوده پایین قائل می‌شود تا صادرکنندگان به سمت ارزش افزوده بالاتر حرکت کنند، مشروط به آنکه عوارض موجب مازاد عرضه داخلی یا توقف تولید نشود.,
58e07deeafc3,قانون تشكيل شركتهاي سهامي زراعي,Farm Corporations Formation Act (1968),"Passed in 1968, this is the original law authorizing the Ministry of Land Reform and Rural Cooperation to organize farm corporations that pool smallholders' land rights into shares, consolidating fragmented farmland to raise rural incomes and mechanize agriculture; it was later restated with amendments in the 1973 Farm Corporations Formation Act.",این قانون که در سال ۱۳۴۶ تصویب شد، نسخه اولیه قانونی است که به وزارت اصلاحات ارضی و تعاون روستایی اجازه تشکیل شرکت‌های سهامی زراعی، تجمیع حق بهره‌برداری خرده‌مالکان در قالب سهام برای جلوگیری از خرد شدن اراضی و افزایش درآمد روستایی و مکانیزه شدن کشاورزی را می‌داد؛ این قانون بعدها با اصلاحاتی در قانون تشکیل شرکت‌های سهامی زراعی مصوب ۱۳۵۲ بازنویسی شد.,
767c4e5d0521,آيين نامه اجرايي قانون احداث پروژه هاي ع ... كت بانك ها و ساير منابع مالي و پولي كشور,Executive Bylaw of the Act on Constructing Road and Transportation Development Projects Through Bank Partnership,"Issued in 2015 to implement a 1987 law, this bylaw sets the build-operate-transfer framework for financing Iranian road and transportation infrastructure through private companies that raise capital from banks, share sales or Islamic bonds, recover their investment during an operating period, then hand the asset back to the state.",این آیین‌نامه که در سال ۱۳۹۴ برای اجرای قانون احداث پروژه‌های عمرانی راه و ترابری مصوب ۱۳۶۶ صادر شد، چارچوب ساخت-بهره‌برداری-انتقال برای تأمین مالی زیرساخت راه و ترابری ایران را از طریق شرکت‌هایی که سرمایه را از بانک‌ها، فروش سهام یا صکوک تأمین می‌کنند و پس از بازگشت سرمایه در دوره بهره‌برداری، طرح را به دولت تحویل می‌دهند، تعیین می‌کند.,
ae284bc426c6,آيين نامه وصول مطالبات سررسيد گذشته، معوق و مشكوك الوصول موسسات اعتباري  ريالي و ارزي,"Bylaw on the Collection of Past-Due, Non-Performing and Doubtful Debts of Credit Institutions","Issued in 2009, this bylaw sets rules for how Iranian banks pursue overdue and non-performing loans, defining categories such as chain (interlocking-ownership) companies and good-standing customers, and restricting new lending to borrowers with unresolved non-performing debt elsewhere in the banking system.",این آیین‌نامه که در سال ۱۳۸۸ صادر شد، قواعد وصول مطالبات سررسید گذشته، معوق و مشکوک‌الوصول مؤسسات اعتباری ایران را تعیین می‌کند، شرکت‌های زنجیره‌ای و مشتریان خوش‌حساب را تعریف می‌کند و اعطای تسهیلات جدید به بدهکاران دارای مطالبات غیرجاری در سایر بانک‌ها را محدود می‌کند.,
d41f076add8d,رأي شماره 487 هيأت عمومي ديوان عدالت ادا ... 5  12  1393 دبيرخانه كارگروه تنظيم بازار,Ruling No. 487 of the Administrative Court of Justice Voiding a Market Regulation Task Force Decision on Petrochemical Fertilizer Pricing,"Issued in 2017, this ruling of Iran's Administrative Court of Justice strikes down a 2015 Market Regulation Task Force decision that had required petrochemical companies to sell fertilizer to the Agricultural Support Services Company at a negotiated fixed price, finding it conflicted with the Targeted Subsidies Act's rule that petrochemical products purchased by or for the government be priced at the commodity exchange rate.",این رأی که در سال ۱۳۹۶ توسط هیأت عمومی دیوان عدالت اداری صادر شد، مصوبه سال ۱۳۹۳ دبیرخانه کارگروه تنظیم بازار که شرکت‌های پتروشیمی را ملزم به فروش کود شیمیایی به شرکت خدمات حمایتی کشاورزی با قیمت توافقی می‌کرد را ابطال می‌کند، با این استدلال که با حکم قانون هدفمند کردن یارانه‌ها مبنی بر مبنا قرار گرفتن قیمت بورس برای خرید محصولات پتروشیمی توسط دولت مغایرت دارد.,
51bf9137ad67,قانون موافقتنامه تشويق و حمايت متقابل ا ...  جمهوري اسلامي ايران و دولت جمهوري اتريش,Act Ratifying the Iran-Austria Bilateral Investment Promotion and Protection Agreement,"Passed in 2004, this law ratifies a bilateral investment treaty between Iran and Austria, under which each country agrees to protect and not discriminate against investments made by the other's nationals and companies within its territory.",این قانون که در سال ۱۳۸۲ تصویب شد، موافقتنامه دوجانبه تشویق و حمایت متقابل از سرمایه‌گذاری میان ایران و اتریش را تصویب می‌کند که بر اساس آن هر دو کشور متعهد به حمایت و عدم تبعیض علیه سرمایه‌گذاری اتباع و شرکت‌های طرف دیگر در قلمرو خود می‌شوند.,
12cbb7d83016,اتخاذ تصميماتي در خصوص چگونگي پرداخت جوايز و مشوق هاي صادراتي,Cabinet Decision on the Payment of Export Awards and Incentives,"Issued in 2006, this cabinet decision sets Iran's export incentive award formula, paying exporters a cash bonus scaled to their product's value-added share, from 0.5 percent for goods with 5-10 percent value added up to 3 percent for high value-added, competitively disadvantaged goods, plus an extra 2 percent for textile and garment exporters.",این تصویب‌نامه که در سال ۱۳۸۵ صادر شد، فرمول جایزه صادراتی ایران را تعیین می‌کند، پاداشی نقدی متناسب با سهم ارزش افزوده کالا، از نیم درصد برای ارزش افزوده پنج تا ده درصد تا سه درصد برای کالاهای با ارزش افزوده بالا و مزیت رقابتی ضعیف، به‌علاوه دو درصد اضافی برای صادرکنندگان نساجی و پوشاک، پرداخت می‌کند.,
1fecd50f6a38,آيين نامه اجرايي ماده  44  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,Executive Bylaw of Article 44 of the Act on Removing Obstacles to Competitive Production and Improving the Financial System,"Issued in 2015, this bylaw lets the government co-invest, up to 49 percent, alongside banks and the private sector in non-governmental research and technology funds that finance applied research and technology development.",این آیین‌نامه که در سال ۱۳۹۴ صادر شد، به دولت اجازه می‌دهد تا سقف چهل و نه درصد سرمایه، در کنار بانک‌ها و بخش خصوصی، در صندوق‌های پژوهش و فناوری غیردولتی که تأمین مالی پژوهش‌های کاربردی-توسعه‌ای را برعهده دارند مشارکت کند.,
73e198764c3f,آيين نامه اجرايي قانون تشكيل و اداره مناطق ويژه اقتصادي جمهوري  اسلامي ايران,Executive Bylaw of the Act on the Establishment and Administration of Special Economic Zones,"Issued in 2006, this bylaw sets the procedure for establishing and administering Iran's special economic zones, requiring a zone authority to prepare a comprehensive land-use plan for approval by the Supreme Council of Free and Special Economic Zones, and taxing the foreign-origin content of goods brought in for repair before re-export under standard import duty rules.",این آیین‌نامه که در سال ۱۳۸۵ صادر شد، رویه ایجاد و اداره مناطق ویژه اقتصادی ایران را تعیین می‌کند، سازمان منطقه را موظف به تهیه طرح جامع کاربری زمین برای تصویب شورای عالی مناطق آزاد و ویژه اقتصادی می‌کند و کالاهای وارد شده به منطقه برای تعمیر و بازگشت را به میزان قطعات خارجی مشمول حقوق ورودی می‌کند.,
6629bc0f3846,آیین‌نامه اجرایی ماده (۶) قانون الحاق موادی به قانون تنظیم بخشی از مقررات مالی دولت با اصلاحات و الحاقات بعدی,Executive Bylaw of Article 6 of the Act Adding Articles to the State Financial Regulations Act,"Issued in 2006, this bylaw lets Iranian state companies partner with foreign and domestic investors under build-operate-transfer, buy-back, and civil partnership arrangements, with the Ministry of Economic Affairs guaranteeing repayment of contractual obligations for state companies whose output the government is obligated to purchase.",این آیین‌نامه که در سال ۱۳۸۵ صادر شد، به شرکت‌های دولتی ایران اجازه می‌دهد با سرمایه‌گذاران داخلی و خارجی در قالب روش‌های ساخت-بهره‌برداری-واگذاری، بیع متقابل و مشارکت مدنی قرارداد ببندند و وزارت امور اقتصادی بازپرداخت تعهدات قراردادی شرکت‌های دولتی که محصولشان را دولت خریداری می‌کند را تضمین می‌کند.,
4ad1c6956878,بخشنامه سازمان توسعه تجارت ايران درخصوص  ...  تغييرات نرخ ارز مبناي محاسبه حقوق ورودي,Trade Promotion Organization of Iran Circular Communicating 2025 Tariff and Commercial Profit Rate Amendments,"Issued in 2025, this circular forwards a cabinet decision revising tariff classifications and commercial profit (customs surcharge) rate bands for that year to align with the new exchange rate used to calculate import duties, as set under that year's budget law.",این بخشنامه که در سال ۱۴۰۴ صادر شد، تصویب‌نامه هیئت دولت درباره اصلاحات تعرفه‌ای و طبقات سود بازرگانی متناسب با تغییر نرخ ارز مبنای محاسبه حقوق ورودی، بر اساس قانون بودجه همان سال، را به گمرکات ابلاغ می‌کند.,same subject matter and date as fc429f18b0f6 and 32e3705e4dc9 (companion customs circulars implementing the same 1404 tariff decision)
c4f2fb92ff73,رأی شماره ۲۵۵۲ هﯿات عمومﯽ دﯾوان عدالت اداری با موضوع ابطال بخشنامه شماره ۲۰۰ / ۹۷ / ۱۷۷ - ۱۳۹۷ / ۱۲ / ۲۸ سازمان امور مالﯿاتﯽ کشور مبنی بر شمول مالﯿات بر درآمد در موارد اعلام ارزش بازار ﯾا خالص ارزش فروش در دفاتر موضوع سهام شرکت‌های پذﯾرفته شده در بورس ﯾا بازارهای مجاز مشابه ابطال شد با اصلاحات و الح,Ruling No. 2552 of the Administrative Court of Justice Voiding a Tax Circular on Taxing Unrealized Stock Valuation Gains,"Issued in 2021, this ruling of Iran's Administrative Court of Justice strikes down a 2019 tax circular that had taxed companies on the market or net sale value of listed shares recorded in their books, on the grounds that it disregarded the tax exemption for stock-exchange investment income under Article 143 bis of the Direct Taxation Act.",این رأی که در سال ۱۴۰۰ توسط هیأت عمومی دیوان عدالت اداری صادر شد، بخشنامه سازمان امور مالیاتی مصوب ۱۳۹۷ که ثبت ارزش بازار یا خالص ارزش فروش سهام شرکت‌های بورسی در دفاتر را مشمول مالیات بر درآمد می‌کرد را ابطال می‌کند، با این استدلال که معافیت مالیاتی درآمد سرمایه‌گذاری بورسی موضوع ماده ۱۴۳ مکرر قانون مالیات‌های مستقیم را نادیده می‌گرفت.,
211705960a47,قانون معافیت از پرداخت سهم بیمه کارفرمایانی که حداکثر پنج نفر کارگر دارند با اصلاحات و الحاقات بعدی,Act Exempting Employers with Up to Five Workers from Paying the Employer's Social Insurance Share,"Passed in 1983, this law exempts employers of small workshops, up to five workers, that use public utilities such as electricity, water, telephone or roads, from paying the employer's share of social insurance contributions, with employers of more than five workers paying only for the workers beyond the fifth.",این قانون که در سال ۱۳۶۱ تصویب شد، کارفرمایان کارگاه‌های کوچک تا پنج کارگر که از خدمات دولتی مانند برق، آب، تلفن و راه استفاده می‌کنند را از پرداخت سهم بیمه کارفرمایی معاف می‌کند و کارفرمایان بیش از پنج کارگر فقط بابت مازاد بر پنج نفر حق بیمه پرداخت می‌کنند.,
79a4fae0dfba,قانون مربوط باجازه ساختمان سدهاي درود زن و زرينه رود,Act Authorizing Construction of the Doroudzan and Zarrineh-Rud Dams,"Passed in 1960, this law authorizes the government to raise up to 45 million dollars in domestic or foreign loans to build the Doroudzan Dam in Fars and the Zarrineh-Rud Dam in Azerbaijan, with Bank Melli Iran guaranteeing repayment and loan principal and interest to be repaid from water and electricity sale proceeds.",این قانون که در سال ۱۳۳۸ تصویب شد، به دولت اجازه می‌دهد تا سقف چهل و پنج میلیون دلار وام داخلی یا خارجی برای ساخت سد درودزن فارس و سد زرینه‌رود آذربایجان تحصیل کند، با تضمین بازپرداخت توسط بانک ملی ایران و بازپرداخت اصل و بهره از محل عواید فروش آب و برق.,
e3549efc50f6,لايحه قانوني راجع به معافيت ماشين آلات ت ... يشود از پرداخت حقوق گمركي و سود بازرگاني,Act on Exempting Production Machinery Imported by Licensed Industrial and Mining Enterprises from Customs Duty and Commercial Profit,"Passed in 1980 by the Revolutionary Council, this law exempts production machinery imported by licensed industrial and mining enterprises, with Ministry of Industry approval, from customs duty and commercial profit surcharge, treating diversion of the machinery to unauthorized uses as smuggling.",این لایحه قانونی که در سال ۱۳۵۹ به تصویب شورای انقلاب رسید، ماشین‌آلات تولیدی وارداتی توسط واحدهای تولیدی، صنعتی و معدنی مجاز با موافقت وزارت صنعت را از حقوق گمرکی و سود بازرگانی معاف می‌کند و مصرف این ماشین‌آلات در غیر مصرف تعیین‌شده را قاچاق تلقی می‌کند.,
