law_id,law_date,law_title_fa,n_charts,source_path
aec35c63e637,1986,اصلاحيه ماده 53 آيين نامه اجرايي قانون مقررات صادرات و واردات سال 65,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_اصلاحيه_ماده_53_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_سال_65_3824787384469354550.txt
05812a24dad6,1984,آيين نامه استخراج و فروش معادن توسط بخش خصوصي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_آيين_نامه_استخراج_و_فروش_معادن_توسط_بخش_خصوصي_10780570164633202650.txt
cbfdb25886d6,2000,آيين نامه  نحوه  تعيين  و تشخيص  معادن  بزرگ  و كوچك,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه__نحوه__تعيين__و_تشخيص__معادن__بزرگ__و_كوچك_8892581381664021635.txt
f8dc53c768d9,2012,آيين نامه ماده  13  قانون توسعه ابزارها  ... ي كلي اصل  44  قانون اساسي - مصوب - 1388,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_ماده__13__قانون_توسعه_ابزارها__..._ي_كلي_اصل__44__قانون_اساسي_-_مصوب_-_1388_636471002640606093.txt
478e7a6f69f7,2011,آيين نامه اجرايي ماده   14   قانون توسعه ... راي سياست هاي كلي اصل   44   قانون اساسي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده___14___قانون_توسعه_..._راي_سياست_هاي_كلي_اصل___44___قانون_اساسي_3472018483380900768.txt
57f6a8c265b0,2003,قانون اصلاح ماده  60  و جدول شماره  2  ق ... امي ايران و قانون بودجه سال 1382 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_ماده__60__و_جدول_شماره__2__ق_..._امي_ايران_و_قانون_بودجه_سال_1382_كل_كشور_14918116952717102065.txt
8ba852a1085b,1980,لایحه قانونی راجع به استفاده از مبلغ ۲۰ میلیارد ریال حاصل از قطع کمک دولت به قیمت گوشت مصرفی تهران و اصفهان جهت بهبود امر دامپروری و احیای دامپروری سنتی روستائی با اصلاحات و الحاقات بعدی,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/11311277616530975682_11311277616530975682.txt
4d7d6955ca60,2015,آيين نامه اجرايي ماده  25  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__25__قانون_رفع_موانع_توليد_رقابت_پذير_و_ارتقاي_نظام_مالي_كشور_3038032540139124197.txt
1f1cdcf5f33b,1969,قانون تشكيل سازمانهاي عمران كشاورزي و توسعه دامپروري,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/_قانون_تشكيل_سازمانهاي_عمران_كشاورزي_و_توسعه_دامپروري_10105225450147286890.txt
d50f1c9674c7,2001,قانون اجازه منظور نمودن عوارض توسعه تلفن ... اب افزايش سرمايه دولت در شركتهاي مخابرات,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_منظور_نمودن_عوارض_توسعه_تلفن_..._اب_افزايش_سرمايه_دولت_در_شركتهاي_مخابرات_10637051990501081687.txt
eb7d9d2ecf89,1965,قانون راجع باجازه مبادله و اجراي پنج فقره قرارداد نفت,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_باجازه_مبادله_و_اجراي_پنج_فقره_قرارداد_نفت_12539727909862938924.txt
2ea2992acd52,2017,آيين نامه اجرايي تبصره  35  و رديف  1  ج ... قانون اصلاح قانون بودجه سال 1395 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تبصره__35__و_رديف__1__ج_..._قانون_اصلاح_قانون_بودجه_سال_1395_كل_كشور_2809902551737319259.txt
78d061997227,2001,آيين نامه  اجرايي  بند الف  تبصره  27 قانون  بودجه  سال  1380كل  كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه__اجرايي__بند_الف__تبصره__27_قانون__بودجه__سال__1380كل__كشور_1569265865843331640.txt
b1d85a9e05b0,1995,آيين نامه اجرايي قانون نحوه واگذاري سهام دولتي و متعلق به دولت به ايثارگران و كارگران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_نحوه_واگذاري_سهام_دولتي_و_متعلق_به_دولت_به_ايثارگران_و_كارگران_13295751431535965465.txt
2142825f5b4d,2010,ضوابط محاسبه سهام شناور آزاد موضوع ماده  ... ل اجراي سياست هاي كلي اصل 44 قانون اساسي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_محاسبه_سهام_شناور_آزاد_موضوع_ماده__..._ل_اجراي_سياست_هاي_كلي_اصل_44_قانون_اساسي_6264307217643483456.txt
8ebf737ce68f,2014,الحاق تبصره به بند  2  ماده  10  آيين نامه اجرايي قانون مقررات صادرات و واردات,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_تبصره_به_بند__2__ماده__10__آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_424123100945393656.txt
d8b4dd8686d1,2015,اصلاح ماده  11  آيين نامه اجرايي قانون مقررات صادرات و واردات,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده__11__آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_5166512543779858111.txt
c70be89097fd,1966,قانون اجازه  تحصيل وام  از بانك صادرات   ... رفع نيازمنديهاي شركت هواپيمائي ملي ايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه__تحصيل_وام__از_بانك_صادرات___..._رفع_نيازمنديهاي_شركت_هواپيمائي_ملي_ايران_15494827468651590588.txt
fffd3a1dac58,1982,قانون متمم بودجه سال 1361,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_متمم_بودجه_سال_1361_10361582797485502900.txt
d74c15f9a149,2005,آيين نامه اجرايي بند  ث  تبصره  11  قانون بودجه سال 1384 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__ث__تبصره__11__قانون_بودجه_سال_1384_كل_كشور_10758016648142240134.txt
b1b5a2b0b482,2013,آيين نامه اجرايي بند  3  قانون بودجه سال 1392 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__3__قانون_بودجه_سال_1392_كل_كشور_6048315682545179161.txt
cec4938bad28,1387-05-12 (2008),آيين نامه اجرايي بند   7   ماده واحده قانون بودجه سال 1387 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند___7___ماده_واحده_قانون_بودجه_سال_1387_كل_كشور_9565807177213703318.txt
ba511ef75df4,2001,آيين نامه اجرايي بند  هـ  تبصره  42  قانون بودجه سال 1380 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__هـ__تبصره__42__قانون_بودجه_سال_1380_كل_كشور_12683530048848999301.txt
e6cf8fb40bff,2015,آيين نامه اجرايي بند  ب  تبصره  12  قانون بودجه سال 1394 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__ب__تبصره__12__قانون_بودجه_سال_1394_كل_كشور_7424361376553063406.txt
fe8542354221,1998,ضوابط اجرايي بودجه سال 1377 كل كشور و لغو چند تصويبنامه ي مربوط به اين موضوع,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_اجرايي_بودجه_سال_1377_كل_كشور_و_لغو_چند_تصويبنامه_ي_مربوط_به_اين_موضوع_7399854713825852423.txt
fbf984f28815,2001,قانون موافقتنامه تشويق و حمايت متقابل از ...  بين دولت جمهوري اسلامي ايران و دولت قطر,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_تشويق_و_حمايت_متقابل_از_...__بين_دولت_جمهوري_اسلامي_ايران_و_دولت_قطر_12802717405111205146.txt
065fd272227d,2003,قانون موافقتنامه تشويق و حمايت متقابل از ... ت جمهوري اسلامي ايران و دولت جمهوري تونس,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_موافقتنامه_تشويق_و_حمايت_متقابل_از_..._ت_جمهوري_اسلامي_ايران_و_دولت_جمهوري_تونس_1957889120468082516.txt
e0dad07bfe57,2008,آيين نامه اجرايي ماده  11  قانون تشكيل وزارت جهاد كشاورزي   مصوب 1379,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__11__قانون_تشكيل_وزارت_جهاد_كشاورزي___مصوب_1379___18012823514481694102.txt
a7f190d457ec,2004,آيين نامه اجرايي بند  ث  تبصره  12  قانون بودجه سال 1383 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__ث__تبصره__12__قانون_بودجه_سال_1383_كل_كشور_4305785804889386716.txt
30c0f1bd23ba,1999,ضوابط اجرايي بودجه جاري سال 1378 كل كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/ضوابط_اجرايي_بودجه_جاري_سال_1378_كل_كشور_3402074550890812377.txt
601b3c362785,1973,قانون انتقال شركت سهامي پخش كود شيميائي بوزارت كشاورزي و منابع طبيعي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_انتقال_شركت_سهامي_پخش_كود_شيميائي_بوزارت_كشاورزي_و_منابع_طبيعي_9724189974448170187.txt
7006b507b912,2015,آيين نامه اجرايي بند  ب  ماده  2  قانون  ... ير و ارتقاي نظام مالي كشور - مصوب 1394 -,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__ب__ماده__2__قانون__..._ير_و_ارتقاي_نظام_مالي_كشور_-_مصوب_1394_-_16895921187314451702.txt
aca8eb0162fd,1988,آئيننامه نحوه دريافت عوارض فرودگاهي براي سفرهاي خارج از كشور,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئيننامه_نحوه_دريافت_عوارض_فرودگاهي_براي_سفرهاي_خارج_از_كشور_11574633939723116501.txt
691a40cbb1ba,2005,قانون الحاق يك ماده به قانون وصول برخي از درآمدهاي دولت و مصرف آن در موارد معين,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_الحاق_يك_ماده_به_قانون_وصول_برخي_از_درآمدهاي_دولت_و_مصرف_آن_در_موارد_معين_7839135210689781713.txt
99a0139312d9,1959,قانون مربوط به نحوه استفاده از بقيه موجودي وجوه پذيره نفت,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_مربوط_به_نحوه_استفاده_از_بقيه_موجودي_وجوه_پذيره_نفت_3027836961245323960.txt
896408165702,2013,آيين نامه اجرايي بند  ب  ماده 12 قانون افزايش بهره وري بخش كشاورزي و منابع طبيعي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__ب__ماده_12_قانون_افزايش_بهره_وري_بخش_كشاورزي_و_منابع_طبيعي_4605494865960075861.txt
2b491b71378e,1998,قانون ايجاد تسهيلات براي توسعه طرحهاي فاضلاب و بازسازي شبكه هاي آب شهري,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ايجاد_تسهيلات_براي_توسعه_طرحهاي_فاضلاب_و_بازسازي_شبكه_هاي_آب_شهري_14998327747089126280.txt
e9108dd0739e,2003,تصويب نامه راجع به شيوه هاي قيمت گذاري سهام، تخفيف ها و چگونگي پرداخت قيمت توسط خريداران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_نامه_راجع_به_شيوه_هاي_قيمت_گذاري_سهام،_تخفيف_ها_و_چگونگي_پرداخت_قيمت_توسط_خريداران_17268093246240422572.txt
1c48a198b803,1958,قانون راجع به نحوه تقسيم مبلغ چهارده ميل ... لار پذيره نفت دريافتي از شركت پان آمريكن,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_نحوه_تقسيم_مبلغ_چهارده_ميل_..._لار_پذيره_نفت_دريافتي_از_شركت_پان_آمريكن_6710995144781279063.txt
7af7282947ca,2006,تصويب نامه راجع به تنفيذ آيين نامه ها و  ... ريت توليد انتقال و توزيع نيروي برق ايران,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_نامه_راجع_به_تنفيذ_آيين_نامه_ها_و__..._ريت_توليد_انتقال_و_توزيع_نيروي_برق_ايران_12781476697546973667.txt
a0e1f7c81955,1972,قانون اجازه الحاق دولت شاهنشاهي ايران بم ... بين المللي شماره 122 مربوط بسياست اشتغال,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_الحاق_دولت_شاهنشاهي_ايران_بم_..._بين_المللي_شماره_122_مربوط_بسياست_اشتغال_16995868148678137117.txt
528bde9c8418,1991,قانون اصلاح ماده 20 اصلاحي قانون برق ايران مصوب 1362 5 20 مجلس شوراي اسلامي,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_ماده_20_اصلاحي_قانون_برق_ايران_مصوب_1362_5_20_مجلس_شوراي_اسلامي_6166022804828721595.txt
97b740f5dbbe,1983,قانون اصلاح ماده 20 قانون برق ايران مصوب سال 1346,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_ماده_20_قانون_برق_ايران_مصوب_سال_1346_13602915232218278194.txt
aa15a6532fae,2002,اصلاح آيين نامه تاسيس صندوق هاي غيردولتي توسعه صادرات و نحوه حمايت از آنها,2,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_تاسيس_صندوق_هاي_غيردولتي_توسعه_صادرات_و_نحوه_حمايت_از_آنها_5061178910495966633.txt
0a996d56beb2,1956,قانون بودجه سال 1335 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1335_كل_كشور_13519344584369141001.txt
16e3920fccf0,1972,قانون قرارداد بين كشورهاي منطقه خليج فارس و شركتهاي نفتي در مورد تعيين بهاي نفت خام,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_قرارداد_بين_كشورهاي_منطقه_خليج_فارس_و_شركتهاي_نفتي_در_مورد_تعيين_بهاي_نفت_خام_9782482080307467209.txt
cdc7b58757b2,1958,قانون راجع بواگذاري معاملات ارزي به بانك ملي ايران,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_بواگذاري_معاملات_ارزي_به_بانك_ملي_ايران_12223705497508296406.txt
9523368336b5,1993,قانون چگونگي اداره مناطق آزاد تجاري - صنعتي جمهوري اسلامي ايران,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_چگونگي_اداره_مناطق_آزاد_تجاري_-_صنعتي_جمهوري_اسلامي_ايران_9909702370144695971.txt
522b96ed7178,1995,قانون بودجه سال 1374 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1374_كل_كشور_12855920961820628925.txt
62483299c215,1959,قانون بودجه سال 1338 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1338_كل_كشور_18025258465213922293.txt
7fc612bbb395,1985,قانون بودجه سال 1364 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1364_كل_كشور_6445136122619545281.txt
76b2160fe9a2,1972,قانون تشكيل شركت سهامي معادن مس سرچشمه كرمان,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تشكيل_شركت_سهامي_معادن_مس_سرچشمه_كرمان_997035891268393400.txt
02783f921a13,1987,قانون زمين شهري,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_زمين_شهري_14748031078579790898.txt
25626b23075e,2011,آيين نامه اجرايي ماده   6   قانون هدفمند كردن يارانه ها,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده___6___قانون_هدفمند_كردن_يارانه_ها_7811670780858081531.txt
35afcad73f62,1990,قانون بودجه سال 1369 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1369_كل_كشور_7506947584402980567.txt
cd7fd1b6532c,1966,قانون اجازه مبادله و اجراء قرارداد پيمانكاري اكتشاف و توليد نفت با اراپ,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_مبادله_و_اجراء_قرارداد_پيمانكاري_اكتشاف_و_توليد_نفت_با_اراپ_13893313365206772894.txt
121a2e5bef33,1994,قانون بودجه سال 1373 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1373_كل_كشور_14294593124468678106.txt
747f7d21409e,1992,قانون بودجه سال 1371 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1371_كل_كشور_11613595101429101113.txt
62d2a7f2b994,1999,قانون بودجه سال 1378 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1378_كل_كشور_4263625655320850818.txt
eb409906bd64,1998,قانون بودجه سال 1377 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1377_كل_كشور_246573971656698567.txt
874711d03bd5,2004,قانون بودجه سال 1383 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1383_كل_كشور_11649208514262884324.txt
4c64c1529c6d,2005,قانون بودجه سال 1384 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1384_كل_كشور_6332796942103593038.txt
ce5469f58721,2017,ب) ابطال بخشنامه شماره ۲۰۰ / ۹۵ / ۲۵ ۱۳۹۵ / ۴ / ۲۲ سازمان امور مالیاتی کشور با اصلاحات و الحاقات بعدی,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/14651667784622028830_14651667784622028830.txt
006b94997234,2011,الحاق ماده  11  مكرر به آيين نامه اجرايي قانون مقررات صادرات و واردات   مصوب 1373 -,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_ماده__11__مكرر_به_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات___مصوب_1373_-_7648832121693990302.txt
c62f8027c577,1993,قانون بودجه سال 1372 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1372_كل_كشور_3078039171675850391.txt
38fc239469b5,1983,قانون بودجه سال 1362 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1362_كل_كشور_16359543413699363050.txt
bebb95fe090e,1981,قانون اصلاح بعضي از مقررات قانون بودجه سال 1359,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_بعضي_از_مقررات_قانون_بودجه_سال_1359_7175254771953625159.txt
d9810bdf7f5b,1984,قانون بودجه سال 1363 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/_قانون_بودجه_سال_1363_كل_كشور_4345108776978666515.txt
f70234d3d7cc,1988,قانون بودجه سال 1367 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1367_كل_كشور_434822782505970352.txt
8a3c0757369d,1986,لايحه بودجه سال 1365 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_بودجه_سال_1365_كل_كشور_14999855369535797407.txt
b0b1cc6cb89b,2012,دستورالعمل تبصره  2   ماده  134   قانون برنامه پنجم توسعه جمهوري اسلامي ايران,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_تبصره__2___ماده__134___قانون_برنامه_پنجم_توسعه_جمهوري_اسلامي_ايران_8842769083351967759.txt
c9381e5afd88,1944,قانون ممنوعيت دولت از مذاكره و عقد قرارداد راجع بامتياز نفت با خارجيها,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ممنوعيت_دولت_از_مذاكره_و_عقد_قرارداد_راجع_بامتياز_نفت_با_خارجيها_9389410638307527247.txt
6b660388e199,1955,قانون راجع باكتشاف و بهره برداري از منابع طبيعي فلات قاره ايران,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_باكتشاف_و_بهره_برداري_از_منابع_طبيعي_فلات_قاره_ايران_183737719402535139.txt
c7d8af5a0774,2003,قانون  اصلاح  موادي  از قانون  برنامه  س ... رائه  دهندگان  خدمات  و كالاهاي  وارداتي,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__اصلاح__موادي__از_قانون__برنامه__س_..._رائه__دهندگان__خدمات__و_كالاهاي__وارداتي_1257971398455925878.txt
2101d605e6f1,2000,قانون بودجه سال 1379 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1379_كل_كشور_12871403094706207362.txt
544b7527a2b2,1997,قانون بودجه سال 1376 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1376_كل_كشور_8401022489625398721.txt
c83c0d6b16ee,2016,آيين نامه اجرايي ماده  14  قانون ساماندهي و حمايت از توليد و عرضه مسكن,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__14__قانون_ساماندهي_و_حمايت_از_توليد_و_عرضه_مسكن_10940637893489975352.txt
c0dfd7af6e82,2021,رأی شماره ۱۲۹۲ هیأت عمومی دیوان عدالت اداری با موضوع ابطال بند ۲ تصویبنامه شماره ۱۰۱۷۵۸ / ت ۵۷۸۰۴ ه مورخ ۱۳۹۹ / ۹ / ۱۱ هیأتوزیران ناظر بر افزایش بهای گاز مصرفی در صورتی که نسبت به دوره قبل مشابه مصرف بیشتری شده باشد، به لحاظ مغایرت با قانون با اصلاحات و الحاقات بعدی,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/11774346182865755480_11774346182865755480.txt
7b370d923c57,1964,قانون بودجه سال 1340 كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1340_كل_كشور_10366286030941342947.txt
f2bd4d6e4416,2005,قانون ساماندهي مبادلات مرزي,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ساماندهي_مبادلات_مرزي_14619130970011260833.txt
8aecd2a34386,2017,آيين نامه اجرايي صرفه جويي مصرف انرژي در ساختمان ها,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_صرفه_جويي_مصرف_انرژي_در_ساختمان_ها_17881711293651910674.txt
261d468adda3,2016,آيين نامه اجرايي ماده  52  قانون اصلاح الگوي مصرف انرژي,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__52__قانون_اصلاح_الگوي_مصرف_انرژي_248898809802247915.txt
63508c20c673,2015,آيين نامه اجرايي ماده  12  قانون رفع موانع توليد رقابت پذير و ارتقاي نظام مالي كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_ماده__12__قانون_رفع_موانع_توليد_رقابت_پذير_و_ارتقاي_نظام_مالي_كشور_77228989880917037.txt
d5d023d02d4b,2009,آيين نامه از رده خارج كردن خودروهاي فرسوده,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_از_رده_خارج_كردن_خودروهاي_فرسوده_5025489102918993516.txt
e72e5f84059f,2001,آيين نامه تأسيس صندوق هاي غير دولتي توسعه صادرات و نحوه حمايت از آنها,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_تأسيس_صندوق_هاي_غير_دولتي_توسعه_صادرات_و_نحوه_حمايت_از_آنها_14992319714360595503.txt
7f8e70cd1ca6,1965,قانون توسعه موسسات برق غير دولتي,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_توسعه_موسسات_برق_غير_دولتي_17660114741007447197.txt
e54954c16d33,2019,آيين نامه پيشگيري از انباشت مطالبات غيرجاري بانكي,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_پيشگيري_از_انباشت_مطالبات_غيرجاري_بانكي_8050995681013532168.txt
cd01ec426f16,2006,قانون متمم قانون بودجه سال 1384كل كشور,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_متمم_قانون_بودجه_سال_1384كل_كشور_11455180545908974108.txt
5b567813cf71,2009,آيين نامه نحوه تأمين برق و سوخت صنايع,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_نحوه_تأمين_برق_و_سوخت_صنايع_7757504735496753654.txt
a24daceb90b7,2024/2025 (1403-1404),دستورالعمل حقوق ورودي گوشي  تلفن همراه خ ... امه شماره1901562  1403 مورخ 28  12  1402,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_حقوق_ورودي_گوشي__تلفن_همراه_خ_..._امه_شماره1901562__1403_مورخ_28__12__1402_11938971201069855529.txt
7350627d895c,2017,آيين نامه اجرايي قانون جلوگيري از خردشدن اراضي كشاورزي و ايجاد قطعات مناسب فني، اقتصادي,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_قانون_جلوگيري_از_خردشدن_اراضي_كشاورزي_و_ايجاد_قطعات_مناسب_فني،_اقتصادي_14682453051237130333.txt
62e9c12193f7,2007,آيين نامه صندوق اشتغال، ازدواج و مسكن مهر امام رضا  ع,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_صندوق_اشتغال،_ازدواج_و_مسكن_مهر_امام_رضا__ع__4583919636289781003.txt
304d65293ccc,2003,آيين نامه  اعطاي  اعتبارات  صادراتي  ويژه  افغانستان,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه__اعطاي__اعتبارات__صادراتي__ويژه__افغانستان_2509942832751384817.txt
318b44009f5a,1993,آئين نامه هاي اجرائي موضوع تبصره هاي 1،  ... و ماشين آلات راهسازي وارداتي و ساخت داخل,1,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_هاي_اجرائي_موضوع_تبصره_هاي_1،__..._و_ماشين_آلات_راهسازي_وارداتي_و_ساخت_داخل_7016240628178100751.txt
