chart_id	title	category	year_range
iran_provincial__capital_expenditure_share_1397_1401	Capital Expenditure Budget Execution Share by Province	Government Finance	2018-2022
wdi__GC.XPN.COMP	Compensation of employees	Government Finance	
iran_provincial__current_expenditure_share_1397_1401	Current Expenditure Budget Execution Share by Province	Government Finance	2018-2022
wdi__GC.TAX.IMPT	Customs and other import duties	Government Finance	
wdi__GC.XPN.TOTL	Expense	Government Finance	
wdi__GC.XPN.TOTL.GD	Expense (% of GDP)	Government Finance	
wdi__GC.XPN.GSRV	Goods and services expense	Government Finance	
iran_monetary__government_debt_to_central_bank_1978_2016	Government Debt to the Central Bank	Government Finance	1978-2016
weo__net_govt_debt	Government Net Debt (assets netted)	Government Finance	
weo__primary_balance	Government Primary Balance (excl. interest)	Government Finance	
iran_giews__wheat_guaranteed_purchase_price_2013_2026	Government-Guaranteed Wheat Procurement Price, Common & Durum (2013-2026)	Government Finance	2013-2026
wdi__GC.REV.GOTR	Grants and other revenue	Government Finance	
wdi__GC.XPN.INTP	Interest payments	Government Finance	
wdi__GC.XPN.INTP.RV	Interest payments (% of revenue)	Government Finance	
majlis__supplementary_budget_additions	Mid-Year Supplementary Budget Additions (FY1357, 1358, 1369)	Government Finance	FY1357/1358/1369 (1979, 1980, 1991)
iran_monetary__liquidity_m2_monetary_base_2000_2023	Money Supply and Monetary Base	Government Finance	2001-2023
wdi__GC.AST.TOTL	Net acquisition of financial assets	Government Finance	
wdi__GC.AST.TOTL.GD	Net acquisition of financial assets (% of GDP)	Government Finance	
wdi__GC.LBL.TOTL	Net incurrence of liabilities, total	Government Finance	
wdi__GC.LBL.TOTL.GD	Net incurrence of liabilities, total (% of GDP)	Government Finance	
wdi__GC.NFN.TOTL	Net investment in nonfinancial assets	Government Finance	
wdi__GC.NFN.TOTL.GD	Net investment in nonfinancial assets (% of GDP)	Government Finance	
wdi__GC.NLD.TOTL	Net lending (+) / net borrowing (-)	Government Finance	
wdi__GC.NLD.TOTL.GD	Net lending (+) / net borrowing (-) (% of GDP)	Government Finance	
pahlavi__oil_revenue_distribution_pct_1957_59	Oil Revenue Distribution by Recipient (% share), 1957-1959	Government Finance	1957-1959
pahlavi__oil_revenue_by_allocation_1955_63	Oil Revenue by Allocation (Budget/NIOC/Plan Org/B.P.C.), 1955/56-1962/63	Government Finance	1955/56-1962/63
wdi__GC.XPN.OTHR	Other expense	Government Finance	
wdi__GC.TAX.OTHR	Other taxes	Government Finance	
wdi__GC.TAX.OTHR.RV	Other taxes (% of revenue)	Government Finance	
wdi__GC.REV.XGRT	Revenue, excluding grants	Government Finance	
wdi__GC.REV.XGRT.GD	Revenue, excluding grants (% of GDP)	Government Finance	
wdi__GC.REV.SOCL	Social contributions	Government Finance	
wdi__GC.XPN.TRFT	Subsidies and other transfers	Government Finance	
wdi__GC.TAX.TOTL	Tax revenue	Government Finance	
wdi__GC.TAX.TOTL.GD	Tax revenue (% of GDP)	Government Finance	
wdi__GC.TAX.EXPT	Taxes on exports	Government Finance	
wdi__GC.TAX.GSRV	Taxes on goods and services	Government Finance	
wdi__GC.TAX.GSRV.RV	Taxes on goods and services (% of revenue)	Government Finance	
wdi__GC.TAX.GSRV.VA	Taxes on goods and services (% value added of industry and services)	Government Finance	
wdi__GC.TAX.YPKG	Taxes on income, profits and capital gains	Government Finance	
wdi__GC.TAX.YPKG.RV	Taxes on income, profits and capital gains (% of revenue)	Government Finance	
wdi__GC.TAX.INTT	Taxes on international trade	Government Finance	
wdi__GC.TAX.INTT.RV	Taxes on international trade (% of revenue)	Government Finance	
iran_sci1399__government_budget_summary_1385_1400	Total Country Budget: Resources & Uses Breakdown (SH1385-1400)	Government Finance	FY1385-1400 (~2006-2021)
wdi__SH.STA.ARIC	ARI treatment (% of children under 5 taken to a health provider)	Health	
wdi__SH.STA.BRTC	Births attended by skilled health staff (% of total)	Health	
wdi__SH.DTH.COMM	Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)	Health	
wdi__SH.DTH.INJR	Cause of death, by injury (% of total)	Health	
wdi__SH.DTH.NCOM	Cause of death, by non-communicable diseases (% of total)	Health	
wdi__SH.DTH.OCVD	Cause of death, by other COVID-19 pandemic-related outcomes (% of total)	Health	
wdi__SH.MED.CMHW	Community health workers	Health	
wdi__SH.XPD.CHEX.GD	Current health expenditure (% of GDP)	Health	
wdi__SH.XPD.CHEX.PC	Current health expenditure per capita	Health	
wdi__SH.XPD.CHEX.PP	Current health expenditure per capita, PPP	Health	
wdi__SH.STA.DIAB	Diabetes prevalence (% of population ages 20 to 79)	Health	
wdi__SH.STA.ORCF	Diarrhea treatment (% of children under 5 receiving oral rehydration and continued feeding)	Health	
wdi__SH.STA	Diarrhea treatment (% of children under 5 who received ORS packet)	Health	
wdi__SH.XPD.GHED.GD	Domestic general government health expenditure (% of GDP)	Health	
wdi__SH.XPD.GHED.CH	Domestic general government health expenditure (% of current health expenditure)	Health	
wdi__SH.XPD.GHED.GE	Domestic general government health expenditure (% of general government expenditure)	Health	
wdi__SH.XPD.GHED.PC	Domestic general government health expenditure per capita	Health	
wdi__SH.XPD.GHED.PP	Domestic general government health expenditure per capita, PPP	Health	
wdi__SH.XPD.PVTD.CH	Domestic private health expenditure (% of current health expenditure)	Health	
wdi__SH.XPD.PVTD.PC	Domestic private health expenditure per capita	Health	
wdi__SH.XPD.PVTD.PP	Domestic private health expenditure per capita, PPP	Health	
wdi__SH.STA.BFED	Exclusive breastfeeding (% of children under 6 months)	Health	
wdi__SH.XPD.EHEX.CH	External health expenditure (% of current health expenditure)	Health	
wdi__SH.XPD.EHEX.PC	External health expenditure per capita	Health	
wdi__SH.XPD.EHEX.PP	External health expenditure per capita, PPP	Health	
iran_census__fertility_family_planning_1956_1991	Fertility, Family Planning & Contraceptive Distribution (1956-1991)	Health	1956-1991
iran_census__wb_archives_reproduction_family_size_1966_1982	Gross/Net Reproduction Rate & Completed Family Size, Rural vs. Tehran (1966-1982)	Health	1966-1982
wdi__SH.MED.BEDS	Hospital beds	Health	
wdi__SH.IMM	Immunization, HepB3 (% of one-year-old children)	Health	
wdi__SH.MLR.INCD	Incidence of malaria	Health	
wdi__SH.TBS	Incidence of tuberculosis	Health	
wdi__SH.MMR.RISK	Lifetime risk of maternal death	Health	
wdi__SH.STA.MMRT	Maternal mortality ratio (national estimate, per 100,000 live births)	Health	
wdi__SH.STA.TRAF	Mortality caused by road traffic injury	Health	
wdi__SH.DYN.NCOM	Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70	Health	
wdi__SH.DYN.NCOM.MA	Mortality from CVD, cancer, diabetes or CRD between exact ages 30 and 70, male	Health	
wdi__SH.STA.AIRP	Mortality rate attributed to household and ambient air pollution, age-standardized	Health	
wdi__SH.STA.AIRP.FE	Mortality rate attributed to household and ambient air pollution, age-standardized, female (per 100,000 female population)	Health	
wdi__SH.STA.AIRP.MA	Mortality rate attributed to household and ambient air pollution, age-standardized, male (per 100,000 male population)	Health	
wdi__SH.STA.POIS	Mortality rate attributed to unintentional poisoning	Health	
wdi__SH.STA.POIS.P5	Mortality rate attributed to unintentional poisoning, by sex	Health	
wdi__SH.STA.WASH	Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene	Health	
wdi__SH.DYN	Mortality rate, under-5	Health	
wdi__SH.DYN.MORT	Mortality rate, under-5, by sex	Health	
wdi__SH.VAC.TTNS	Newborns protected against tetanus	Health	
wdi__SH.DTH	Number of infant deaths	Health	
wdi__SH.MMR	Number of maternal deaths	Health	
wdi__SH.SGR.PROC	Number of surgical procedures	Health	
wdi__SH.MED.NUMW	Nurses and midwives	Health	
wdi__SH.XPD.OOPC.CH	Out-of-pocket expenditure (% of current health expenditure)	Health	
wdi__SH.XPD.OOPC.PC	Out-of-pocket expenditure per capita	Health	
wdi__SH.XPD.OOPC.PP	Out-of-pocket expenditure per capita, PPP	Health	
wdi__SH.STA.ODFC	People practicing open defecation (% of population)	Health	
wdi__SH.STA.ODFC.RU	People practicing open defecation, rural (% of rural population)	Health	
wdi__SH.STA.ODFC.UR	People practicing open defecation, urban (% of urban population)	Health	
wdi__SH.H2O.BASW	People using at least basic drinking water services (% of population)	Health	
wdi__SH.H2O.BASW.RU	People using at least basic drinking water services, rural (% of rural population)	Health	
wdi__SH.H2O.BASW.UR	People using at least basic drinking water services, urban (% of urban population)	Health	
wdi__SH.STA.BASS	People using at least basic sanitation services (% of population)	Health	
wdi__SH.STA.BASS.RU	People using at least basic sanitation services, rural (% of rural population)	Health	
wdi__SH.STA.BASS.UR	People using at least basic sanitation services, urban (% of urban population)	Health	
wdi__SH.H2O.SMDW	People using safely managed drinking water services (% of population)	Health	
wdi__SH.H2O.SMDW.RU	People using safely managed drinking water services, rural (% of rural population)	Health	
wdi__SH.H2O.SMDW.UR	People using safely managed drinking water services, urban (% of urban population)	Health	
wdi__SH.STA.SMSS.UR	People using safely managed sanitation services, urban (% of urban population)	Health	
wdi__SH.MED.PHYS	Physicians	Health	
wdi__SH.STA.ANVC	Pregnant women receiving prenatal care	Health	
wdi__SH.ANM.CHLD	Prevalence of anemia among children (% of children ages 6-59 months)	Health	
wdi__SH.ANM.NPRG	Prevalence of anemia among non-pregnant women (% of women ages 15-49)	Health	
wdi__SH.PRG	Prevalence of anemia among pregnant women	Health	
wdi__SH.ANM.ALLW	Prevalence of anemia among women of reproductive age (% of women ages 15-49)	Health	
wdi__SH.PRV	Prevalence of current tobacco use (% of adults)	Health	
wdi__SH.PRV.SMOK	Prevalence of current tobacco use, by sex (% of adults)	Health	
wdi__SH.STA.OWGH.ME	Prevalence of overweight, weight for height (modeled estimate, % of children under 5)	Health	
wdi__SH.STA.OWGH.FE	Prevalence of overweight, weight for height, female (% of children under 5)	Health	
wdi__SH.STA.OWGH.ME.FE	Prevalence of overweight, weight for height, female (modeled estimate, % of children under 5)	Health	
wdi__SH.STA.OWGH.MA	Prevalence of overweight, weight for height, male (% of children under 5)	Health	
wdi__SH.SVR.WAST	Prevalence of severe wasting, weight for height (% of children under 5)	Health	
wdi__SH.SVR.WAST.FE	Prevalence of severe wasting, weight for height, female (% of children under 5)	Health	
wdi__SH.SVR.WAST.MA	Prevalence of severe wasting, weight for height, male (% of children under 5)	Health	
wdi__SH.STA.STNT.ME	Prevalence of stunting, height for age (modeled estimate, % of children under 5)	Health	
wdi__SH.STA.STNT.ME.FE	Prevalence of stunting, height for age, female (modeled estimate, % of children under 5)	Health	
wdi__SH.STA.STNT.ME.MA	Prevalence of stunting, height for age, male (modeled estimate, % of children under 5)	Health	
wdi__SH.STA.MALN	Prevalence of underweight, weight for age (% of children under 5)	Health	
wdi__SH.STA.MALN.FE	Prevalence of underweight, weight for age, female (% of children under 5)	Health	
wdi__SH.STA.MALN.MA	Prevalence of underweight, weight for age, male (% of children under 5)	Health	
wdi__SH.STA.WAST	Prevalence of wasting, weight for height (% of children under 5)	Health	
wdi__SH.STA.WAST.FE	Prevalence of wasting, weight for height, female (% of children under 5)	Health	
wdi__SH.STA.WAST.MA	Prevalence of wasting, weight for height, male (% of children under 5)	Health	
wdi__SH_UHC_FH40	Proportion of population facing large (but non-impoverishing) out-of-pocket health expenditure	Health	
wdi__SH.SGR.CRSK	Risk of catastrophic expenditure for surgical care (% of people at risk)	Health	
wdi__SH.SGR.IRSK	Risk of impoverishing expenditure for surgical care (% of people at risk)	Health	
wdi__SH.MED.SAOP	Specialist surgical workforce	Health	
wdi__SH.STA.SUIC	Suicide mortality rate	Health	
wdi__SH.STA.SUIC.FE	Suicide mortality rate, female (per 100,000 female population)	Health	
wdi__SH.STA.SUIC.MA	Suicide mortality rate, male (per 100,000 male population)	Health	
wdi__SH.ALC.PCAP	Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)	Health	
wdi__SH.ALC.PCAP.FE	Total alcohol consumption per capita, female (liters of pure alcohol, projected estimates, female 15+ years of age)	Health	
wdi__SH.ALC.PCAP.MA	Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)	Health	
wdi__SH.TBS.DTEC	Tuberculosis case detection rate (%, all forms)	Health	
wdi__SH.TBS.CURE	Tuberculosis treatment success rate (% of new cases)	Health	
wdi__SH_UHC	UHC service coverage index	Health	
wdi__SH_UHC_SCI	UHC service coverage sub-index on infectious diseases	Health	
wdi__SH.DYN.AIDS.FE	Women's share of population ages 15+ living with HIV	Health	
iran_household__heis_analysis_growth_poverty_gini_2023_2025	Household Expenditure, Poverty and Inequality	Household Consumption	2022-2024
pahlavi_hh__dairy_consumption_by_type_1972_1977	Dairy Product Consumption by Type	Household Consumption & Expenditure	1972-1977
pahlavi_hh__expenditure_shares_by_category_1965_1971	Household Expenditure Composition, % Shares by Category, Urban & Rural (1965-1971)	Household Consumption & Expenditure	1965-1971
pahlavi_hh__expenditure_levels_rials_1965_1971	Household Expenditure Levels, Rials/Month/Household by Category (1965-1971)	Household Consumption & Expenditure	1965-1971
pahlavi_hh__milk_supply_by_source_1972_1977	Milk Supply by Animal Source	Household Consumption & Expenditure	1972-1977
pahlavi_hh__nonfood_consumption_index_1955_1958	Non-Food & Aggregate Per-Capita Consumption Index, 1955-1958	Household Consumption & Expenditure	1955-1958
iran_data_portal__housing_units_by_household_size_1966_2006	Housing Units by Number of Resident Households, Census Years (1966-2006)	Housing	1966, 1976, 1986, 1996, 2006 (5 census points only, not annual)
wdi__HD_HCIP_OVRL	Human capital index plus (HCI+): overall score, male (scale 0, 325)	Human Capital	
wdi__HD_HCIP_EDUC	Human capital index plus (HCI+): education pillar score, male (scale 0, 188)	Human Capital	
wdi__HD_HCIP_HLTH	Human capital index plus (HCI+): health pillar score, male (scale 0, 50)	Human Capital	
wdi__HD_HCIP_OTJL	Human capital index plus (HCI+): on-the-job learning pillar score, male (scale -30, 87)	Human Capital	
iran_automotive_national_vehicle_production_1970_2018	National Motor Vehicle Production (incl. Paykan/Iran Khodro Milestones)	Industry / Automotive	1970-2005 (production counts) + milestone events to 2018
iran_cigarette_production_1954_1959	Cigarette Production	Industry / Light Manufacturing	1954/55-1958/59
iran_processed_sugar_output_pahlavi_era	Processed (Refined) Sugar Output	Industry / Light Manufacturing	1954/55-1958/59
iran_processed_tea_output_pahlavi_era	Processed Tea Output (Manufacturing, not Raw Leaf)	Industry / Light Manufacturing	1954/55-1958/59
iran_textile_cloth_output_by_fiber_1954_1959	Textile Cloth Output by Fiber Type (Cotton, Woolen, Jute, Silk)	Industry / Light Manufacturing	1954/55-1958/59
specialty_goods__tobacco_post_privatization_2018	Tobacco Market Post-2012-Privatization: Consumption, Smokers & Import Dependency (2018)	Industry / Light Manufacturing	2018 (single snapshot)
wdi__NV.AGR.TOTL.KD	Agriculture, forestry, and fishing, value added	Industry / Value Added by Sector	
wdi__NV.AGR.TOTL	Agriculture, forestry, and fishing, value added (% of GDP)	Industry / Value Added by Sector	
wdi__NV.AGR.EMPL	Agriculture, forestry, and fishing, value added per worker	Industry / Value Added by Sector	
wdi__NV.MNF.CHEM.ZS	Chemicals (% of value added in manufacturing)	Industry / Value Added by Sector	
wdi__NV.FSM.TOTL	Financial intermediary services indirectly Measured (FISIM)	Industry / Value Added by Sector	
wdi__NV.MNF.FBTO.ZS	Food, beverages and tobacco (% of value added in manufacturing)	Industry / Value Added by Sector	
iran_provincial__industrial_production_value_share_1396_1400	Industrial Production Value Share by Province	Industry / Value Added by Sector	2017-2021
iran_provincial__industrial_workshop_count_share_1396_1400	Industrial Workshop Count Share by Province	Industry / Value Added by Sector	2017-2021
wdi__NV.IND.TOTL.KD	Industry (including construction), value added	Industry / Value Added by Sector	
wdi__NV.IND.TOTL	Industry (including construction), value added (% of GDP)	Industry / Value Added by Sector	
wdi__NV.IND.EMPL	Industry (including construction), value added per worker	Industry / Value Added by Sector	
iran_unido_cip__iran_subindicators_2010_2014	Iran UNIDO Competitive Industrial Performance (CIP) Index, Rank & 8 Sub-Indicators	Industry / Value Added by Sector	2010-2014
wdi__NV.MNF.MTRN.ZS	Machinery and transport equipment (% of value added in manufacturing)	Industry / Value Added by Sector	
wdi__NV.IND.MANF.KD	Manufacturing, value added	Industry / Value Added by Sector	
wdi__NV.IND.MANF	Manufacturing, value added (% of GDP)	Industry / Value Added by Sector	
wdi__NV.MNF.TECH.ZS	Medium and high-tech manufacturing value added	Industry / Value Added by Sector	
wdi__NV.MNF.OTHR.ZS	Other manufacturing (% of value added in manufacturing)	Industry / Value Added by Sector	
wdi__NV.SRV.TOTL.KD	Services, value added	Industry / Value Added by Sector	
wdi__NV.SRV.TOTL	Services, value added (% of GDP)	Industry / Value Added by Sector	
wdi__NV.SRV.EMPL	Services, value added per worker	Industry / Value Added by Sector	
wdi__NV.MNF.TXTL.ZS	Textiles and clothing (% of value added in manufacturing)	Industry / Value Added by Sector	
iran_unido_cip__regional_comparison_2010_2014	UNIDO Competitive Industrial Performance (CIP) Rank & Score, Iran vs. Regional Economies	Industry / Value Added by Sector	2010-2014
iran_provincial__mining_production_value_1397_1401	Value of Mine Production Share by Province	Industry / Value Added by Sector	1397-1401 (2018-2023)
wid__avg_national_income	Average National Income per Adult	Inequality & Wealth	
wid__wealth_share_top1	Net Wealth Share, Top 1%	Inequality & Wealth	
wid__wealth_share_top10	Net Wealth Share, Top 10%	Inequality & Wealth	
wid__income_share_top1	Pre-Tax Income Share, Top 1%	Inequality & Wealth	
wid__income_share_top10	Pre-Tax Income Share, Top 10%	Inequality & Wealth	
wdi__IT.NET.BBND	Fixed broadband subscriptions	Infrastructure & Technology	
wdi__IT.MLT	Fixed telephone subscriptions	Infrastructure & Technology	
wdi__IT.MLT.MAIN	Fixed telephone subscriptions (per 100 people)	Infrastructure & Technology	
wdi__IT.NET.USER	Individuals using the Internet (% of population)	Infrastructure & Technology	
wdi__IT.NET.USER.FE	Individuals using the Internet, female (% of female population)	Infrastructure & Technology	
wdi__IT.NET.USER.MA	Individuals using the Internet, male (% of male population)	Infrastructure & Technology	
wdi__IT.CEL	Mobile cellular subscriptions	Infrastructure & Technology	
wdi__IT.CEL.SETS	Mobile cellular subscriptions (per 100 people)	Infrastructure & Technology	
iran_telecom__postal_service_1913_1989	Postal Service: Post Office/Box Counts & Mail Volumes (1913-1989)	Infrastructure & Technology	1913, 1953, 1965, 1976, 1989
wdi__IT.NET	Secure Internet servers	Infrastructure & Technology	
wdi__IT.NET.SECR	Secure Internet servers (per 1 million people)	Infrastructure & Technology	
iran_telecom__telegraph_offices_1914_1989	Telegraph: Cable Length, Office Counts & Telex Stations (1914-1989)	Infrastructure & Technology	1914, 1953, 1975, 1989
wdi__IE.PPI.ICTI	Investment in ICT with private participation	Infrastructure (Energy)	
wdi__IE.PPI.ENGY	Investment in energy with private participation	Infrastructure (Energy)	
wdi__IE.PPN.ENGY	Public private partnerships investment in energy	Infrastructure (Energy)	
wdi__IS.AIR.GOOD.MT	Air transport, freight (million ton-km)	Infrastructure (Transport)	
wdi__IS.AIR	Air transport, passengers carried	Infrastructure (Transport)	
wdi__IS.SHP.GOOD	Container port traffic (TEU: 20 foot equivalent units)	Infrastructure (Transport)	
wdi__IE.PPI.TRAN	Investment in transport with private participation	Infrastructure (Transport)	
wdi__IS.SHP.GCNW	Liner shipping connectivity index (maximum value in 2004 = 100)	Infrastructure (Transport)	
wdi__IE.PPN.TRAN	Public private partnerships investment in transport	Infrastructure (Transport)	
wdi__IS.RRS.TOTL	Rail lines (total route-km)	Infrastructure (Transport)	
wdi__IS.RRS.GOOD.MT	Railways, goods transported (million ton-km)	Infrastructure (Transport)	
wdi__IS.RRS.PASG	Railways, passengers carried (million passenger-km)	Infrastructure (Transport)	
iran_vehicle_registration_by_type_1955_1972	Road Vehicle Registration by Type (Cars, Buses, Trucks, Motorcycles)	Infrastructure (Transport)	1955/56, 1960/61, then continuous 1962-1972
iran_railways_income_expense_1953_1961	Iranian State Railways, Income & Expense Account	Infrastructure (Transport) / Government Finance	1953/54-1960/61
wdi__IP.IDS	Industrial design applications, resident, by count	Intellectual Property	
wdi__IP.PAT	Patent applications, residents	Intellectual Property	
wdi__IP.JRN.ARTC	Scientific and technical journal articles	Intellectual Property	
wdi__IP.TMK	Trademark applications, resident, by count	Intellectual Property	
pahlavi__consortium_disbursements_1954_62	Consortium Disbursements in Iran incl. Aggregate Oil-Sector Wage Bill, 1954-1962	Labor & Employment	1954-1962
wdi__SL.FAM.WORK.FE	Contributing family workers, female (% of female employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.FAM.WORK.MA	Contributing family workers, male (% of male employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.FAM.WORK	Contributing family workers, total (% of total employment) (modeled ILO estimate)	Labor & Employment	
iran_disasters__employed_by_occupation_gender_2005_2013	Employed Persons by Occupation Category x Sex x Urban/Rural/Total, Annual (2005-2013)	Labor & Employment	2005-2013
wdi__SL.EMP.MPYR.FE	Employers, female (% of female employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.MPYR.MA	Employers, male (% of male employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.MPYR	Employers, total (% of total employment) (modeled ILO estimate)	Labor & Employment	
iran_data_portal__employment_by_gender_1966_2011	Employment by Gender, Absolute Headcounts & Female Share (1966-2011)	Labor & Employment	1966-2011
iran_data_portal__employment_by_sector_1956_2011	Employment by Sector, 14-Sector Breakdown, Absolute Headcounts (1956-2011)	Labor & Employment	1956-2011
wdi__SL.AGR.EMPL	Employment in agriculture (% of total employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.AGR.EMPL.FE	Employment in agriculture, female (% of female employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.AGR.EMPL.MA	Employment in agriculture, male (% of male employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.IND.EMPL	Employment in industry (% of total employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.IND.EMPL.FE	Employment in industry, female (% of female employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.IND.EMPL.MA	Employment in industry, male (% of male employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.SRV.EMPL	Employment in services (% of total employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.SRV.EMPL.FE	Employment in services, female (% of female employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.SRV.EMPL.MA	Employment in services, male (% of male employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.TOTL.SP.FE	Employment to population ratio, 15+, female (%) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.TOTL.SP.MA	Employment to population ratio, 15+, male (%) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.TOTL.SP.MA.NE	Employment to population ratio, 15+, male (%) (national estimate)	Labor & Employment	
wdi__SL.EMP.TOTL.SP	Employment to population ratio, 15+, total (%) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.TOTL.SP.NE	Employment to population ratio, 15+, total (%) (national estimate)	Labor & Employment	
wdi__SL.EMP.1524.SP.FE	Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.1524.SP.FE.NE	Employment to population ratio, ages 15-24, female (%) (national estimate)	Labor & Employment	
wdi__SL.EMP.1524.SP.MA	Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.1524.SP.MA.NE	Employment to population ratio, ages 15-24, male (%) (national estimate)	Labor & Employment	
wdi__SL.EMP.1524.SP	Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.1524.SP.NE	Employment to population ratio, ages 15-24, total (%) (national estimate)	Labor & Employment	
wdi__SL.EMP.SMGT.FE	Female share of employment in senior and middle management	Labor & Employment	
wdi__SL.GDP.PCAP.EM	GDP per person employed (constant 2021 PPP $)	Labor & Employment	
iran_sci1399__labor_force_indicators_1380_1399	Labor Force Indicators: Participation & Unemployment by Area/Sex (SH1380-1399)	Labor & Employment	1380-1399 SH (~2001-2020)
wdi__SL.TLF.ACTI.1524.FE	Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)	Labor & Employment	
wdi__SL.TLF.ACTI.1524.FE.NE	Labor force participation rate for ages 15-24, female (%) (national estimate)	Labor & Employment	
wdi__SL.TLF.ACTI.1524.MA	Labor force participation rate for ages 15-24, male (%) (modeled ILO estimate)	Labor & Employment	
wdi__SL.TLF.ACTI.1524.MA.NE	Labor force participation rate for ages 15-24, male (%) (national estimate)	Labor & Employment	
wdi__SL.TLF.ACTI.1524	Labor force participation rate for ages 15-24, total (%) (modeled ILO estimate)	Labor & Employment	
wdi__SL.TLF.ACTI.1524.NE	Labor force participation rate for ages 15-24, total (%) (national estimate)	Labor & Employment	
wdi__SL.TLF.CACT.FE	Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)	Labor & Employment	
wdi__SL.TLF.ACTI.FE	Labor force participation rate, female (% of female population ages 15-64) (modeled ILO estimate)	Labor & Employment	
wdi__SL.TLF.CACT.MA	Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)	Labor & Employment	
wdi__SL.TLF.ACTI.MA	Labor force participation rate, male (% of male population ages 15-64) (modeled ILO estimate)	Labor & Employment	
wdi__SL.TLF.CACT	Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)	Labor & Employment	
wdi__SL.TLF.CACT.NE	Labor force participation rate, total (% of total population ages 15+) (national estimate)	Labor & Employment	
wdi__SL.TLF.ACTI	Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)	Labor & Employment	
wdi__SL.TLF.ADVN	Labor force with advanced education (% of total working-age population with advanced education)	Labor & Employment	
wdi__SL.TLF.ADVN.FE	Labor force with advanced education, female (% of female working-age population with advanced education)	Labor & Employment	
wdi__SL.TLF.ADVN.MA	Labor force with advanced education, male (% of male working-age population with advanced education)	Labor & Employment	
wdi__SL.TLF.BASC	Labor force with basic education (% of total working-age population with basic education)	Labor & Employment	
wdi__SL.TLF.BASC.FE	Labor force with basic education, female (% of female working-age population with basic education)	Labor & Employment	
wdi__SL.TLF.BASC.MA	Labor force with basic education, male (% of male working-age population with basic education)	Labor & Employment	
wdi__SL.TLF.INTM	Labor force with intermediate education (% of total working-age population with intermediate education)	Labor & Employment	
wdi__SL.TLF.INTM.FE	Labor force with intermediate education, female (% of female working-age population with intermediate education)	Labor & Employment	
wdi__SL.TLF.INTM.MA	Labor force with intermediate education, male (% of male working-age population with intermediate education)	Labor & Employment	
wdi__SL.TLF.TOTL.FE	Labor force, female (% of total labor force)	Labor & Employment	
wdi__SL.TLF.TOTL	Labor force, total	Labor & Employment	
pahlavi__oil_industry_employment_by_nationality_1939_60	Oil Industry Employment by Nationality, 1939-1960	Labor & Employment	1939-1960
pahlavi__oil_industry_personnel_by_company_category_1955_61	Oil Industry Personnel by Company & Labor Category, 1955-1961	Labor & Employment	1955-1961
wdi__SL.TLF.PART.FE	Part time employment, female (% of total female employment)	Labor & Employment	
wdi__SL.TLF.PART.MA	Part time employment, male (% of total male employment)	Labor & Employment	
wdi__SL.TLF.PART	Part time employment, total (% of total employment)	Labor & Employment	
wdi__SL.TLF.CACT.FM	Ratio of female to male labor force participation rate (%) (modeled ILO estimate)	Labor & Employment	
wdi__SL.TLF.CACT.FM.NE	Ratio of female to male labor force participation rate (%) (national estimate)	Labor & Employment	
wdi__SL.EMP.SELF.FE	Self-employed, female (% of female employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.SELF.MA	Self-employed, male (% of male employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.EMP.SELF	Self-employed, total (% of total employment) (modeled ILO estimate)	Labor & Employment	
wdi__SL.UEM.NEET.FE	Share of youth not in education, employment or training, female (% of female youth population)	Labor & Employment	
