score,matched,law_id,folder,title,jalali_date,gregorian_year,enacting_body,text_len,path,doc_type
4,دام,d65024c00045,Aeen-Nameh,الحاق  عبارتي  به  بند 4 تصويبنامه  ضوابط بكارگيري  و استخدام  در دستگاههاي  دولتي,1382/03/18,2003,هیات وزیران,399,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق__عبارتي__به__بند_4_تصويبنامه__ضوابط_بكارگيري__و_استخدام__در_دستگاههاي__دولتي_18438819497677187430.txt,decree
4,بورس,a07a22a2050d,Aeen-Nameh,آيين نامه رسيدگي به تخلفات كارگزاري,1382/12/04,2004,شورای عالی بورس و اوراق بهادار,89,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_رسيدگي_به_تخلفات_كارگزاري_241810811523834203.txt,other
4,بودجه,8bce59de4955,Aeen-Nameh,آئيننامه اجرائي موضوع بند   ز   تبصره   5   قانون بودجه سال 1370 كل كشور,1370/01/21,1991,هیات وزیران,2368,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئيننامه_اجرائي_موضوع_بند___ز___تبصره___5___قانون_بودجه_سال_1370_كل_كشور_10914427525687927108.txt,law
4,دام,b99155a43882,Aeen-Nameh,اصلاحيه آيين نامه استخدامي مشترك شركتهاي بيمه و بيمه مركزي ايران,1375/07/08,1996,هیات وزیران,576,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه_استخدامي_مشترك_شركتهاي_بيمه_و_بيمه_مركزي_ايران_17647795377013436783.txt,amendment
4,بودجه,4a1a60d395dc,Aeen-Nameh,الحاق ماده اي به عنوان ماده 8 به آيين نامه اجرايي تبصره 46 قانون بودجه سال 1364,1365/04/08,1986,هیات وزیران,591,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_الحاق_ماده_اي_به_عنوان_ماده_8_به_آيين_نامه_اجرايي_تبصره_46_قانون_بودجه_سال_1364_10224690480126469884.txt,law
4,بودجه,f5b6d58f77bf,Aeen-Nameh,اصلاحيه آيين نامه اجرايي بند  ي  تبصره  5  قانون بودجه سال 1377 كل كشور,1377/07/26,1998,هیات وزیران,577,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه_اجرايي_بند__ي__تبصره__5__قانون_بودجه_سال_1377_كل_كشور_3996026577446822646.txt,amendment
4,دام,c4c2c7e4d802,Aeen-Nameh,آئين نامه طرز نگاهداري دام ها و پرنده ها,1318/10/20,1940,وزیر دادگستری_ وزیر کشور,1652,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_طرز_نگاهداري_دام_ها_و_پرنده_ها_6377714929924299281.txt,other
4,بودجه,0ce82f210479,Aeen-Nameh,تصويبنامه راجع به آئيننامه اجرائي بند الف  تبصره 13 قانون بودجه سال 68,1368/02/23,1989,هیات وزیران,780,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويبنامه_راجع_به_آئيننامه_اجرائي_بند_الف__تبصره_13_قانون_بودجه_سال_68_15629447154202730926.txt,decree
4,عوارض,c2fe114a9596,Aeen-Nameh,دريافت عوارض از كالاهاي مشروحه در تصويبنامه به نفع شهرداري دماوند,1326/10/22,1948,هیات وزیران,982,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دريافت_عوارض_از_كالاهاي_مشروحه_در_تصويبنامه_به_نفع_شهرداري_دماوند_14404249525862751201.txt,decree
4,بودجه,b770532bd618,Aeen-Nameh,اصلاحيه آيين نامه اجرايي تبصره  3  قانون بودجه سال 1376 كل كشور,1377/02/23,1998,هیات وزیران,627,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه_اجرايي_تبصره__3__قانون_بودجه_سال_1376_كل_كشور_3099036375252890073.txt,amendment
4,بودجه,9501f9e46b59,Aeen-Nameh,آئين  نامه تقسيم وجوه حق نسبي از حق  الا ...  كشور موضوع ماده 15 قانون متمم بودجه 317,1317/05/18,1938,وزیر عدلیه,2808,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين__نامه_تقسيم_وجوه_حق_نسبي_از_حق__الا_...__كشور_موضوع_ماده_15_قانون_متمم_بودجه_317_11904987488599563872.txt,law
4,تعرفه,c8d5b5935ac8,Aeen-Nameh,اصلاحيه آيين نامه چاپ و صحافي مطبوعات دولتي,1379/12/10,2001,هیات وزیران,913,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_اصلاحيه_آيين_نامه_چاپ_و_صحافي_مطبوعات_دولتي_5506013610362572852.txt,amendment
4,بودجه,5c8976fe704c,Aeen-Nameh,الحاق عبارتي به سطر سوم ماده 1 آيين نامه ... د تبصره 22 قانون  بودجه سال 1373 كل كشور,1373/12/28,1995,هیات وزیران,750,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_عبارتي_به_سطر_سوم_ماده_1_آيين_نامه_..._د_تبصره_22_قانون__بودجه_سال_1373_كل_كشور_10222822744481719028.txt,law
4,صادرات,ae6c710d1bad,Aeen-Nameh,تصويب نامه در خصوص الحاق يك تبصره به تصويب نامه موضوع پرداخت جوايز و مشوق هاي صادراتي,,,", ۰۴ , ۲۲",381,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_نامه_در_خصوص_الحاق_يك_تبصره_به_تصويب_نامه_موضوع_پرداخت_جوايز_و_مشوق_هاي_صادراتي_2254310464129788037.txt,decree
4,بورس,1b095a5fdc2b,Aeen-Nameh,دستورالعمل تبليغات شركت هاي كارگزاري,1386/08/19,2007,هیات مدیره سازمان بورس و اوراق بهادار,96,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_تبليغات_شركت_هاي_كارگزاري_13732708121603339141.txt,other
4,بودجه,2a46937c4a36,Aeen-Nameh,اصلاحيه آيين نامه اجرايي بند  ف  تبصره  3   قانون بودجه سال 1381,1381/11/02,2003,هیات وزیران,637,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه_اجرايي_بند__ف__تبصره__3___قانون_بودجه_سال_1381_2879020841631675910.txt,amendment
4,بودجه,f4f49b6b7646,Aeen-Nameh,اصلاح آيين نامه اجرايي بند  ي  تبصره  12  قانون بودجه سال 1381 كل كشور,1381/11/09,2003,هیات وزیران,821,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_بند__ي__تبصره__12__قانون_بودجه_سال_1381_كل_كشور_15006614166657781755.txt,law
4,بودجه,cdb06422e7f1,Aeen-Nameh,نامه اصلاحي  اصلاح ماده  7  آيين نامه اجرايي تبصره  14  قانون بودجه سال  1396 كل كشور,1396/10/03,2017,هیات وزیران,823,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_نامه_اصلاحي__اصلاح_ماده__7__آيين_نامه_اجرايي_تبصره__14__قانون_بودجه_سال__1396_كل_كشور_6230270933064457532.txt,law
4,ارز,94b25a8dd693,Aeen-Nameh,دستور العمل نحوه رسيدگي به پرونده هاي قا ...  تعزيرات حكومتي راجع به قاچاق كالا و ارز,1374/03/09,1995,رئیس قوه قضائیه,3196,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستور_العمل_نحوه_رسيدگي_به_پرونده_هاي_قا_...__تعزيرات_حكومتي_راجع_به_قاچاق_كالا_و_ارز_15647566014097133448.txt,other
4,بودجه,2e8220e1e256,Aeen-Nameh,حذف عبارتي از تبصره 2 ماده 9 آيين نامه اجرايي بند الف تبصره 62 قانون بودجه سال 1375كل كشور,1376/04/04,1997,هیات وزیران,910,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/حذف_عبارتي_از_تبصره_2_ماده_9_آيين_نامه_اجرايي_بند_الف_تبصره_62_قانون_بودجه_سال_1375كل_كشور_8323740403714208307.txt,law
4,تعرفه,fd1ec1061f8a,Aeen-Nameh,اصلاح ماده 77 نظامنامه قانون وكالت,1316/06/09,1937,وزیر عدلیه,695,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده_77_نظامنامه_قانون_وكالت_17626184548610576442.txt,law
4,بودجه,a75e297e6f96,Aeen-Nameh,اصلاح آيين نامه اجرايي تبصره   2   قانون بودجه سال 1385 كل كشور,1385/12/26,2007,هیات وزیران,1029,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_تبصره___2___قانون_بودجه_سال_1385_كل_كشور_7258693272191876280.txt,law
4,دام,d9ca12419309,Aeen-Nameh,آيين اجرايي  قانون  صدور مجوز كارت  معاف ... قوقي  استخدامي  در وزارت  آموزش  و پرورش,1381/06/24,2002,هیات وزیران,1992,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_اجرايي__قانون__صدور_مجوز_كارت__معاف_..._قوقي__استخدامي__در_وزارت__آموزش__و_پرورش_17663386280431405250.txt,law
4,بودجه,bb9a3abc8513,Aeen-Nameh,اصلاح آیین‌نامه اجرایی بند (ح) تبصره (۱۰) قانون بودجه سال ۱۳۷۷ کل کشور با اصلاحات و الحاقات بعدی,1377/07/26,1998,هیات وزیران,1214,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/2546470659588254446_2546470659588254446.txt,law
4,بودجه,8cc596f2e59d,Aeen-Nameh,آيين نامه اجرايي بند  ي  تبصره 38 قانون بودجه سال 1364,1364/06/20,1985,هیات وزیران,2310,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_آيين_نامه_اجرايي_بند__ي__تبصره_38_قانون_بودجه_سال_1364_15739772231462945799.txt,law
4,بودجه,9bb366da8890,Aeen-Nameh,اصلاح تبصره1ماده 3 آيين نامه اجرايي بند ط تبصره9 قانون بودجه سال1378كل كشور,1378/12/18,2000,هیات وزیران,1320,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_تبصره1ماده_3_آيين_نامه_اجرايي_بند_ط_تبصره9_قانون_بودجه_سال1378كل_كشور_7254703817561835569.txt,law
4,بودجه,c01bcfc9c4ec,Aeen-Nameh,اصلاحیه آیین‌نامه اجرایی بند ب تبصره ۸ قانون بودجه سال ۱۳۸۰ کل کشور با اصلاحات و الحاقات بعدی,1380/05/14,2001,هیات وزیران,1505,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/7811279905104539321_7811279905104539321.txt,law
4,بودجه,2541cb70026e,Aeen-Nameh,تصويبنامه در خصوص تغيير تبصره  1  اصلاحي بند  20  ضوابط اجرايي بودجه سال 1382 كل كشور,1382/06/26,2003,هیات وزیران,1252,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويبنامه_در_خصوص_تغيير_تبصره__1__اصلاحي_بند__20__ضوابط_اجرايي_بودجه_سال_1382_كل_كشور_1559705840482472916.txt,decree
4,تجارت,78043005a298,Aeen-Nameh,بخشنامه سازمان توسعه تجارت ايران درخصوص  ... ت هاي توليد شده در داخل كشور در سال 1404,1404/02/07,2025,سازمان توسعه تجارت ایران,291,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/بخشنامه_سازمان_توسعه_تجارت_ايران_درخصوص__..._ت_هاي_توليد_شده_در_داخل_كشور_در_سال_1404_7994564768025982313.txt,other
4,بودجه,03cebf6c2763,Aeen-Nameh,آئين نامه اجرائي تبصره 26 قانون بودجه سال 1368,1368/04/14,1989,هیات وزیران,2161,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_اجرائي_تبصره_26_قانون_بودجه_سال_1368_2048431161163139340.txt,law
4,یارانه,cbf55bdd0391,Aeen-Nameh,آيين نامه اجرايي تعيين قيمت و يارانه كالاها و خدمات اساسي در سال 1385,1385/02/16,2006,شورای اقتصاد,349,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_تعيين_قيمت_و_يارانه_كالاها_و_خدمات_اساسي_در_سال_1385_2068794185096227695.txt,other
4,بودجه,8cb4c0f6f8a2,Aeen-Nameh,اصلاحيه ضوابط اجرايي بودجه سال 1381 كل كشور,1381/09/27,2002,هیات وزیران,1094,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_ضوابط_اجرايي_بودجه_سال_1381_كل_كشور_14457474688797822259.txt,amendment
4,دام,75486785c94c,Aeen-Nameh,اصلاح تبصره ماده  40   آيين نامه استخدامي مشترك شركتهاي بيمه و بيمه مركزي  ايران,1383/02/16,2004,هیات وزیران,1039,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_تبصره_ماده__40___آيين_نامه_استخدامي_مشترك_شركتهاي_بيمه_و_بيمه_مركزي__ايران_8917552073834754246.txt,other
4,بودجه,0f463c3ca03a,Aeen-Nameh,اصلاح تبصره هاي 1و2 ماده 28 آيين نامه اجرايي تبصره 3قانون بودجه سال 1378 كل كشور,1379/02/14,2000,هیات وزیران,1255,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_تبصره_هاي_1و2_ماده_28_آيين_نامه_اجرايي_تبصره_3قانون_بودجه_سال_1378_كل_كشور_12335676625649568240.txt,other
4,بودجه,2f1ccd187a21,Aeen-Nameh,اصلاحيه تصويبنامه شماره 25513 ت15179 مور ...  تبصره  45  قانون بودجه سال 1374 كل كشور,1374/11/11,1996,هیات وزیران,854,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_تصويبنامه_شماره_25513_ت15179_مور_...__تبصره__45__قانون_بودجه_سال_1374_كل_كشور_9465525170044408547.txt,amendment
4,بودجه,104edbcdc205,Aeen-Nameh,اصلاح جدول پيوست آيين نامه اجرايي بند  31  قانون بودجه سال 1387 كل كشور,1387/07/21,2008,کمیسیون لوایح هیأت دولت,786,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_جدول_پيوست_آيين_نامه_اجرايي_بند__31__قانون_بودجه_سال_1387_كل_كشور_3859917198748108101.txt,law
4,بودجه,d5d96581acbe,Aeen-Nameh,الحاق يك تبصره به عنوان تبصره 3 به ماده  ...  الف تبصره 4 قانون بودجه سال 1377كل كشور,1377/12/05,1999,هیات وزیران,1232,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_يك_تبصره_به_عنوان_تبصره_3_به_ماده__...__الف_تبصره_4_قانون_بودجه_سال_1377كل_كشور_6429594661529119965.txt,law
4,بودجه,67c4daa26dd1,Aeen-Nameh,اصلاح  ماده  3 آئين نامه  اجرايي  تبصره  31 قانون  بودجه  سال  1370 كل  كشور,1370/08/19,1991,هیات وزیران,1314,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح__ماده__3_آئين_نامه__اجرايي__تبصره__31_قانون__بودجه__سال__1370_كل__كشور_1120367366311713354.txt,law
4,بودجه,4433b577c501,Aeen-Nameh,اصلاح مواد   2   و   3   آيين نامه اجراي ... بصره    17   قانون بودجه سال 1384كل كشور,1384/11/30,2006,هیات وزیران,881,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_مواد___2___و___3___آيين_نامه_اجراي_..._بصره____17___قانون_بودجه_سال_1384كل_كشور_12219900319670067624.txt,law
4,بودجه,ebf8bc737644,Aeen-Nameh,اصلاح آيين نامه اجرايي تبصره   45   قانون بودجه سال 1374 كل كشور,1374/08/14,1995,هیات وزیران,1231,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_تبصره___45___قانون_بودجه_سال_1374_كل_كشور_16231255435315310977.txt,law
4,بودجه,08f2e1c307db,Aeen-Nameh,اصلاحيه آيين نامه اجرايي جزء  3  بند  ال ...   تبصره  4  قانون بودجه سال 1380 كل كشور,1380/04/20,2001,هیات وزیران,1138,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه_اجرايي_جزء__3__بند__ال_...___تبصره__4__قانون_بودجه_سال_1380_كل_كشور_13335982123817020870.txt,amendment
4,یارانه,8674f1aead12,Aeen-Nameh,تصويب نامه راجع به الحاق يك تبصره به ماد ... صنفي و انجمنهاي اسلامي يا اقليت هاي ديني,1383/06/15,2004,هیات وزیران,1727,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_نامه_راجع_به_الحاق_يك_تبصره_به_ماد_..._صنفي_و_انجمنهاي_اسلامي_يا_اقليت_هاي_ديني_13999337254630012025.txt,decree
4,بورس,9d439ccc15ad,Aeen-Nameh,اصلاح آيين نامه مفاد اسناد رسمي لازم الا ... ه شكايات از عمليات اجرايي مصوب 1387 6 11,1387/06/11,2008,مصوب ۱۳۸۸ / ۰۵ / ۱۸ رئیس قوه قضائیه,1081,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_مفاد_اسناد_رسمي_لازم_الا_..._ه_شكايات_از_عمليات_اجرايي_مصوب_1387_6_11_1899281726298490961.txt,other
4,دام,0a188650a071,Aeen-Nameh,تصويبنامه راجع به الحاق دو تبصره به ذيل ...  مستخدمين رسمي مشمول قانون استخدام كشوري,1364/03/05,1985,هیات وزیران,1430,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_تصويبنامه_راجع_به_الحاق_دو_تبصره_به_ذيل_...__مستخدمين_رسمي_مشمول_قانون_استخدام_كشوري_11188310380169257643.txt,decree
4,بورس,7562e3ca8663,Aeen-Nameh,دستورالعمل اجرايي فصل ششم قانون بازار اوراق بهادار,1386/07/22,2007,هیات مدیره سازمان بورس و اوراق بهادار,336,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_اجرايي_فصل_ششم_قانون_بازار_اوراق_بهادار_13130271729684084511.txt,law
4,بودجه,914f523cc31d,Aeen-Nameh,اضافه شدن عبارتي به ذيل تبصره 1 ماده 1 آ ...  ب تبصره 11 قانون بودجه سال 1373 كل كشور,1373/04/26,1994,هیات وزیران,1280,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اضافه_شدن_عبارتي_به_ذيل_تبصره_1_ماده_1_آ_...__ب_تبصره_11_قانون_بودجه_سال_1373_كل_كشور_17215580875490214363.txt,law
4,بورس,aebe9ffabc96,Aeen-Nameh,الحاق تبصره  4  به ماده  19  آيين نامه ا ... 46  قانون محاسبات عمومي كشور - مصوب 1366,1389/05/17,2010,مصوب ۱۳۸۹ / ۰۵ / ۱۷ هیات وزیران,1420,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_تبصره__4__به_ماده__19__آيين_نامه_ا_..._46__قانون_محاسبات_عمومي_كشور_-_مصوب_1366_9419538856629012388.txt,law
4,بودجه,2b7840fc15b6,Aeen-Nameh,اصلاح ماده 2 و ماده 5 آيين نامه اجرايي رديف 3 بند هـ تبصره 29 قانون بودجه سال 1375 كل كشور,1375/08/30,1996,هیات وزیران,981,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده_2_و_ماده_5_آيين_نامه_اجرايي_رديف_3_بند_هـ_تبصره_29_قانون_بودجه_سال_1375_كل_كشور_3425315806615330907.txt,law
4,بودجه,0502991373c5,Aeen-Nameh,اصلاح آيين نامه اجرايي بند  الف  تبصره  11  قانون بودجه سال 1379 كل كشور,1379/06/02,2000,هیات وزیران,793,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_بند__الف__تبصره__11__قانون_بودجه_سال_1379_كل_كشور_9531918900893831124.txt,law
4,بودجه,1dfa27e468c2,Aeen-Nameh,اصلاح آيين نامه اجرايي تبصره 16قانون بودجه سال1377كل كشور,1378/12/18,2000,هیات وزیران,929,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_تبصره_16قانون_بودجه_سال1377كل_كشور_9362326982617815485.txt,other
4,دام,c5f62fe5ae39,Aeen-Nameh,اصلاح  ماده  62 آيين نامه  استخدامي  مركز سنجش  از دور ايران,1378/10/19,2000,هیات وزیران,1158,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح__ماده__62_آيين_نامه__استخدامي__مركز_سنجش__از_دور_ايران_7721730402877907602.txt,other
4,بودجه,79718d84dd8b,Aeen-Nameh,نامه اصلاحي تصويب نامه شماره 1335 ت26289 ... ضوع ضوابط اجرايي بودجه سال 1381  كل كشور,1381/02/18,2002,هیات وزیران,1043,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/نامه_اصلاحي_تصويب_نامه_شماره_1335_ت26289_..._ضوع_ضوابط_اجرايي_بودجه_سال_1381__كل_كشور_4841833955613072666.txt,decree
4,بودجه,5ab879b9ae59,Aeen-Nameh,اصلاح آيين نامه اجرايي بند ل تبصره 13 قانون بودجه سال 1375 كل كشور,1375/03/27,1996,هیات وزیران,1384,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_بند_ل_تبصره_13_قانون_بودجه_سال_1375_كل_كشور_13214620391712402554.txt,law
4,بودجه,82dc141f4892,Aeen-Nameh,[نامه اصلاحی] اصلاح آیین‌نامه اجرایی بند (ک) تبصره (۵) قانون بودجه سال ۱۳۹۶ کل کشور با اصلاحات و الحاقات بعدی,1396/06/29,2017,هیات وزیران,1593,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/7808248460756604061_7808248460756604061.txt,law
4,بودجه,40c5ac57544c,Aeen-Nameh,اصلاح تبصره 1 ماده 8 آيين نامه اجرايي تبصره 45 قانون بودجه سال 1374 كل كشور,1374/05/18,1995,هیات وزیران,1214,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_تبصره_1_ماده_8_آيين_نامه_اجرايي_تبصره_45_قانون_بودجه_سال_1374_كل_كشور_2121803100652222690.txt,law
4,بودجه,450d14e61552,Aeen-Nameh,اصلاح ماده1 آيين نامه اجرايي تبصره49 قانون بودجه سال1377كل كشور,1378/12/18,2000,هیات وزیران,1007,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده1_آيين_نامه_اجرايي_تبصره49_قانون_بودجه_سال1377كل_كشور_17073793943356291570.txt,law
4,تعرفه,7b4d41d46f7c,Aeen-Nameh,اصلاح آيين نامه قانون دفتر اسناد رسمي و كانون سردفتران و دفترياران,1390/09/08,2011,رئیس قوه قضائیه,1398,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_قانون_دفتر_اسناد_رسمي_و_كانون_سردفتران_و_دفترياران_10810483995194361096.txt,law
4,بودجه,ecd580358aa0,Aeen-Nameh,اصلاح آيين نامه اجرايي بند  ي  تبصره  2  قانون بودجه سال 1376 كل كشور,1376/02/07,1997,هیات وزیران,1417,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_بند__ي__تبصره__2__قانون_بودجه_سال_1376_كل_كشور_8552155714166416019.txt,law
4,دام,5a2e262241a2,Aeen-Nameh,اصلاح آئين نامه اجرايي قانون استخدام قضات و شرايط كارآموزي مصوب 1376 10 1,1376/10/01,1997,مصوب ۱۳۷۶ / ۱۱ / ۰۲ رئیس قوه قضائیه,996,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آئين_نامه_اجرايي_قانون_استخدام_قضات_و_شرايط_كارآموزي_مصوب_1376_10_1_5049342300943496167.txt,law
4,بودجه,2a4ff90cf1c4,Aeen-Nameh,تصويبنامه راجع به اجراي بند   ب   تبصره 6 قانون بودجه سال 1367 كل كشور,1367/02/11,1988,هیات وزیران,3113,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويبنامه_راجع_به_اجراي_بند___ب___تبصره_6_قانون_بودجه_سال_1367_كل_كشور_3981071043540651229.txt,decree
4,بودجه,17961088b17e,Aeen-Nameh,اصلاحيه آيين نامه  اجرايي  بند و تبصره  18 قانون  بودجه سال  1381 كل  كشور,1381/07/10,2002,هیات وزیران,1107,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه__اجرايي__بند_و_تبصره__18_قانون__بودجه_سال__1381_كل__كشور_5160557204752859891.txt,amendment
4,بودجه,9c3856265d54,Aeen-Nameh,اصلاح ماده  3  آيين نامه اجرايي تبصره  17  قانون بودجه سال 1394 كل كشور,1394/02/02,2015,هیات وزیران,1731,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده__3__آيين_نامه_اجرايي_تبصره__17__قانون_بودجه_سال_1394_كل_كشور_5191885861222835795.txt,law
4,بودجه,9fb80227291e,Aeen-Nameh,آيين نامه اجرايي بند  ج  تبصره  36  قانون بودجه سال 1380 كل كشور,1380/12/22,2002,هیات وزیران,1485,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجرايي_بند__ج__تبصره__36__قانون_بودجه_سال_1380_كل_كشور_16310196189718284943.txt,law
4,بودجه,369ab3393488,Aeen-Nameh,اصلاح آيين نامه بند  و  تبصره  7  قانون بودجه سال 1380 كل كشور,1380/05/24,2001,هیات وزیران,987,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_بند__و__تبصره__7__قانون_بودجه_سال_1380_كل_كشور_1257880296912205692.txt,law
4,دام,80ae04a108cc,Aeen-Nameh,اصلاح ماده يك و تبصره ماده يك آيين نامه اجرايي قانون استخدام قضات مصوب 1379,1379/03/30,2000,مصوب ۱۳۷۹ / ۰۳ / ۳۰ رئیس قوه قضائیه,1175,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده_يك_و_تبصره_ماده_يك_آيين_نامه_اجرايي_قانون_استخدام_قضات_مصوب_1379_14119624218916407868.txt,law
4,بودجه,b1292d19fbc2,Aeen-Nameh,اصلاح آيين نامه اجرايي بند  ي  تبصره 10 قانون بودجه سال 1375 كل كشور,1375/04/10,1996,هیات وزیران,1127,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_بند__ي__تبصره_10_قانون_بودجه_سال_1375_كل_كشور_17069856283262805964.txt,law
4,بودجه,997c99a9835c,Aeen-Nameh,آيين نامه  اجرايي  بند الف  تبصره 13 قانون  بودجه  سال  1370 كل  كشور,1370/08/08,1991,هیات وزیران,1854,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه__اجرايي__بند_الف__تبصره_13_قانون__بودجه__سال__1370_كل__كشور_15037856362363924307.txt,law
4,بودجه,7e1dc5509f71,Aeen-Nameh,اصلاح مواد 6و7 الحاقي آيين نامه اجرايي تبصره 53 قانون بودجه سال 1377 كل كشور,1378/07/04,1999,هیات وزیران,1569,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_مواد_6و7_الحاقي_آيين_نامه_اجرايي_تبصره_53_قانون_بودجه_سال_1377_كل_كشور_6364906579713819385.txt,law
