country_iso3,section,item,period,year,quarter,value_million_escudos
PRT,Activo,Ouro,Set 1975,1975,Set,30804.0
PRT,Activo,Ouro,Dez 1975,1975,Dez,31068.0
PRT,Activo,Ouro,Mar 1976,1976,Mar,32914.0
PRT,Activo,Ouro,Jun 1976,1976,Jun,34990.0
PRT,Activo,Ouro,Set 1976,1976,Set,34959.0
PRT,Activo,Outras,Set 1974,1974,Set,32850.0
PRT,Activo,Outras,Dez 1974,1974,Dez,25849.0
PRT,Activo,Outras,Mar 1975,1975,Mar,20229.0
PRT,Activo,Outras,Jun 1975,1975,Jun,19120.0
PRT,Activo,Outras,Set 1975,1975,Set,15778.0
PRT,Activo,Outras,Dez 1975,1975,Dez,8816.0
PRT,Activo,Outras,Mar 1976,1976,Mar,7015.0
PRT,Activo,Outras,Jun 1976,1976,Jun,4177.0
PRT,Activo,Outras,Set 1976,1976,Set,6156.0
PRT,Activo,Responsabilidades para com o exterior,Set 1974,1974,Set,86.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1974,1974,Dez,84.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1975,1975,Mar,2087.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1975,1975,Jun,52.0
PRT,Activo,Responsabilidades para com o exterior,Set 1975,1975,Set,2622.0
PRT,Activo,Responsabilidades para com o exterior,Dez 1975,1975,Dez,8277.0
PRT,Activo,Responsabilidades para com o exterior,Mar 1976,1976,Mar,18542.0
PRT,Activo,Responsabilidades para com o exterior,Jun 1976,1976,Jun,28741.0
PRT,Activo,Responsabilidades para com o exterior,Set 1976,1976,Set,32912.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1974,1974,Set,5627.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1974,1974,Dez,10993.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1975,1975,Mar,11189.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1975,1975,Jun,11996.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1975,1975,Set,18663.0
PRT,Activo,Crédito ao Sector Público Administrativo,Dez 1975,1975,Dez,34974.0
PRT,Activo,Crédito ao Sector Público Administrativo,Mar 1976,1976,Mar,46929.0
PRT,Activo,Crédito ao Sector Público Administrativo,Jun 1976,1976,Jun,48179.0
PRT,Activo,Crédito ao Sector Público Administrativo,Set 1976,1976,Set,53601.0
PRT,Activo,Crédito,Set 1974,1974,Set,1206.0
PRT,Activo,Crédito,Dez 1974,1974,Dez,1222.0
PRT,Activo,Crédito,Mar 1975,1975,Mar,1240.0
PRT,Activo,Crédito,Jun 1975,1975,Jun,1571.0
PRT,Activo,Crédito,Set 1975,1975,Set,3002.0
PRT,Activo,Crédito,Dez 1975,1975,Dez,1289.0
PRT,Activo,Crédito,Mar 1976,1976,Mar,1309.0
PRT,Activo,Crédito,Jun 1976,1976,Jun,1643.0
PRT,Activo,Crédito,Set 1976,1976,Set,3026.0
PRT,Activo,Títulos de Dívida Pública,Set 1974,1974,Set,4421.0
PRT,Activo,Títulos de Dívida Pública,Dez 1974,1974,Dez,9771.0
PRT,Activo,Títulos de Dívida Pública,Mar 1975,1975,Mar,9949.0
PRT,Activo,Títulos de Dívida Pública,Jun 1975,1975,Jun,10425.0
PRT,Activo,Títulos de Dívida Pública,Set 1975,1975,Set,15661.0
PRT,Activo,Títulos de Dívida Pública,Dez 1975,1975,Dez,33685.0
PRT,Activo,Títulos de Dívida Pública,Mar 1976,1976,Mar,45620.0
PRT,Activo,Títulos de Dívida Pública,Jun 1976,1976,Jun,46536.0
PRT,Activo,Títulos de Dívida Pública,Set 1976,1976,Set,50575.0
PRT,Activo,Crédito a instituições financeiras,Set 1974,1974,Set,29331.0
PRT,Activo,Crédito a instituições financeiras,Dez 1974,1974,Dez,46036.0
PRT,Activo,Crédito a instituições financeiras,Mar 1975,1975,Mar,50221.0
PRT,Activo,Crédito a instituições financeiras,Jun 1975,1975,Jun,60272.0
PRT,Activo,Crédito a instituições financeiras,Set 1975,1975,Set,75497.0
PRT,Activo,Crédito a instituições financeiras,Dez 1975,1975,Dez,89004.0
PRT,Activo,Crédito a instituições financeiras,Mar 1976,1976,Mar,84745.0
PRT,Activo,Crédito a instituições financeiras,Jun 1976,1976,Jun,95253.0
PRT,Activo,Crédito a instituições financeiras,Set 1976,1976,Set,94185.0
PRT,Activo,Crédito a empresas e particulares,Set 1974,1974,Set,1964.0
PRT,Activo,Crédito a empresas e particulares,Dez 1974,1974,Dez,1888.0
PRT,Activo,Crédito a empresas e particulares,Mar 1975,1975,Mar,1753.0
PRT,Activo,Crédito a empresas e particulares,Jun 1975,1975,Jun,1381.0
PRT,Activo,Crédito a empresas e particulares,Set 1975,1975,Set,1141.0
PRT,Activo,Crédito a empresas e particulares,Dez 1975,1975,Dez,898.0
PRT,Activo,Crédito a empresas e particulares,Mar 1976,1976,Mar,685.0
PRT,Activo,Crédito a empresas e particulares,Jun 1976,1976,Jun,534.0
PRT,Activo,Crédito a empresas e particulares,Set 1976,1976,Set,640.0
PRT,Activo,Total,Set 1974,1974,Set,99579.0
PRT,Activo,Total,Dez 1974,1974,Dez,114655.0
PRT,Activo,Total,Mar 1975,1975,Mar,111562.0
PRT,Activo,Total,Jun 1975,1975,Jun,123238.0
PRT,Activo,Total,Set 1975,1975,Set,139261.0
PRT,Activo,Total,Dez 1975,1975,Dez,156483.0
PRT,Activo,Total,Mar 1976,1976,Mar,153746.0
PRT,Activo,Total,Jun 1976,1976,Jun,154392.0
PRT,Activo,Total,Set 1976,1976,Set,156629.0
PRT,Passivo,Base monetária,Set 1974,1974,Set,81588.0
PRT,Passivo,Base monetária,Dez 1974,1974,Dez,94353.0
PRT,Passivo,Base monetária,Mar 1975,1975,Mar,89414.0
PRT,Passivo,Base monetária,Jun 1975,1975,Jun,95143.0
PRT,Passivo,Base monetária,Set 1975,1975,Set,110454.0
PRT,Passivo,Base monetária,Dez 1975,1975,Dez,130190.0
PRT,Passivo,Base monetária,Mar 1976,1976,Mar,119734.0
PRT,Passivo,Base monetária,Jun 1976,1976,Jun,124417.0
PRT,Passivo,Base monetária,Set 1976,1976,Set,127185.0
PRT,Passivo,Notas e moedas,Set 1974,1974,Set,64049.0
PRT,Passivo,Notas e moedas,Dez 1974,1974,Dez,75836.0
PRT,Passivo,Notas e moedas,Mar 1975,1975,Mar,80320.0
PRT,Passivo,Notas e moedas,Jun 1975,1975,Jun,88656.0
PRT,Passivo,Notas e moedas,Set 1975,1975,Set,101952.0
PRT,Passivo,Notas e moedas,Dez 1975,1975,Dez,116286.0
PRT,Passivo,Notas e moedas,Mar 1976,1976,Mar,105315.0
PRT,Passivo,Notas e moedas,Jun 1976,1976,Jun,108817.0
PRT,Passivo,Notas e moedas,Set 1976,1976,Set,106965.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1974,1974,Set,17539.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1974,1974,Dez,18517.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1975,1975,Mar,9094.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1975,1975,Jun,6487.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1975,1975,Set,8502.0
PRT,Passivo,Depósitos de instituições financeiras,Dez 1975,1975,Dez,13904.0
PRT,Passivo,Depósitos de instituições financeiras,Mar 1976,1976,Mar,14419.0
PRT,Passivo,Depósitos de instituições financeiras,Jun 1976,1976,Jun,15600.0
PRT,Passivo,Depósitos de instituições financeiras,Set 1976,1976,Set,20220.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1974,1974,Set,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1974,1974,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1975,1975,Mar,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1975,1975,Jun,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1975,1975,Set,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Dez 1975,1975,Dez,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Mar 1976,1976,Mar,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Jun 1976,1976,Jun,0.0
PRT,Passivo,Operações de absorção de liquidez com o sistema financeiro,Set 1976,1976,Set,0.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1974,1974,Set,2985.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1974,1974,Dez,4079.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1975,1975,Mar,4861.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1975,1975,Jun,1057.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1975,1975,Set,1009.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Dez 1975,1975,Dez,1237.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Mar 1976,1976,Mar,5068.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Jun 1976,1976,Jun,4083.0
PRT,Passivo,Depósitos do Sector Público Administrativo,Set 1976,1976,Set,1239.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1974,1974,Set,1987.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1974,1974,Dez,1379.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1975,1975,Mar,1752.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1975,1975,Jun,1613.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1975,1975,Set,3258.0
PRT,Passivo,Contrapartida de flutuações cambiais,Dez 1975,1975,Dez,2757.0
PRT,Passivo,Contrapartida de flutuações cambiais,Mar 1976,1976,Mar,3135.0
PRT,Passivo,Contrapartida de flutuações cambiais,Jun 1976,1976,Jun,3117.0
PRT,Passivo,Contrapartida de flutuações cambiais,Set 1976,1976,Set,3404.0
PRT,Passivo,Recursos próprios e resultados,Set 1974,1974,Set,12645.0
PRT,Passivo,Recursos próprios e resultados,Dez 1974,1974,Dez,13703.0
PRT,Passivo,Recursos próprios e resultados,Mar 1975,1975,Mar,15900.0
PRT,Passivo,Recursos próprios e resultados,Jun 1975,1975,Jun,18220.0
PRT,Passivo,Recursos próprios e resultados,Set 1975,1975,Set,19650.0
PRT,Passivo,Recursos próprios e resultados,Dez 1975,1975,Dez,22997.0
PRT,Passivo,Recursos próprios e resultados,Mar 1976,1976,Mar,26933.0
PRT,Passivo,Recursos próprios e resultados,Jun 1976,1976,Jun,26341.0
PRT,Passivo,Recursos próprios e resultados,Set 1976,1976,Set,28509.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1974,1974,Set,374.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1974,1974,Dez,1141.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1975,1975,Mar,-365.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1975,1975,Jun,7205.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1975,1975,Set,4890.0
PRT,Passivo,Outras responsabilidades (líquidas),Dez 1975,1975,Dez,-698.0
PRT,Passivo,Outras responsabilidades (líquidas),Mar 1976,1976,Mar,-1124.0
PRT,Passivo,Outras responsabilidades (líquidas),Jun 1976,1976,Jun,-3566.0
PRT,Passivo,Outras responsabilidades (líquidas),Set 1976,1976,Set,-3708.0
PRT,Passivo,Total,Set 1974,1974,Set,99579.0
PRT,Passivo,Total,Dez 1974,1974,Dez,114655.0
PRT,Passivo,Total,Mar 1975,1975,Mar,111562.0
PRT,Passivo,Total,Jun 1975,1975,Jun,123238.0
PRT,Passivo,Total,Set 1975,1975,Set,139261.0
PRT,Passivo,Total,Dez 1975,1975,Dez,156483.0
PRT,Passivo,Total,Mar 1976,1976,Mar,153746.0
PRT,Passivo,Total,Jun 1976,1976,Jun,154392.0
PRT,Passivo,Total,Set 1976,1976,Set,156629.0
