chart_id,title,category,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status
"faostat__Butter, Ghee__trade","Butter, Ghee — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Butter, Ghee",new
faostat__Cassava and products__trade,Cassava and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Cassava and products,new
faostat__Cephalopods__trade,Cephalopods — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Cephalopods,new
faostat__Cereals - Excluding Beer__trade,Cereals - Excluding Beer — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Cereals - Excluding Beer,new
"faostat__Cereals, Other__trade","Cereals, Other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Cereals, Other",new
"faostat__Cereals, other__trade","Cereals, other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Cereals, other",new
"faostat__Citrus, Other__trade","Citrus, Other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Citrus, Other",new
faostat__Cloves__trade,Cloves — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Cloves,new
faostat__Cocoa Beans and products__trade,Cocoa Beans and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Cocoa Beans and products,new
faostat__Coconut Oil__trade,Coconut Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Coconut Oil,new
faostat__Coconuts - Incl Copra__trade,Coconuts - Incl Copra — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Coconuts - Incl Copra,new
faostat__Coffee and products__trade,Coffee and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Coffee and products,new
faostat__Cottonseed__trade,Cottonseed — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Cottonseed,new
faostat__Cottonseed Oil__trade,Cottonseed Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Cottonseed Oil,new
faostat__Cream__trade,Cream — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Cream,new
faostat__Crustaceans__trade,Crustaceans — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Crustaceans,new
faostat__Dates__trade,Dates — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Dates,new
faostat__Demersal Fish__trade,Demersal Fish — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Demersal Fish,new
faostat__Eggs__trade,Eggs — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Eggs,new
"faostat__Fats, Animals, Raw__trade","Fats, Animals, Raw — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Fats, Animals, Raw",new
"faostat__Fish, Body Oil__trade","Fish, Body Oil — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Fish, Body Oil",new
"faostat__Fish, Liver Oil__trade","Fish, Liver Oil — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Fish, Liver Oil",new
"faostat__Fish, Seafood__trade","Fish, Seafood — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Fish, Seafood",new
faostat__Freshwater Fish__trade,Freshwater Fish — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Freshwater Fish,new
faostat__Fruits - Excluding Wine__trade,Fruits - Excluding Wine — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Fruits - Excluding Wine,new
"faostat__Fruits, other__trade","Fruits, other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Fruits, other",new
faostat__Grapefruit and products__trade,Grapefruit and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Grapefruit and products,new
faostat__Grapes and products (excl wine)__trade,Grapes and products (excl wine) — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Grapes and products (excl wine),new
faostat__Groundnut Oil__trade,Groundnut Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Groundnut Oil,new
faostat__Groundnuts__trade,Groundnuts — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Groundnuts,new
faostat__Groundnuts (Shelled Eq)__trade,Groundnuts (Shelled Eq) — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Groundnuts (Shelled Eq),new
faostat__Honey__trade,Honey — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Honey,new
faostat__Infant food__trade,Infant food — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Infant food,new
"faostat__Lemons, Limes and products__trade","Lemons, Limes and products — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Lemons, Limes and products",new
faostat__Maize Germ Oil__trade,Maize Germ Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Maize Germ Oil,new
faostat__Maize and products__trade,Maize and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Maize and products,new
"faostat__Marine Fish, Other__trade","Marine Fish, Other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Marine Fish, Other",new
faostat__Meat__trade,Meat — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Meat,new
"faostat__Meat, Other__trade","Meat, Other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Meat, Other",new
faostat__Milk - Excluding Butter__trade,Milk - Excluding Butter — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Milk - Excluding Butter,new
faostat__Millet and products__trade,Millet and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Millet and products,new
faostat__Miscellaneous__trade,Miscellaneous — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Miscellaneous,new
"faostat__Molluscs, Other__trade","Molluscs, Other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Molluscs, Other",new
faostat__Mutton & Goat Meat__trade,Mutton & Goat Meat — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Mutton & Goat Meat,new
faostat__Nuts and products__trade,Nuts and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Nuts and products,new
faostat__Oats__trade,Oats — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Oats,new
faostat__Offals__trade,Offals — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Offals,new
"faostat__Offals, Edible__trade","Offals, Edible — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Offals, Edible",new
faostat__Oilcrops__trade,Oilcrops — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Oilcrops,new
"faostat__Oilcrops Oil, Other__trade","Oilcrops Oil, Other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Oilcrops Oil, Other",new
"faostat__Oilcrops, Other__trade","Oilcrops, Other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Oilcrops, Other",new
faostat__Olive Oil__trade,Olive Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Olive Oil,new
faostat__Olives (including preserved)__trade,Olives (including preserved) — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Olives (including preserved),new
faostat__Onions__trade,Onions — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Onions,new
"faostat__Oranges, Mandarines__trade","Oranges, Mandarines — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Oranges, Mandarines",new
faostat__Palm Oil__trade,Palm Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Palm Oil,new
faostat__Palm kernels__trade,Palm kernels — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Palm kernels,new
faostat__Palmkernel Oil__trade,Palmkernel Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Palmkernel Oil,new
faostat__Peas__trade,Peas — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Peas,new
faostat__Pelagic Fish__trade,Pelagic Fish — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Pelagic Fish,new
faostat__Pepper__trade,Pepper — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Pepper,new
faostat__Pigmeat__trade,Pigmeat — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Pigmeat,new
faostat__Pimento__trade,Pimento — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Pimento,new
faostat__Pineapples and products__trade,Pineapples and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Pineapples and products,new
faostat__Plantains__trade,Plantains — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Plantains,new
faostat__Potatoes and products__trade,Potatoes and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Potatoes and products,new
faostat__Poultry Meat__trade,Poultry Meat — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Poultry Meat,new
faostat__Pulses__trade,Pulses — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Pulses,new
"faostat__Pulses, Other and products__trade","Pulses, Other and products — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Pulses, Other and products",new
faostat__Rape and Mustard Oil__trade,Rape and Mustard Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Rape and Mustard Oil,new
faostat__Rape and Mustardseed__trade,Rape and Mustardseed — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Rape and Mustardseed,new
faostat__Rice (Milled Equivalent)__trade,Rice (Milled Equivalent) — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Rice (Milled Equivalent),new
faostat__Rice and products__trade,Rice and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Rice and products,new
faostat__Ricebran Oil__trade,Ricebran Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Ricebran Oil,new
"faostat__Roots, Other__trade","Roots, Other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Roots, Other",new
faostat__Rye and products__trade,Rye and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Rye and products,new
faostat__Sesame seed__trade,Sesame seed — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sesame seed,new
faostat__Sesameseed Oil__trade,Sesameseed Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sesameseed Oil,new
faostat__Sorghum and products__trade,Sorghum and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sorghum and products,new
faostat__Soyabean Oil__trade,Soyabean Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Soyabean Oil,new
faostat__Soyabeans__trade,Soyabeans — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Soyabeans,new
faostat__Spices__trade,Spices — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Spices,new
"faostat__Spices, Other__trade","Spices, Other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Spices, Other",new
faostat__Starchy Roots__trade,Starchy Roots — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Starchy Roots,new
faostat__Stimulants__trade,Stimulants — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Stimulants,new
faostat__Sugar & Sweeteners__trade,Sugar & Sweeteners — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sugar & Sweeteners,new
faostat__Sugar (Raw Equivalent)__trade,Sugar (Raw Equivalent) — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sugar (Raw Equivalent),new
faostat__Sugar Crops__trade,Sugar Crops — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sugar Crops,new
faostat__Sugar beet__trade,Sugar beet — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sugar beet,new
faostat__Sugar cane__trade,Sugar cane — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sugar cane,new
faostat__Sunflower seed__trade,Sunflower seed — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sunflower seed,new
faostat__Sunflowerseed Oil__trade,Sunflowerseed Oil — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sunflowerseed Oil,new
faostat__Sweet potatoes__trade,Sweet potatoes — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Sweet potatoes,new
"faostat__Sweeteners, Other__trade","Sweeteners, Other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Sweeteners, Other",new
faostat__Tea (including mate)__trade,Tea (including mate) — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Tea (including mate),new
faostat__Tomatoes and products__trade,Tomatoes and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Tomatoes and products,new
faostat__Treenuts__trade,Treenuts — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Treenuts,new
faostat__Vegetable Oils__trade,Vegetable Oils — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Vegetable Oils,new
faostat__Vegetables__trade,Vegetables — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Vegetables,new
"faostat__Vegetables, other__trade","Vegetables, other — Imports & Exports",Agriculture Trade,faostat-fbs+fbsh,,,"Vegetables, other",new
faostat__Wheat and products__trade,Wheat and products — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Wheat and products,new
faostat__Wine__trade,Wine — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Wine,new
faostat__Yams__trade,Yams — Imports & Exports,Agriculture Trade,faostat-fbs+fbsh,,,Yams,new
faostat__Alcoholic Beverages__consumption,Alcoholic Beverages — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Alcoholic Beverages,new
faostat__Animal Products__consumption,Animal Products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Animal Products,new
faostat__Animal fats__consumption,Animal fats — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Animal fats,new
faostat__Apples and products__consumption,Apples and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Apples and products,new
"faostat__Aquatic Animals, Others__consumption","Aquatic Animals, Others — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Aquatic Animals, Others",new
faostat__Aquatic Plants__consumption,Aquatic Plants — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Aquatic Plants,new
"faostat__Aquatic Products, Other__consumption","Aquatic Products, Other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Aquatic Products, Other",new
faostat__Bananas__consumption,Bananas — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Bananas,new
faostat__Barley and products__consumption,Barley and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Barley and products,new
faostat__Beans__consumption,Beans — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Beans,new
faostat__Beer__consumption,Beer — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Beer,new
"faostat__Beverages, Alcoholic__consumption","Beverages, Alcoholic — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Beverages, Alcoholic",new
"faostat__Beverages, Fermented__consumption","Beverages, Fermented — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Beverages, Fermented",new
faostat__Bovine Meat__consumption,Bovine Meat — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Bovine Meat,new
"faostat__Butter, Ghee__consumption","Butter, Ghee — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Butter, Ghee",new
faostat__Cassava and products__consumption,Cassava and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Cassava and products,new
faostat__Cephalopods__consumption,Cephalopods — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Cephalopods,new
faostat__Cereals - Excluding Beer__consumption,Cereals - Excluding Beer — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Cereals - Excluding Beer,new
"faostat__Cereals, Other__consumption","Cereals, Other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Cereals, Other",new
"faostat__Cereals, other__consumption","Cereals, other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Cereals, other",new
"faostat__Citrus, Other__consumption","Citrus, Other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Citrus, Other",new
faostat__Cloves__consumption,Cloves — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Cloves,new
faostat__Cocoa Beans and products__consumption,Cocoa Beans and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Cocoa Beans and products,new
faostat__Coconut Oil__consumption,Coconut Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Coconut Oil,new
faostat__Coconuts - Incl Copra__consumption,Coconuts - Incl Copra — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Coconuts - Incl Copra,new
faostat__Coffee and products__consumption,Coffee and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Coffee and products,new
faostat__Cottonseed Oil__consumption,Cottonseed Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Cottonseed Oil,new
faostat__Cream__consumption,Cream — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Cream,new
faostat__Crustaceans__consumption,Crustaceans — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Crustaceans,new
faostat__Dates__consumption,Dates — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Dates,new
faostat__Demersal Fish__consumption,Demersal Fish — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Demersal Fish,new
faostat__Eggs__consumption,Eggs — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Eggs,new
"faostat__Fats, Animals, Raw__consumption","Fats, Animals, Raw — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Fats, Animals, Raw",new
"faostat__Fish, Body Oil__consumption","Fish, Body Oil — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Fish, Body Oil",new
"faostat__Fish, Liver Oil__consumption","Fish, Liver Oil — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Fish, Liver Oil",new
"faostat__Fish, Seafood__consumption","Fish, Seafood — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Fish, Seafood",new
faostat__Freshwater Fish__consumption,Freshwater Fish — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Freshwater Fish,new
faostat__Fruits - Excluding Wine__consumption,Fruits - Excluding Wine — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Fruits - Excluding Wine,new
"faostat__Fruits, other__consumption","Fruits, other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Fruits, other",new
faostat__Grand Total__consumption,Grand Total — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Grand Total,new
faostat__Grapefruit and products__consumption,Grapefruit and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Grapefruit and products,new
faostat__Grapes and products (excl wine)__consumption,Grapes and products (excl wine) — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Grapes and products (excl wine),new
faostat__Groundnut Oil__consumption,Groundnut Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Groundnut Oil,new
faostat__Groundnuts__consumption,Groundnuts — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Groundnuts,new
faostat__Groundnuts (Shelled Eq)__consumption,Groundnuts (Shelled Eq) — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Groundnuts (Shelled Eq),new
faostat__Honey__consumption,Honey — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Honey,new
faostat__Infant food__consumption,Infant food — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Infant food,new
"faostat__Lemons, Limes and products__consumption","Lemons, Limes and products — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Lemons, Limes and products",new
faostat__Maize Germ Oil__consumption,Maize Germ Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Maize Germ Oil,new
faostat__Maize and products__consumption,Maize and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Maize and products,new
"faostat__Marine Fish, Other__consumption","Marine Fish, Other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Marine Fish, Other",new
faostat__Meat__consumption,Meat — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Meat,new
"faostat__Meat, Other__consumption","Meat, Other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Meat, Other",new
faostat__Milk - Excluding Butter__consumption,Milk - Excluding Butter — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Milk - Excluding Butter,new
faostat__Miscellaneous__consumption,Miscellaneous — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Miscellaneous,new
"faostat__Molluscs, Other__consumption","Molluscs, Other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Molluscs, Other",new
faostat__Mutton & Goat Meat__consumption,Mutton & Goat Meat — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Mutton & Goat Meat,new
faostat__Nuts and products__consumption,Nuts and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Nuts and products,new
faostat__Oats__consumption,Oats — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Oats,new
faostat__Offals__consumption,Offals — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Offals,new
"faostat__Offals, Edible__consumption","Offals, Edible — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Offals, Edible",new
faostat__Oilcrops__consumption,Oilcrops — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Oilcrops,new
"faostat__Oilcrops Oil, Other__consumption","Oilcrops Oil, Other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Oilcrops Oil, Other",new
"faostat__Oilcrops, Other__consumption","Oilcrops, Other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Oilcrops, Other",new
faostat__Olive Oil__consumption,Olive Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Olive Oil,new
faostat__Olives (including preserved)__consumption,Olives (including preserved) — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Olives (including preserved),new
faostat__Onions__consumption,Onions — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Onions,new
"faostat__Oranges, Mandarines__consumption","Oranges, Mandarines — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Oranges, Mandarines",new
faostat__Palm Oil__consumption,Palm Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Palm Oil,new
faostat__Palmkernel Oil__consumption,Palmkernel Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Palmkernel Oil,new
faostat__Peas__consumption,Peas — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Peas,new
faostat__Pelagic Fish__consumption,Pelagic Fish — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Pelagic Fish,new
faostat__Pepper__consumption,Pepper — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Pepper,new
faostat__Pigmeat__consumption,Pigmeat — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Pigmeat,new
faostat__Pimento__consumption,Pimento — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Pimento,new
faostat__Pineapples and products__consumption,Pineapples and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Pineapples and products,new
faostat__Plantains__consumption,Plantains — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Plantains,new
faostat__Potatoes and products__consumption,Potatoes and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Potatoes and products,new
faostat__Poultry Meat__consumption,Poultry Meat — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Poultry Meat,new
faostat__Pulses__consumption,Pulses — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Pulses,new
"faostat__Pulses, Other and products__consumption","Pulses, Other and products — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Pulses, Other and products",new
faostat__Rape and Mustard Oil__consumption,Rape and Mustard Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Rape and Mustard Oil,new
faostat__Rape and Mustardseed__consumption,Rape and Mustardseed — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Rape and Mustardseed,new
faostat__Rice (Milled Equivalent)__consumption,Rice (Milled Equivalent) — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Rice (Milled Equivalent),new
faostat__Rice and products__consumption,Rice and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Rice and products,new
faostat__Ricebran Oil__consumption,Ricebran Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Ricebran Oil,new
"faostat__Roots, Other__consumption","Roots, Other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Roots, Other",new
faostat__Rye and products__consumption,Rye and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Rye and products,new
faostat__Sesame seed__consumption,Sesame seed — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Sesame seed,new
faostat__Sesameseed Oil__consumption,Sesameseed Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Sesameseed Oil,new
faostat__Sorghum and products__consumption,Sorghum and products — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Sorghum and products,new
faostat__Soyabean Oil__consumption,Soyabean Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Soyabean Oil,new
faostat__Soyabeans__consumption,Soyabeans — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Soyabeans,new
faostat__Spices__consumption,Spices — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Spices,new
"faostat__Spices, Other__consumption","Spices, Other — Per-Capita Food Consumption",Food Consumption,faostat-fbs+fbsh,,,"Spices, Other",new
faostat__Starchy Roots__consumption,Starchy Roots — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Starchy Roots,new
faostat__Stimulants__consumption,Stimulants — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Stimulants,new
faostat__Sugar & Sweeteners__consumption,Sugar & Sweeteners — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Sugar & Sweeteners,new
faostat__Sugar (Raw Equivalent)__consumption,Sugar (Raw Equivalent) — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Sugar (Raw Equivalent),new
faostat__Sugar Crops__consumption,Sugar Crops — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Sugar Crops,new
faostat__Sugar cane__consumption,Sugar cane — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Sugar cane,new
faostat__Sunflowerseed Oil__consumption,Sunflowerseed Oil — Per-Capita Food Consumption,Food Consumption,faostat-fbs+fbsh,,,Sunflowerseed Oil,new
