chart_id,title,title_fa,category,category_fa,primary_source,alt_sources,n_unit_variants_merged,underlying_codes,status,extends_chart_id,merged_into,time_range,notes,citations_json
majlis__forex_budget_law_1364,War-Economy Foreign-Exchange Allocation Ceiling Law (FY1364),قانون سقف تخصیص ارز در اقتصاد جنگی (سال مالی 1364),Government Finance,مالیه دولت,majlis-historical-budget-laws,,,majlis_budget_law_series/forex_budget_law_1364.csv,new,,,FY1364 (1985/86),"USD 15 billion maximum foreign-currency allocation ceiling for the fiscal year (Iran-Iraq war FX rationing law) -- a distinct policy-instrument figure with no analog anywhere else in this database (not comparable to WDI's exchange-rate or reserves indicators, which measure market outcomes, not a legislated allocation ceiling). Single data point, one fiscal year only; the general RIAL-denominated FY1364 national budget law was not located in this collection (confirmed gap, see README) so this is a narrower, separate law, not a stand-in for the missing main budget.","[{""source_org"": ""Majlis Shoraye Melli (National Consultative Assembly, Pahlavi era) / Revolutionary Council (Shoraye Enghelab, 1979-1980) / Majlis Shoraye Eslami (Islamic Consultative Assembly) — original legislature of enactment; text mirrored by Lam ta Kam (lamtakam.com), a private Iranian legal-reference aggregator that republishes the Majlis Research Center's own law database"", ""source_url"": ""https://lamtakam.com (mirror of Majlis Research Center law database; primary rc.majlis.ir unreachable this project)"", ""access_date"": ""2026-07-13"", ""time_range"": ""FY1364 (1985/86)""}]"
gfdd__gfdd_di_01,Private Credit by Deposit Money Banks to GDP (World Bank GFDD),اعتبارات اعطایی بانک‌های سپرده‌پذیر به بخش خصوصی نسبت به تولید ناخالص داخلی (GFDD بانک جهانی),Financial Sector (Monetary),بخش مالی (پولی),worldbank-gfdd-via-fred,wdi,,iran_banking_history_series/worldbank_gfdd_banking_depth_1960_2016.csv|GFDD.DI.01,new,,,1961-2016,"Closest WDI analog is wdi__FD.AST.PRVT.GD (Domestic credit to private sector by banks, % of GDP), which covers the identical 1961-2016 Iran window -- so this does NOT extend WDI's time range, it is an independently-sourced (GFDD via FRED, not WDI's own bulk file) alt vintage of a near-identical concept. README confirms GFDD.* codes do not appear anywhere in macro_wdi.csv. Flagging the conceptual overlap for a future reconciliation pass rather than merging -- classified new per this project's policy of not silently resolving alt-source overlaps. (closest existing chart_id: wdi__FD.AST.PRVT.GD)","[{""source_org"": ""World Bank (Global Financial Development Database), mirrored by Federal Reserve Bank of St. Louis (FRED)"", ""source_url"": ""https://fred.stlouisfed.org/release?rid=381 (Global Financial Development release, Iran series)"", ""access_date"": ""2026-07-13"", ""time_range"": """", ""match_confidence"": ""fuzzy:4tok:iran-banking-sector-depth-1960-2016""}]"
gfdd__gfdd_di_04,Deposit Money Bank Assets to Deposit Money Bank Assets and Central Bank Assets (World Bank GFDD),نسبت دارایی‌های بانک‌های سپرده‌پذیر به مجموع دارایی‌های بانک‌های سپرده‌پذیر و بانک مرکزی (GFDD بانک جهانی),Financial Sector (Monetary),بخش مالی (پولی),worldbank-gfdd-via-fred,,,iran_banking_history_series/worldbank_gfdd_banking_depth_1960_2016.csv|GFDD.DI.04,new,,,1961-2016,"No WDI Iran analog found for this specific structural ratio (deposit-money-bank share of total banking-system assets) -- genuinely new content, not just a new source for an existing concept.","[{""source_org"": ""World Bank (Global Financial Development Database), mirrored by Federal Reserve Bank of St. Louis (FRED)"", ""source_url"": ""https://fred.stlouisfed.org/release?rid=381 (Global Financial Development release, Iran series)"", ""access_date"": ""2026-07-13"", ""time_range"": """", ""match_confidence"": ""fuzzy:4tok:iran-banking-sector-depth-1960-2016""}]"
gfdd__gfdd_di_05,Liquid Liabilities to GDP (World Bank GFDD),بدهی‌های نقدشونده نسبت به تولید ناخالص داخلی (GFDD بانک جهانی),Financial Sector (Monetary),بخش مالی (پولی),worldbank-gfdd-via-fred,wdi,,iran_banking_history_series/worldbank_gfdd_banking_depth_1960_2016.csv|GFDD.DI.05,new,,,1960-2016,"Conceptually close to wdi__FM.LBL.BMNY.GD (Broad money, % of GDP) -- 'liquid liabilities' is the standard IFS/GFDD term for the same M2/M3 broad-money concept WDI calls broad money. Identical 1960-2016 Iran window as WDI, so not a time extension -- an alt-source vintage of the same underlying aggregate, flagged for future reconciliation, not merged. (closest existing chart_id: wdi__FM.LBL.BMNY.GD)","[{""source_org"": ""World Bank (Global Financial Development Database), mirrored by Federal Reserve Bank of St. Louis (FRED)"", ""source_url"": ""https://fred.stlouisfed.org/release?rid=381 (Global Financial Development release, Iran series)"", ""access_date"": ""2026-07-13"", ""time_range"": """", ""match_confidence"": ""fuzzy:4tok:iran-banking-sector-depth-1960-2016""}]"
gfdd__gfdd_di_06,Central Bank Assets to GDP (World Bank GFDD),دارایی‌های بانک مرکزی نسبت به تولید ناخالص داخلی (GFDD بانک جهانی),Financial Sector (Monetary),بخش مالی (پولی),worldbank-gfdd-via-fred,,,iran_banking_history_series/worldbank_gfdd_banking_depth_1960_2016.csv|GFDD.DI.06,new,,,1960-2016,"No WDI Iran analog found (WDI's FM.AST.* codes are net domestic credit / net foreign assets in current LCU levels, not a central-bank-assets-to-GDP ratio) -- genuinely new content.","[{""source_org"": ""World Bank (Global Financial Development Database), mirrored by Federal Reserve Bank of St. Louis (FRED)"", ""source_url"": ""https://fred.stlouisfed.org/release?rid=381 (Global Financial Development release, Iran series)"", ""access_date"": ""2026-07-13"", ""time_range"": """", ""match_confidence"": ""fuzzy:4tok:iran-banking-sector-depth-1960-2016""}]"
gfdd__gfdd_oi_02,Bank Deposits to GDP (World Bank GFDD),سپرده‌های بانکی نسبت به تولید ناخالص داخلی (GFDD بانک جهانی),Financial Sector (Monetary),بخش مالی (پولی),worldbank-gfdd-via-fred,,,iran_banking_history_series/worldbank_gfdd_banking_depth_1960_2016.csv|GFDD.OI.02,new,,,1961-2016,"No WDI Iran indicator for bank-deposits-to-GDP found -- genuinely new content, complements the deposit-composition detail in pahlavi__bank_deposits_private_sector_1963_70 (different era, different granularity: aggregate/GDP-ratio here vs. sight/saving/time composition there).","[{""source_org"": ""World Bank (Global Financial Development Database), mirrored by Federal Reserve Bank of St. Louis (FRED)"", ""source_url"": ""https://fred.stlouisfed.org/release?rid=381 (Global Financial Development release, Iran series)"", ""access_date"": ""2026-07-13"", ""time_range"": """", ""match_confidence"": ""fuzzy:4tok:iran-banking-sector-depth-1960-2016""}]"
gfdd__gfdd_oi_07,Liquid Liabilities (Broad Money) (World Bank GFDD),بدهی‌های نقدشونده (نقدینگی کل) (GFDD بانک جهانی),Financial Sector (Monetary),بخش مالی (پولی),worldbank-gfdd-via-fred,wdi,,iran_banking_history_series/worldbank_gfdd_banking_depth_1960_2016.csv|GFDD.OI.07,new,,,1960-2016,"Level-form counterpart to GFDD.DI.05 above; conceptually close to wdi__FM.LBL.BMNY (Broad money, current LCU) -- same 1960-2016 Iran window as WDI, so an alt-source vintage rather than a time extension. Check currency/unit basis (GFDD/FRED extract vs. WDI's own LCU series) before treating as directly comparable -- not verified equal in this pass. (closest existing chart_id: wdi__FM.LBL.BMNY)","[{""source_org"": ""World Bank (Global Financial Development Database), mirrored by Federal Reserve Bank of St. Louis (FRED)"", ""source_url"": ""https://fred.stlouisfed.org/release?rid=381 (Global Financial Development release, Iran series)"", ""access_date"": ""2026-07-13"", ""time_range"": """", ""match_confidence"": ""fuzzy:4tok:iran-banking-sector-depth-1960-2016""}]"
gfdd__gfdd_si_04,Bank Credit to Bank Deposits (World Bank GFDD),نسبت تسهیلات بانکی به سپرده‌های بانکی (GFDD بانک جهانی),Financial Sector (Monetary),بخش مالی (پولی),worldbank-gfdd-via-fred,,,iran_banking_history_series/worldbank_gfdd_banking_depth_1960_2016.csv|GFDD.SI.04,new,,,1961-2016,"No WDI Iran analog -- genuinely new content, a banking-sector liquidity/leverage ratio not tracked elsewhere in this database.","[{""source_org"": ""World Bank (Global Financial Development Database), mirrored by Federal Reserve Bank of St. Louis (FRED)"", ""source_url"": ""https://fred.stlouisfed.org/release?rid=381 (Global Financial Development release, Iran series)"", ""access_date"": ""2026-07-13"", ""time_range"": """", ""match_confidence"": ""fuzzy:4tok:iran-banking-sector-depth-1960-2016""}]"
banking_hist__nationalization_1979_events,1979 Bank Nationalization & Consolidation Event Log,گاه‌شمار ملی‌شدن و ادغام بانک‌ها در 1979,Financial Sector (Banking Access),بخش مالی (دسترسی بانکی),iran-banking-history,,,iran_banking_history_series/nationalization_1979_consolidation_events.csv,merged,,,1979-1984 (16-row event log),"Event log (nationalization decree, 5-bank consolidation into Ma'dan-va-San'at/Maskan/Keshavarzi/Tejarat/Mellat, which banks stayed unmerged, the sole non-nationalized bank Bank Iran-o-Rus, the 1983-84 Islamic-banking law) -- not a numeric time series, no existing chart_id concept applies. Preserves an unresolved date discrepancy (28 May 1979 decree per Encyclopaedia Iranica vs. 8-9 June 1979 takeover per Western press archives) exactly as found, per this project's never-pick-a-winner policy for disagreeing sources -- flagged again here, not resolved. || 2026-07-14 quality audit: removed from catalog (Event log (nationalization decree, 5-bank consolidation, etc.), no numeric measure -- events belong in the timeline overlay, not as charts.); data preserved on disk","[{""source_org"": ""Compiled by this project from multiple secondary/academic sources (curated, hand-compiled -- see docs/bookkeeping.md rule 5)"", ""source_url"": ""https://www.iranicaonline.org/articles/banking-in-iran/banking-i-history-of-banking-in-iran/ ; https://iran1400.org/content/from-imperial-bank-to-bank-e-ghavamin-a-short-history-of-banking-in-iran/ ; https://www.parstimes.com/business/history-of-banking-system.html ; https://en.wikipedia.org/wiki/Banking_and_insurance_in_Iran ; https://www.washingtonpost.com/archive/politics/1979/06/09/iran-announces-takeover-of-all-private-banks/5d0c16a1-da45-43bf-bf8a-91a5562bf6bb/"", ""access_date"": ""2026-07-13"", ""time_range"": ""1979-1984"", ""restored_note"": ""citation-accuracy-audit restoration 2026-07-13: this row's audit-verified citation (originally fixed 2026-07-13T13:15 per logs/downloads/citation-accuracy-audit.log) had silently reverted to a fuzzy-matched value, likely when a later staging-merge pass re-ran build_citations.py from a pre-audit registry snapshot. Restored from the audit log's documented fix + the cited manifest.json files.""}]"
banking_hist__private_bank_reentry_2000_2025,Post-Privatization Private Bank Founding/Licensing Timeline (2000-2025),روند تأسیس و صدور مجوز بانک‌های خصوصی پس از خصوصی‌سازی (2000-2025),Financial Sector (Banking Access),بخش مالی (دسترسی بانکی),iran-banking-history,,,iran_banking_history_series/private_bank_reentry_2000_2025.csv,merged,,,2000-2025 (13 named banks + 2 summary rows for unidentified cohorts),"Entity-level founding/licensing-date log for Iran's post-2000 private banking wave, ending with Ayandeh Bank's 2025 CBI-ordered dissolution/merger into Bank Melli -- not a numeric time series, no existing chart_id concept applies (WDI's banking-access indicators are aggregate ratios, not named-entity timelines). Two rows are explicit summary placeholders for unidentified bank cohorts ('seven unspecified banks' 2001-11, 'eight unspecified banks' 2011) -- confirmed real gaps (source states the fact but not individual names), flagged as an open lead for a future continuation pass, not fabricated, per README. || 2026-07-14 quality audit: removed from catalog (Entity-level founding/licensing-date log, no numeric measure -- events belong in the timeline overlay, not as charts.); data preserved on disk","[{""source_org"": ""Compiled by this project from multiple secondary sources (curated, hand-compiled -- see docs/bookkeeping.md rule 5)"", ""source_url"": ""https://iran1400.org/content/from-imperial-bank-to-bank-e-ghavamin-a-short-history-of-banking-in-iran/ ; https://en.wikipedia.org/wiki/Parsian_Bank ; https://en.wikipedia.org/wiki/Pasargad_Bank ; https://en.wikipedia.org/wiki/EN_Bank ; https://en.wikipedia.org/wiki/Karafarin_Bank ; https://en.wikipedia.org/wiki/Sarmayeh_Bank ; https://en.wikipedia.org/wiki/Ayandeh_Bank ; https://www.iranwatch.org/iranian-entities/saman-bank ; https://www.aljazeera.com/news/2025/10/27/corruption-mismanagement-in-spotlight-as-iran-dissolves-major-private-bank"", ""access_date"": ""2026-07-13"", ""time_range"": """", ""match_confidence"": ""fuzzy:4tok:private-bank-reentry-2000-2015""}]"
dams_of_iran_technical_economic_specs_1971,"Major Reservoir Dams of Iran, Technical & Economic Specifications",مشخصات فنی و اقتصادی سدهای مخزنی بزرگ ایران,Infrastructure (Dams & Water),زیرساخت (سدها و آب),pahlavi-era-primary-extraction:wb1975water-major-dams-specifications-1971,,,iran_dams_water_infrastructure_series/major_dams_specifications_1971.csv,new,,,up to end of 1971,"19 dams (12 constructed, 2 under construction, 5 under study) with height, reservoir capacity, generator capacity, irrigated area, year operational, and cost by dam. No existing chart_id in CHART_REGISTRY.csv covers dam-level infrastructure at all -- WDI's hydro indicators (wdi__EG.ELC.HYRO) are % of national electricity mix, not by-dam engineering/cost specs, a fundamentally different granularity. Includes the Dez Dam and Sefid Rud/Karaj/Latian/Zayandehrud dams also profiled individually elsewhere in this batch.","[{""source_org"": ""Iranian Ministry of Water and Power (compiled/cited by World Bank appraisal mission)"", ""source_url"": ""https://openknowledge.worldbank.org (World Bank Archives, Iran country documents)"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
diversion_dams_of_iran_specifications_1937_1967,"Small-Scale Irrigation Diversion Dams of Iran, Specifications",مشخصات سدهای انحرافی آبیاری کوچک‌مقیاس ایران,Infrastructure (Dams & Water),زیرساخت (سدها و آب),pahlavi-era-primary-extraction:wb1975water-diversion-dams-specifications,,,iran_dams_water_infrastructure_series/diversion_dams_specifications_1937_1967.csv,new,,,1937-1967,"15 low-head diversion structures (crest length, height, cultivated area, utilization date) -- distinct dam category from the major reservoir dams above (no storage/hydropower, irrigation-diversion only). New topic, no existing chart_id.","[{""source_org"": ""Iran Plan Organization (cited by World Bank appraisal mission)"", ""source_url"": ""https://openknowledge.worldbank.org (World Bank Archives, Iran country documents)"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
iran_reservoir_water_control_forecast_by_zone,"Reservoir Water Control & Public Water Supply Forecast, by Regional Zone (4th/5th Plan)",کنترل آب مخازن و پیش‌بینی تأمین آب شرب به تفکیک منطقه (برنامه چهارم/پنجم),Infrastructure (Dams & Water),زیرساخت (سدها و آب),pahlavi-era-primary-extraction:wb1975water-reservoir-water-control-forecast-by-zone,,,iran_dams_water_infrastructure_series/reservoir_water_control_forecast_4th_5th_plan.csv,new,,,4th Plan (1968-72) end-point + 5th Plan (1973-77) forecast,"Water controlled (Mm3) and public-sector supply split (cities/industry vs agriculture) across 10 regional zones. Different granularity from WDI's national-aggregate freshwater indicators (wdi__ER.H2O.FWTL etc.) -- this is sub-national and plan-period-forecast, not a simple time series extension of those aggregates, so treated as new rather than extends.","[{""source_org"": ""Statistical Centre of Iran (1972 Statistical Yearbook), cited by World Bank appraisal mission"", ""source_url"": ""https://openknowledge.worldbank.org (World Bank Archives, Iran country documents)"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
dez_dam_project_economics_1960,"Dez Multipurpose Project, Key Parameters & Cost Breakdown (World Bank Appraisal, 1960)",پارامترهای کلیدی و تفکیک هزینه طرح چندمنظوره دز (ارزیابی بانک جهانی، 1960),Infrastructure (Dams & Water),زیرساخت (سدها و آب),pahlavi-era-primary-extraction:wb1960dez-project-key-parameters,pahlavi-era-primary-extraction:wb1960dez-dam-power-cost-estimate,,iran_dams_water_infrastructure_series/dez_dam_key_parameters_1960_appraisal.csv|iran_dams_water_infrastructure_series/dez_dam_cost_estimate_by_component_1960.csv,new,,,1957 conception - 1974/1984 forward targets,"Combines the two Dez Dam processed files (engineering/investment/schedule parameters + line-item cost breakdown by component) into one project-economics chart concept, per the task brief's explicit request to keep Dez project-economics detail as its own entry separate from the general dams comparative table above (which also includes one Dez summary row). Dez Dam = the dam listed as 'Mohammad Reza Shah-e-Pahlavi' in the comparative dams table.","[{""source_org"": ""International Bank for Reconstruction and Development (World Bank)"", ""source_url"": ""https://openknowledge.worldbank.org (World Bank Archives, Iran country documents)"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
ghazvin_project_economics_appraisal_vs_actual_1967_1978,"Ghazvin (Qazvin) Area Development Project, Appraisal vs. Audited Actual Outcomes",ارزیابی طرح توسعه منطقه قزوین در برابر نتایج واقعی حسابرسی‌شده,Infrastructure (Dams & Water),زیرساخت (سدها و آب),pahlavi-era-primary-extraction:wb1967ghazvin-project-cost-and-parameters,pahlavi-era-primary-extraction:wb1978ghazvin-project-completion-outcomes,,iran_dams_water_infrastructure_series/ghazvin_project_appraisal_cost_parameters_1967.csv|iran_dams_water_infrastructure_series/ghazvin_project_completion_audit_1978.csv,new,,,"1962 conception - 1977 audit (appraised 1967, loan-closed 1974)","Combines the 1967 appraisal (planned cost/financing/parameters) with the 1978 completion audit (actual cost/loan disbursement/economic rate of return) into one before-and-after project-economics chart, per the task brief's explicit request. Rare instance in this project's holdings of an AUDITED actual-vs-planned outcome (rate of return collapsed from appraised 10% to ~0%) rather than just appraisal-stage projections.","[{""source_org"": ""International Bank for Reconstruction and Development (World Bank)"", ""source_url"": ""https://openknowledge.worldbank.org (World Bank Archives, Iran country documents)"", ""access_date"": ""2026-07-13"", ""time_range"": """"}]"
iran_chromite_production_1961_1980,Chromite (Chrome Ore) Production,تولید کرومیت (سنگ کروم),Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Chromite (gross weight)),"bgs_wms_iran_crosscheck_1970_1974.csv (Chrome ore); usgs_comparator_argentina_turkey_metals_1968_1970.csv (Turkey has a chromite row for comparison, Argentina's is mostly NA) | bgs-world-mineral-statistics (1970-1974)",,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72)","USGS is primary; BGS provides an independent cross-check for 1970-74 with ONE real disagreement flagged (1970: BGS 220,000t vs USGS 120,000t; 1974: BGS 140,000t vs USGS 175,000t) -- both kept as separate lines per this project's overlapping-disagreeing-sources rule, not resolved to one number. || 220000/200000/140000/140000/140000 t (1970-74, all marked estimated). Independent BGS 1970-74 cross-check against USGS. GENUINE UNRESOLVED DISAGREEMENT with USGS on 1970/1974 values (BGS ~1.8x higher some years) -- investigated for a reconciling footnote this round, none found; both sources flag their own Iran chromite figures as estimates for every year, which explains but does not resolve the divergence. Both numbers preserved, not resolved to a winner.","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
iran_copper_production_by_stage_1961_1980,"Copper Production, Mine Output, Smelter Output & Refined",تولید مس به تفکیک استخراج معدنی، ذوب و پالایش,Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Copper'),usgs_iran_commodity_narrative_highlights_1965_1980.csv (Sar Cheshmeh narrative rows provide qualitative context for the 1973-80 production jump) | cia-iran-economy (1962/63-1970/71),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72)","3 processing stages bundled as one chart (mine/smelter/refined all present as separate 'commodity' values in the same source table) -- Iran's copper mine output jumps from ~600-5,000t/yr pre-1976 to 6,000-20,000t by 1977-78 as Sar Cheshmeh ramps up, then collapses to 3,600t by 1980 (revolution/foreign-personnel withdrawal). BGS's Copper production table was checked and has NO Iran row for 1970-74 (see mining series README). || AMBIGUOUS SPLIT -- flagged for a future pass: this 86-row bucket (Figure 22) almost certainly covers multiple metals in one table (chromite, iron ore, lead, manganese, zinc, plus copper/Sar Cheshmeh), all of which sit inside the already-registered 1961-1980 per-metal charts' year range (iran_chromite_production_1961_1980, iran_iron_ore_production_1961_1980, iran_lead_production_by_stage_1961_1980, iran_manganese_ore_production_1961_1980, iran_zinc_production_1961_1980). Targeted the copper chart here since the newly discovered Sar Cheshmeh deposit is the document's own headline mineral finding, but a proper consolidation pass should read the subcategory column and splice the chromite/iron-ore/lead/manganese/zinc rows onto their respective existing charts instead of leaving them all bundled under copper.","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
iran_iron_ore_production_1961_1980,Iron Ore Production (Gross Weight),تولید سنگ‌آهن (وزن ناخالص),Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Iron ore'),,,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72)","1968-1970 rows carry a preserved unit ambiguity (metric tons vs thousand metric tons, flagged not resolved -- see mining series README). BGS's Iron Ore table was checked and has NO Iran row for 1970-74.","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
iran_pig_iron_production_1973_1980,Pig Iron Production,تولید چدن خام,Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Pig iron),,,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,1973-1980,"Only appears in USGS from 1973 onward (Isfahan/Aryamehr steel complex startup) -- no earlier data exists in this project's holdings, a real gap not a search failure.","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1973-1980""}]"
iran_crude_steel_production_1973_1980,Crude Steel Production,تولید فولاد خام,Mining & Minerals Production,تولید معدن و مواد معدنی,"usgs_iran_mineral_production_1961_1980.csv (rows: commodity=Steel, crude)","imidro_capacity_growth_since_2002.csv (modern capacity bridge: 8 million t/yr capacity by 2002/03 vs this series' 1980 endpoint of 700,000t ACTUAL output)",,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,1973-1980 (+ 2002/03 and 2021/22 capacity bridge points),"Directly connects to the Isfahan Steel Mill narrative in pahlavi_industry_series/isfahan_steel_idro_capital_goods_1972.csv (planned 750,000t stage-1 capacity by mid-1972) and usgs_iran_commodity_narrative_highlights (1975: Aryamehr complex operational at 750,000t capacity but actual 1975 crude-steel OUTPUT only 600,000t; 1980: output less than half of 1.5M capacity due to coking-coal supply problems) -- capacity vs. actual-output distinction preserved, not conflated.","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1973-1980""}]"
iran_aluminum_production_1973_1980,Primary Aluminum (Ingot) Production,تولید آلومینیوم اولیه (شمش),Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Aluminum'),"imidro_capacity_growth_since_2002.csv (aluminium billet capacity 216,000t 2002/03 -> 770,000t 2021/22)",,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1973-1980 (+ 2002/03, 2021/22 capacity bridge)","Arak/Iralco smelter (82.5% IDRO / 12.5% Reynolds US / 5% Pakistan Govt per usgs_iran_commodity_narrative_highlights) -- output peaks 51,000t in 1975 then declines to 10,000t by 1980.","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1973-1980""}]"
iran_lead_production_by_stage_1961_1980,"Lead Production, Mine Output & Smelter/Ingot Output",تولید سرب به تفکیک استخراج معدنی و تولید ذوب/شمش,Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Lead'),bgs_wms_iran_crosscheck_1970_1974.csv (Lead mine output) | bgs-world-mineral-statistics (1970-1974),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72; smelter/ingot series ends 1970, no later data found)","BGS and USGS closely AGREE for lead mine output (1970: both 22,940t exactly) -- a reassuring cross-validation, unlike the chromite disagreement in the same BGS crosscheck file. Smelter/ingot output has no data past 1970 in this project's holdings -- real gap. || 22940/29937/30000/32000/42000 t (1970-74). Independent BGS cross-check -- closely agrees with USGS for all 5 years (1970 matches exactly: 22,940 t both sources), a reassuring cross-validation.","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
iran_manganese_ore_production_1961_1980,Manganese Ore Production,تولید سنگ منگنز,Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Manganese'),bgs-world-mineral-statistics (1970-1974),,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72)",9100/12300/9700/22000/30000 t (1970-74). NEW 1970-74 data point -- manganese not present in the existing USGS-derived Iran mineral file's raw extraction.,"[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
iran_zinc_production_1961_1980,"Zinc Production (Mine Output, Metal Content)",تولید روی (استخراج معدنی، محتوای فلزی),Mining & Minerals Production,تولید معدن و مواد معدنی,usgs_iran_mineral_production_1961_1980.csv (rows: commodity contains 'Zinc'),,,iran_mining_series/usgs_iran_mineral_production_1961_1980.csv,new,,,"1961-1980 (gaps 1966/67, 1971/72)","BGS's Zinc production table was checked and has NO Iran row for 1970-74 (confirmed absence, see mining series README).","[{""source_org"": ""US Bureau of Mines (Minerals Yearbook Volume III/IV, Area Reports: International), authored by David A. Carleton (1970 chapter) and successors"", ""source_url"": ""https://archive.org (see data/raw/usgs-minerals-yearbook/historical-pre1990-volumes/iran-production-extraction/manifest.json for exact volume URLs)"", ""access_date"": ""2026-07-13"", ""time_range"": ""1961-1980""}]"
