law_id,importance,domains,why,year,title_fa,path
1d1b45a01825,moderate,banking_money,"Adds a clause on issuance of participation bonds (اوراق مشاركت), a public debt/financing instrument.",2001,قانون الحاق یک ماده به قانون نحوه انتشار اوراق مشارکت با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/4372542169033758889_4372542169033758889.txt
0377c1b5f43e,minor,industry|agriculture,"Mandates merger of state poultry production companies, restructures a state industry sector.",1992,قانون ادغام شركتهاي سهامي دولتي كه در زمينه توليد و پرورش طيور فعاليت مي نمايند,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_ادغام_شركتهاي_سهامي_دولتي_كه_در_زمينه_توليد_و_پرورش_طيور_فعاليت_مي_نمايند_12971274180610755437.txt
d1c87da1b3c0,minor,oil_gas,"Funds ancillary costs including purchase of 7 oil tankers, a state oil-transport capital expenditure.",1985,قانون تأمين اعتبار براي هزينه هاي جانبي  ...  داخل كشور و نيز خريد 7 فروند كشتي نفتكش,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تأمين_اعتبار_براي_هزينه_هاي_جانبي__...__داخل_كشور_و_نيز_خريد_7_فروند_كشتي_نفتكش_4151851524214531400.txt
c2fb1dcdbafd,minor,welfare,"Housing/other allowances for state employees stationed abroad, a narrow compensation instrument with minor fiscal effect.",1984,قانون پرداخت كمك هزينه مسكن و كمك هزينه  ...  مؤسسات  و شركتهاي دولتي در خارج از كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_پرداخت_كمك_هزينه_مسكن_و_كمك_هزينه__...__مؤسسات__و_شركتهاي_دولتي_در_خارج_از_كشور_11695203002523744614.txt
40d3ddccbb9f,moderate,labor|budget_fiscal,"Changes the civil-servant/judge salary schedule and pay rules, affecting public-sector wage bill.",1991,قانون تغيير جدول حقوق و ضوابط پرداخت مستخدمين مشمول قانون استخدام كشوري و قضات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تغيير_جدول_حقوق_و_ضوابط_پرداخت_مستخدمين_مشمول_قانون_استخدام_كشوري_و_قضات_5243419423202925612.txt
c6d6b5acb310,minor,customs_trade,"Interprets Article 16 of the Customs Affairs Law, affecting customs procedure/duties.",1979,لايحه قانوني راجع به تفسير ماده 16 قانون امور گمركي مصوب 30 خرداد 1350,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_تفسير_ماده_16_قانون_امور_گمركي_مصوب_30_خرداد_1350_9398964172398856685.txt
eefa4d547b36,minor,customs_trade,"Customs duty exemption for goods already cleared/imported, a narrow tariff exemption.",1979,لايحه قانوني معافيت از پرداخت حقوق گمركي ... ن پرداخت شده و وارد گمركات ايران شده است,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_معافيت_از_پرداخت_حقوق_گمركي_..._ن_پرداخت_شده_و_وارد_گمركات_ايران_شده_است_11323695851919221566.txt
8aeca12c2691,minor,customs_trade,Customs duty and tax exemption for imported chemical materials.,1931,قانون اجازه معافيت مصالح و مواد شيميائي  ... 9 از حقوق گمركي و ساير عوارض و ماليات ها,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_معافيت_مصالح_و_مواد_شيميائي__..._9_از_حقوق_گمركي_و_ساير_عوارض_و_ماليات_ها_17293812641034719537.txt
f17754130a37,moderate,agriculture|banking_money,"Extends debt repayment deadline for farmers/ranchers hit by losses, an agricultural credit relief instrument.",1998,قانون  تمديد مهلت  پرداخت  ديون  كشاورزان  و دامداران  خسارت  ديده,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون__تمديد_مهلت__پرداخت__ديون__كشاورزان__و_دامداران__خسارت__ديده_5757851781801403191.txt
6be31ec7b69f,moderate,agriculture|housing,"Amends land-reform-era tenant farmer land division/lease law, affecting agricultural land tenure.",1984,قانون راجع به اصلاح ماده 15 قانون تقسيم  ...  اجاره به زارعين مستأجر مصوب دي ماه 1347,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_به_اصلاح_ماده_15_قانون_تقسيم__...__اجاره_به_زارعين_مستأجر_مصوب_دي_ماه_1347_2162395632007375249.txt
8da7cbb30214,moderate,agriculture,Extends deadlines under land-reform law regarding land leased to tenant farmers.,1970,قانون تمديد مهلت مواعد مختلف مقرر در قان ... ك مورد اجاره بزارعين مستاجر در موارد خاص,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تمديد_مهلت_مواعد_مختلف_مقرر_در_قان_..._ك_مورد_اجاره_بزارعين_مستاجر_در_موارد_خاص_11662138805113243602.txt
4069236ebd9f,minor,energy|budget_fiscal,Mandates spending of FY1386 budget credit specifically for rural gas infrastructure rollout.,2007,قانون الزام دولت به هزينه كرد اعتبار مرب ... سال 1386 كل كشور جهت گازرساني به روستاها,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_الزام_دولت_به_هزينه_كرد_اعتبار_مرب_..._سال_1386_كل_كشور_جهت_گازرساني_به_روستاها_15600391153972410905.txt
2be98549ccd8,minor,welfare|budget_fiscal,"Funds hospital budget shortfalls and healthcare network expansion, a fiscal/welfare spending instrument.",1992,قانون تأمين كسري اعتبار بيمارستانها ، بر ... طرح توسعه شبكه هاي بهداشتي و درماني كشور,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تأمين_كسري_اعتبار_بيمارستانها_،_بر_..._طرح_توسعه_شبكه_هاي_بهداشتي_و_درماني_كشور_10290121993874528360.txt
3f22c3702fa3,minor,budget_fiscal,Extends the window to draw down budget credits for road-related appropriations in FY1385.,2007,قانون تمديد زمان جذب اعتبارات موضوع قانو ... 12 و اعتبارات راههاي روستايي در سال 1385,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_تمديد_زمان_جذب_اعتبارات_موضوع_قانو_..._12_و_اعتبارات_راههاي_روستايي_در_سال_1385_8928179101643116016.txt
23059ecc0a1d,moderate,customs_trade,Customs circular setting import duty rate on vehicles under 1404 budget law clause,2025,بخنشنامه گمرك در خصوص نرخ حقوق ورودي خودرو بند  ر  تبصره  يك  قانون بودجه سال 1404,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/بخنشنامه_گمرك_در_خصوص_نرخ_حقوق_ورودي_خودرو_بند__ر__تبصره__يك__قانون_بودجه_سال_1404_9671052033854916684.txt
05812a24dad6,moderate,mining|privatization,Bylaw governing extraction and sale of mines by the private sector,1984,آيين نامه استخراج و فروش معادن توسط بخش خصوصي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_آيين_نامه_استخراج_و_فروش_معادن_توسط_بخش_خصوصي_10780570164633202650.txt
3764a49fed6f,moderate,prices|energy,Court ruling annuls water/sewage tariff regulation set by Ministry of Energy,2019,رأي شماره 1423 هيأت عمومي ديوان عدالت اد ... مي تعرفه هاي آب و فاضلاب مصوب وزارت نيرو,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_1423_هيأت_عمومي_ديوان_عدالت_اد_..._مي_تعرفه_هاي_آب_و_فاضلاب_مصوب_وزارت_نيرو_10463825482109078455.txt
e985fee6678a,minor,customs_trade|industry,Adds a clause to free trade-industrial zone regulations affecting trade instruments there,2014,تصويب نامه در خصوص الحاق بند  ذ  به ماده ... ق آزاد تجاري ـ صنعتي جمهوري اسلامي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويب_نامه_در_خصوص_الحاق_بند__ذ__به_ماده_..._ق_آزاد_تجاري_ـ_صنعتي_جمهوري_اسلامي_ايران_5460157352103212321.txt
2257975fabff,minor,agriculture|welfare,"Amends bylaw on compensating drought damages, a real transfer/compensation instrument",2000,اصلاح آيين نامه اجرايي قانون جبران خسارات و پيشگيري عوارض ناشي از خشكسالي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_قانون_جبران_خسارات_و_پيشگيري_عوارض_ناشي_از_خشكسالي_11367719593446149308.txt
96d49379364e,minor,housing,Amends bylaw on sale terms for low-cost housing units,1985,اصلاح آيين نامه نحوه فروش خانه هاي ارزان قيمت موضوع تبصره 39 قانون بودجه سال 1364,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_نحوه_فروش_خانه_هاي_ارزان_قيمت_موضوع_تبصره_39_قانون_بودجه_سال_1364_4420815782367273806.txt
a5ddbddf524b,minor,customs_trade,Amends the executive bylaw of the Import/Export Regulations Law,1994,اصلاح آيين نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_12112396849816214167.txt
85110dd3e3db,minor,customs_trade,Amendment to executive bylaw of Import/Export Regulations Law,1997,اصلاحيه آيين نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_3841285772264490634.txt
2e484da0b454,minor,customs_trade,Amends a clause of the Import/Export Regulations bylaw,1998,اصلاح تبصره  1  ماده  15  اصلاحي آيين نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_تبصره__1__ماده__15__اصلاحي_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_11691863618308694396.txt
ce63f0cc5161,minor,customs_trade,Amends a note within the Import/Export Regulations executive bylaw,1991,اصلاح تبصره 4 ماده 37 آئيننامه اجرائي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_تبصره_4_ماده_37_آئيننامه_اجرائي_قانون_مقررات_صادرات_و_واردات_11186783299095259013.txt
a5e56febf710,minor,customs_trade,Decree implementing the Import/Export Regulations bylaw for a given year,1993,تصويبنامه در خصوص اجراي آيين نامه اجرايي قانون مقررات صادرات و واردات در سال 1372,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويبنامه_در_خصوص_اجراي_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_در_سال_1372_15433698398632892204.txt
84d3642e8ad7,minor,customs_trade,Removes a phrase from an exemption clause under Import/Export Regulations bylaw,1989,حذف  عبارتي  از مصوبه  مستثني  بودن  اتو ...   اجرائي قانون  مقررات  صادرات  و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/حذف__عبارتي__از_مصوبه__مستثني__بودن__اتو_...___اجرائي_قانون__مقررات__صادرات__و_واردات_6171667725604766996.txt
97cd6dfdefcb,moderate,banking_money,"Central bank credit facility of 10 billion rials to workers' welfare bank, a monetary/credit instrument",1979,لايحه قانوني راجع  به تأمين ده ميليارد اعتبار براي بانك رفاه كارگران توسط بانك مركزي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع__به_تأمين_ده_ميليارد_اعتبار_براي_بانك_رفاه_كارگران_توسط_بانك_مركزي_ايران_6314299660762972370.txt
8a362ef375be,moderate,agriculture|budget_fiscal,"Amends agricultural credit-increase law, affecting agricultural credit allocation",1960,قانون راجع باصلاح تبصره 5 قانون اصلاح قانون افزايش اعتبارات كشاورزي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_باصلاح_تبصره_5_قانون_اصلاح_قانون_افزايش_اعتبارات_كشاورزي_16692919911882919653.txt
719fdafba72d,major,agriculture|housing,"Implementation of Article 2 land reform law, a headline land redistribution policy",1962,در اجراي تبصره 3 ماده 2 قانون اصلاحات ارضي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/در_اجراي_تبصره_3_ماده_2_قانون_اصلاحات_ارضي_7146788802324759743.txt
aced7f598c3e,moderate,customs_trade,"Adds four clauses to import/export regulations bylaw, a trade-policy instrument",1991,تصويبنامه راجع به الحاق چهار بند به قسمت ... نامه اجرائي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويبنامه_راجع_به_الحاق_چهار_بند_به_قسمت_..._نامه_اجرائي_قانون_مقررات_صادرات_و_واردات_18385141158921839283.txt
0f747219787e,moderate,customs_trade,Adds tariff/duty clauses to free trade-industrial zone regulations,2018,الحاق تبصره هاي  5  و  6  به ماده  8  اص ... ق آزاد تجاري - صنعتي جمهوري اسلامي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/الحاق_تبصره_هاي__5__و__6__به_ماده__8__اص_..._ق_آزاد_تجاري_-_صنعتي_جمهوري_اسلامي_ايران_17393724731129103546.txt
aff712605a7e,minor,labor|banking_money,Amends credit facility terms for war-migrant employment,1988,اصلاح تبصره ذيل ماده 3 آئيننامه اجرائي تسهيلات اعتباري اشتغال مهاجرين جنگ تحميلي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_تبصره_ذيل_ماده_3_آئيننامه_اجرائي_تسهيلات_اعتباري_اشتغال_مهاجرين_جنگ_تحميلي_2426449832285524484.txt
b03377fcc341,moderate,privatization|banking_money,"Implementing bylaw for bond repayment tied to broadening ownership of production units, a privatization financing instrument",1989,آئيننامه اجرائي قانون بازپرداخت اوراق قرضه گسترش مالكيت واحدهاي توليدي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئيننامه_اجرائي_قانون_بازپرداخت_اوراق_قرضه_گسترش_مالكيت_واحدهاي_توليدي_2521177090660442824.txt
4c64f763987f,moderate,customs_trade,Amendment to the executive bylaw of the import/export regulations law,2000,اصلاح آيين نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_11731985435687986322.txt
d8f6bd146a36,moderate,customs_trade,"Amends Article 4 of import/export regulations bylaw, a tariff/customs instrument",2007,اصلاح ماده   4   آيين نامه اجرايي قانون مقررات صادرات و واردات - مصوب 1372 -,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_ماده___4___آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_-_مصوب_1372_-_6066446472698939270.txt
b8ece89b1a3b,moderate,customs_trade,Amendment to import/export regulations executive bylaw,1998,اصلاحيه آيين  نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين__نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_5420617862919432891.txt
5ad72b840093,moderate,customs_trade,Amends Article 48 of import/export regulations bylaw,1991,اصلاح  ماده  48 آئين  نامه اجرايي  قانون  مقررات  صادرات  و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح__ماده__48_آئين__نامه_اجرايي__قانون__مقررات__صادرات__و_واردات_3923427690639265621.txt
aec35c63e637,moderate,customs_trade,Amends Article 53 of import/export regulations bylaw for 1986,1986,اصلاحيه ماده 53 آيين نامه اجرايي قانون مقررات صادرات و واردات سال 65,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/_اصلاحيه_ماده_53_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_سال_65_3824787384469354550.txt
cf31db18f7d2,minor,customs_trade,Amends free trade-industrial zone duty (عوارض) collection bylaw,2021,اصلاح آيين نامه اجرائي اخذ عوارض در مناطق آزاد تجاري - صنعتي جمهوري اسلامي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_آيين_نامه_اجرائي_اخذ_عوارض_در_مناطق_آزاد_تجاري_-_صنعتي_جمهوري_اسلامي_ايران_8320014862094180378.txt
ee1818630f40,minor,customs_trade,Amends instructions for duty collection in free trade zones,2006,اصلاح دستورالعمل و روش اجرايي آيين نامه اخذ عوارض در مناطق آزاد تجاري - صنعتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_دستورالعمل_و_روش_اجرايي_آيين_نامه_اخذ_عوارض_در_مناطق_آزاد_تجاري_-_صنعتي_8662277770137411813.txt
d52bbcab9018,moderate,customs_trade,Converts a clause into new article within import/export regulations bylaw,1989,تصويبنامه راجع به تبديل تبصره ماده 28 به ... نامه اجرائي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/تصويبنامه_راجع_به_تبديل_تبصره_ماده_28_به_..._نامه_اجرائي_قانون_مقررات_صادرات_و_واردات_3014411599099127985.txt
e0191506541d,moderate,customs_trade,Amends decree implementing import/export regulations bylaw,2018,اصلاح تصويب نامه شماره 49751 ت55549هـ مو ... امه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاح_تصويب_نامه_شماره_49751_ت55549هـ_مو_..._امه_اجرايي_قانون_مقررات_صادرات_و_واردات__17318861545040729465.txt
212a7265db14,minor,customs_trade,Amendment to free trade zone duty collection decree,,اصلاحيه تصويب نامه شماره 55327  ت 20486  ... مه اخذ عوارض در مناطق آزاد تجاري   صنعتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_تصويب_نامه_شماره_55327__ت_20486__..._مه_اخذ_عوارض_در_مناطق_آزاد_تجاري___صنعتي_15117307661338860459.txt
0858e531f259,moderate,customs_trade,Amendment to import/export regulations executive bylaw,2002,اصلاحيه آيين نامه اجرايي قانون مقررات صادرات و واردات,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/اصلاحيه_آيين_نامه_اجرايي_قانون_مقررات_صادرات_و_واردات_7730123841002507850.txt
236c6fdbdfc2,major,privatization,Executive bylaw implementing Article 44 general policies (major privatization program),2009,آيين نامه اجراي تبصره بند   الف   ماده   ... سياستهاي كلي اصل چهل و چهارم قانون اساسي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آيين_نامه_اجراي_تبصره_بند___الف___ماده___..._سياستهاي_كلي_اصل_چهل_و_چهارم_قانون_اساسي_1156563579328817095.txt
24690ed7817f,moderate,banking_money,"Directive on primary offering and secondary trading of participation bonds on the stock exchange, a capital-market instrument",2005,دستورالعمل عرضه اوليه و داد و ستد دست دوم اوراق مشاركت در بورس اوراق بهادار,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_عرضه_اوليه_و_داد_و_ستد_دست_دوم_اوراق_مشاركت_در_بورس_اوراق_بهادار_5975664394324508672.txt
bfb1e1971009,moderate,prices|agriculture|industry,"Directive governing commodity/commodity-backed securities trading on Iran Mercantile Exchange, affecting commodity price discovery",2010,دستورالعمل معاملات كالا و اوراق بهادار مبتني بر كالا در بورس كالاي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_معاملات_كالا_و_اوراق_بهادار_مبتني_بر_كالا_در_بورس_كالاي_ايران_14232269538719689308.txt
10b12f07294e,minor,banking_money,"Directive on issuance of lease (ijarah) bonds, a capital-market/financing instrument",2011,دستورالعمل انتشار اوراق اجاره,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_انتشار_اوراق_اجاره_10526670579481261627.txt
2b135481995f,minor,agriculture|prices,"Directive on livestock purchase/sale/transport, touching agricultural market conditions",2019,دستورالعمل خريد، فروش، حمل و نگهداري دام زنده,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_خريد،_فروش،_حمل_و_نگهداري_دام_زنده_5358844444828504308.txt
c3fe744f3a8d,moderate,fx|banking_money,"Directive settling FX debts of government executive agencies, an FX-liability instrument",1998,دستورالعمل تسويه بدهي ارزي دستگاههاي اجرايي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/دستورالعمل_تسويه_بدهي_ارزي_دستگاههاي_اجرايي_11329413866403421329.txt
ce16ad497496,moderate,prices,1944 wartime rationing bylaw (coupons/ration booklets) — a direct price/quantity-control instrument on staple goods distribution.,1944,آئين نامه راجع به كوپنها و دفترچه هاي جيره بندي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Aeen-Nameh/آئين_نامه_راجع_به_كوپنها_و_دفترچه_هاي_جيره_بندي_9588589297239999421.txt
49f23adf82e8,minor,subsidies|energy,"Court ruling on off-network purchase of subsidized petroleum-linked goods, touching fuel subsidy distribution mechanism",2013,رأي شماره762ـ761ـ760 هيأت عمومي ديوان عد ... ام خريد خارج از شبكه مواد سوبسيددار نفتي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره762ـ761ـ760_هيأت_عمومي_ديوان_عد_..._ام_خريد_خارج_از_شبكه_مواد_سوبسيددار_نفتي_6646721520758903630.txt
687dec935b53,minor,taxation,Court ruling on value-added duties (عوارض ارزش افزوده) interpretation,1996,رأي شماره 25 هيئت عمومي ديوان عدالت ادار ...  مورخ 21 12  72درخصوص عوارض ارزش افزو ده,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/رأي_شماره_25_هيئت_عمومي_ديوان_عدالت_ادار_...__مورخ_21_12__72درخصوص_عوارض_ارزش_افزو_ده_17200550546405856122.txt
5906621eab53,moderate,customs_trade,Customs circular setting import duty rate on vehicles under 2025 budget law clause,2025,بخنشنامه گمرك در خصوص نرخ حقوق ورودي خودرو بند  ر  تبصره  يك  قانون بودجه سال 1404,/Users/rohamhosseini/Documents/scraper simple/laws_clean/Divan_edalat_edari_votes/بخنشنامه_گمرك_در_خصوص_نرخ_حقوق_ورودي_خودرو_بند__ر__تبصره__يك__قانون_بودجه_سال_1404_9671052033854916684.txt
2360c77206db,major,banking_money,"Amendment to the 1979 bank nationalization law, a core financial-sector structural policy",1979,لايحه قانوني اصلاح قانون ملي شدن بانكها مصوب 1358 3 17 شوراي انقلاب اسلامي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_اصلاح_قانون_ملي_شدن_بانكها_مصوب_1358_3_17_شوراي_انقلاب_اسلامي_1754108365225966328.txt
cf83ddb7dd92,moderate,banking_money,Amendment to nationalization of banks and credit institutions law,1980,لايحه قانوني اصلاح لايحه قانوني راجع به  ... نكها و مؤسسات اعتباري ملي شده تا 17 3 58,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_اصلاح_لايحه_قانوني_راجع_به__..._نكها_و_مؤسسات_اعتباري_ملي_شده_تا_17_3_58_1285741935827172526.txt
2200ae5df918,moderate,banking_money|housing,"Authorizes central bank to extend a large loan to the housing bank, a credit-policy instrument",1980,لايحه قانوني راجع به اجازه به بانك مركزي ... د اعطاي سه ميليارد ريال وام به بانك مسكن,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_اجازه_به_بانك_مركزي_..._د_اعطاي_سه_ميليارد_ريال_وام_به_بانك_مسكن_5288020560839508385.txt
babcd501ce9c,minor,banking_money|agriculture,"Capital increase for the Agricultural Cooperative Bank, affecting agricultural credit supply",1979,لايحه قانوني راجع به منظور نمودن وجوه حا ... زايش سرمايه به بانك  تعاون كشاورزي ايران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_منظور_نمودن_وجوه_حا_..._زايش_سرمايه_به_بانك__تعاون_كشاورزي_ايران_8775659240319694411.txt
cdd8cf54326f,moderate,banking_money|budget_fiscal,"Amends law on issuance of treasury bills and bonds, a public debt/monetary instrument",1971,قانون اصلاح قانون انتشار اسناد خزانه و اوراق قرضه,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اصلاح_قانون_انتشار_اسناد_خزانه_و_اوراق_قرضه_14543153368624564221.txt
355a50e39edb,minor,customs_trade,Sets minimum customs tariff applied to trade with Iraq,1929,قانون اجازه اجراي حداقل تعرفه گمركي نسبت بمال التجاره مملكت عراق,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_اجراي_حداقل_تعرفه_گمركي_نسبت_بمال_التجاره_مملكت_عراق_7957133452395265111.txt
49b81ea390e5,minor,customs_trade,Authorizes setting customs storage/warehousing fee rates,1968,قانون اجازه تعيين نرخ ارضيه و انبارداري گمرك,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_اجازه_تعيين_نرخ_ارضيه_و_انبارداري_گمرك_440484356820653542.txt
d9e4de787fd5,minor,customs_trade|prices,"Adds a customs-duty exemption clause for vegetable oil imports, affecting an import price/cost",1980,لايحه قانوني الحاق يك تبصره به لايحه قانوني معافيت حقوق گمركي رو غن نباتي مصوب  58 7 11,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_الحاق_يك_تبصره_به_لايحه_قانوني_معافيت_حقوق_گمركي_رو_غن_نباتي_مصوب__58_7_11_15494315071581353610.txt
f2209bdf31ee,minor,agriculture,"Criminalizes disruption of agricultural/livestock activity, an instrument aimed at protecting farm output",1979,لايحه قانوني مجازات اخلال در امر كشاورزي و دامداري,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_مجازات_اخلال_در_امر_كشاورزي_و_دامداري_9885786691360027075.txt
c469654cc42a,minor,budget_fiscal,"National (mamlekati) budget law for 1306, a country-wide fiscal instrument",1928,قانون بودجه سال 1306 مملكتي و اجازه پردا ... بق تشخيص كميسيون بودجه در اسفند ماه 1306,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_بودجه_سال_1306_مملكتي_و_اجازه_پردا_..._بق_تشخيص_كميسيون_بودجه_در_اسفند_ماه_1306_4749882466771436962.txt
8ba852a1085b,moderate,subsidies|prices|agriculture,"Withdraws government subsidy on Tehran/Isfahan meat prices, redirecting funds to livestock sector — changes a consumer price/subsidy instrument.",1980,لایحه قانونی راجع به استفاده از مبلغ ۲۰ میلیارد ریال حاصل از قطع کمک دولت به قیمت گوشت مصرفی تهران و اصفهان جهت بهبود امر دامپروری و احیای دامپروری سنتی روستائی با اصلاحات و الحاقات بعدی,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/11311277616530975682_11311277616530975682.txt
9ddc8d71d4f9,minor,agriculture,Land reform amendment (اصلاحات ارضي) adding a clause — touches land redistribution mechanism.,1964,قانون راجع باستخدام كادر فني از فارغ التحصيلان آموزشگاه تيرتاش مازندران,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/قانون_راجع_باستخدام_كادر_فني_از_فارغ_التحصيلان_آموزشگاه_تيرتاش_مازندران_7775876330519533453.txt
fcdfeafec4d6,minor,agriculture,"Amends land reform law provisions, part of the core land-reform economic instrument.",1980,لايحه قانوني راجع به تكميل پاره اي از مواد قانون اصلاحات ارضي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/لايحه_قانوني_راجع_به_تكميل_پاره_اي_از_مواد_قانون_اصلاحات_ارضي_11533563097117873323.txt
1083a3275570,minor,agriculture,"Amendment to land reform law's article 10, affecting land redistribution terms.",1962,اصلاح ماده دهم قانون اصلاحي قانون اصلاحات ارضي,/Users/rohamhosseini/Documents/scraper simple/laws_clean/general_laws/اصلاح_ماده_دهم_قانون_اصلاحي_قانون_اصلاحات_ارضي_3509291230886652937.txt
