date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2024-12-15,Monagas,Bolivar,Caripito,9009,10.11,-63.1,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,1.11,1.11
2024-12-15,Monagas,Bolivar,Caripito,9009,10.11,-63.1,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.43,1.43
2024-12-15,Monagas,Bolivar,Caripito,9009,10.11,-63.1,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.81,1.81
2024-12-15,Monagas,Bolivar,Caripito,9009,10.11,-63.1,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,1.27,1.27
2024-12-15,Monagas,Bolivar,Caripito,9009,10.11,-63.1,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.63,0.63
2024-12-15,Monagas,Bolivar,Caripito,9009,10.11,-63.1,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.22,0.22
2024-12-15,Monagas,Bolivar,Caripito,9009,10.11,-63.1,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,2.49,2.49
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.74,0.74
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.59,0.59
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.5,1.5
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.09,1.09
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.6,5.6
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.53,0.53
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.47,1.47
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,4.8,4.8
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,14.1,14.1
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,7.5,7.5
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.37,0.37
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.35,1.35
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.26,2.26
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.49,2.49
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,3.11,3.11
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.71,1.71
2024-12-15,Monagas,Cedeño,Caicara de Maturín,9010,9.81,-63.61,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.68,1.68
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.3,0.3
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.72,0.72
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.5,0.5
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.1,1.1
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.1,1.1
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.37,5.37
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.53,0.53
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.57,1.57
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,7.37,7.37
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,4.74,4.74
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,4.94,4.94
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,14.52,14.52
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,7.59,7.59
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,miscellaneous food,"Beverage mix powder (fortified, Nutrisoy)",1265,KG,actual,Retail,USD,5.82,5.82
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.3,0.3
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.36,1.36
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.26,2.26
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.36,2.36
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,3.04,3.04
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,3.01,3.01
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.9,0.9
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,0.95,0.95
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.08,1.08
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,0.55,0.55
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.36,0.36
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.25,0.25
2024-12-15,Monagas,Ezequiel Zamora,Punta de Mata,9011,9.69,-63.62,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,2.07,2.07
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.82,0.82
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.59,0.59
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.57,1.57
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.22,1.22
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.88,5.88
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.54,0.54
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.75,1.75
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,7.04,7.04
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,4.44,4.44
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,15.4,15.4
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,7.24,7.24
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.34,0.34
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.47,1.47
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.25,2.25
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.36,2.36
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,3.04,3.04
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,2.74,2.74
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.79,0.79
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.51,1.51
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,vegetables and fruits,Onions,173,KG,actual,Retail,USD,2.22,2.22
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,0.64,0.64
2024-12-15,Monagas,Libertador,Temblador,9012,9.01,-62.64,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,2.07,2.07
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.53,0.53
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.76,0.76
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.54,0.54
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.32,1.32
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.2,1.2
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.69,5.69
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.57,0.57
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.43,1.43
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,7.61,7.61
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,5.41,5.41
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.66,5.66
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,15.24,15.24
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,miscellaneous food,"Beverage mix powder (fortified, Lactovisoy)",1262,KG,actual,Retail,USD,8.09,8.09
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,miscellaneous food,"Beverage mix powder (fortified, Nutrisoy)",1265,KG,actual,Retail,USD,6.55,6.55
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.37,0.37
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.49,1.49
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.09,2.09
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.6,2.6
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,2.93,2.93
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,pulses and nuts,Lentils,108,900 G,actual,Retail,USD,3.28,3.28
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.96,0.96
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.37,1.37
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.94,1.94
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,1.12,1.12
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.72,0.72
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.5,0.5
2024-12-15,Monagas,Maturin,Maturín,9013,9.73,-63.19,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,2.66,2.66
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.45,0.45
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.78,0.78
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.62,0.62
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.3,1.3
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.19,1.19
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.03,5.03
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.55,0.55
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.1,1.1
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,7.03,7.03
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,3.28,3.28
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.61,5.61
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,10.82,10.82
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.33,0.33
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.42,1.42
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.41,2.41
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,3.09,3.09
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.31,1.31
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.61,1.61
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.73,0.73
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.4,0.4
2024-12-15,Sucre,Andres Eloy Blanco,Casanay,9019,10.51,-63.42,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,2.72,2.72
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.39,0.39
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.83,0.83
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.67,0.67
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.11,1.11
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.25,1.25
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,5.97,5.97
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.51,0.51
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.32,1.32
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,8.26,8.26
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,3.95,3.95
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.47,5.47
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,12.9,12.9
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.33,0.33
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.54,1.54
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.53,2.53
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,3.07,3.07
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.63,0.63
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1,1
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.16,1.16
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,0.48,0.48
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.66,0.66
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.5,0.5
2024-12-15,Sucre,Arismendi,Rio Caribe,9021,10.7,-63.11,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,1.91,1.91
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.42,0.42
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.79,0.79
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.66,0.66
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.3,1.3
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.19,1.19
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,6.05,6.05
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.64,0.64
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.69,1.69
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,8.56,8.56
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,"meat, fish and eggs","Meat (chicken, breast)",1258,KG,actual,Retail,USD,3.44,3.44
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.44,5.44
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,miscellaneous food,"Beverage mix powder (fortified, Cerelac)",1263,KG,actual,Retail,USD,10.44,10.44
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,miscellaneous food,Salt,185,KG,actual,Retail,USD,0.3,0.3
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,miscellaneous food,Sugar,97,KG,actual,Retail,USD,1.51,1.51
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,oil and fats,Margarine,1260,0.5 KG,actual,Retail,USD,2.43,2.43
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,oil and fats,Oil (vegetable),96,850 ML,actual,Retail,USD,2.58,2.58
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,pulses and nuts,"Beans (black, dry)",1259,KG,actual,Retail,USD,2.61,2.61
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Bananas,254,KG,actual,Retail,USD,0.73,0.73
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Carrots,166,KG,actual,Retail,USD,1.12,1.12
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Onions,173,KG,actual,Retail,USD,1.69,1.69
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Oranges,360,KG,actual,Retail,USD,0.81,0.81
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Papaya,408,KG,actual,Retail,USD,0.58,0.58
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Pumpkin,412,KG,actual,Retail,USD,0.46,0.46
2024-12-15,Sucre,Bermudez,Carúpano,9022,10.64,-63.26,vegetables and fruits,Tomatoes,114,KG,actual,Retail,USD,2.65,2.65
2024-12-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,cereals and tubers,Cassava,68,KG,actual,Retail,USD,0.39,0.39
2024-12-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,cereals and tubers,Maize flour,76,KG,actual,Retail,USD,0.81,0.81
2024-12-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,cereals and tubers,Pasta,112,0.5 KG,actual,Retail,USD,0.7,0.7
2024-12-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,cereals and tubers,Potatoes,83,KG,actual,Retail,USD,1.3,1.3
2024-12-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,cereals and tubers,Rice (white),133,KG,actual,Retail,USD,1.16,1.16
2024-12-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,"meat, fish and eggs",Eggs,92,30 pcs,actual,Retail,USD,6.16,6.16
2024-12-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,"meat, fish and eggs","Fish (sardine, canned)",321,170 G,actual,Retail,USD,0.47,0.47
2024-12-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,"meat, fish and eggs","Fish (tuna, canned)",322,140 G,actual,Retail,USD,1.49,1.49
2024-12-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,"meat, fish and eggs","Meat (beef, minced)",211,KG,actual,Retail,USD,8.52,8.52
2024-12-15,Sucre,Libertador,Tunapuy,9024,10.57,-63.11,milk and dairy,Cheese (white),1257,KG,actual,Retail,USD,5.94,5.94
